,ID,Floor,Covered parking spaces,Outdoor parking spaces,Surroundings type,Living area,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bathrooms,Toilets,Terrace surface,Terrace orientation,Primary energy consumption,Energy class,CO₂ emission,Yearly theoretical total energy consumption,Tenement building,Address,Living room surface,Elevator,TV cable,Heating type,Double glazing,Price,Kitchen type,Kitchen surface,Construction year,Building condition,Basement,Thermic solar panels,Number of frontages,Swimming pool,Street frontage width,Dressing room,Laundry room,Planning permission obtained,Subdivision permit,Monthly charges,Cadastral income,Office,Heat pump,Photovoltaic solar panels,Common water heater,Garden,Terrace,Bedroom 4 surface,Jacuzzi,Sauna,Office surface,Number of annexes,Living room surfacea
2602,9178036,,,,Countryside,84,2.0,13,9,,1.0,1.0,10,South West,,A,Not specified,Not specified,No,Rue Isolée 1/1 6250- Aiseau,33m² square meters,Yes,Yes,Gas,,207095.0,Hyper equipped,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,33
2603,9179449,,,,"Living area (residential, urban or rural)",95,2.0,,,,,,4,,,Not specified,Not specified,Not specified,No,De Kalkaart 40 8430-Middelkerke,,,,Gas,,280000.0,,,,,,,,,,,,Yes,,,,,,Yes,,,,,,,,,
2610,9183415,,,,"Living area (residential, urban or rural)",103,2.0,,,,,,9,South West,,Not specified,Not specified,Not specified,No,Lipelostraat 55 1840- Londerzeel,,,,Electric,,346000.0,Hyper equipped,,,,,,,,,,,Yes,No,,,,Yes,,,,,,,,,,
2611,9186534,,,,"Living area (residential, urban or rural)",,3.0,,,,,,,,,Not specified,Not specified,Not specified,No,Generaal Lemanstraat 552018- Antwerpen,,Yes,,,,1145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2614,9197491,,,,"Living area (residential, urban or rural)",84,2.0,,,,,,,,,Not specified,Not specified,Not specified,No,"Petrus Huysegomsstraat, 6 1600- Sint-Pieters-Leeuw",,,,,,242237.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2615,9197489,,,,"Living area (residential, urban or rural)",84,2.0,,,,,,,,,Not specified,Not specified,Not specified,No,"Petrus Huysegomsstraat, 6 1600- Sint-Pieters-Leeuw",,,,,,243088.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2620,9197543,,,,"Living area (residential, urban or rural)",89,2.0,,,,,,,,,Not specified,Not specified,Not specified,No,"Petrus Huysegomsstraat, 6 1600- Sint-Pieters-Leeuw",,,,,,252702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2621,9197492,,,,"Living area (residential, urban or rural)",84,2.0,,,,,,,,,Not specified,Not specified,Not specified,No,"Petrus Huysegomsstraat, 6 1600- Sint-Pieters-Leeuw",,,,,,243088.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2622,9197493,,,,"Living area (residential, urban or rural)",84,2.0,,,,,,,,,Not specified,Not specified,Not specified,No,"Petrus Huysegomsstraat, 6 1600- Sint-Pieters-Leeuw",,,,,,243448.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2623,9197542,,,,"Living area (residential, urban or rural)",89,2.0,,,,,,,,,Not specified,Not specified,Not specified,No,"Petrus Huysegomsstraat, 6 1600- Sint-Pieters-Leeuw",,,,,,252702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2624,9197541,,,,"Living area (residential, urban or rural)",90,2.0,,,,,,,,,Not specified,Not specified,Not specified,No,"Petrus Huysegomsstraat, 6 1600- Sint-Pieters-Leeuw",,,,,,253286.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2629,9198875,,,,Urban,49,1.0,,,,1.0,1.0,,,,Not specified,Not specified,Not specified,No,Tolpoortstraat 1189800- Deinze,,,,,No,210000.0,,,2015.0,As new,,,,,,No,,Yes,No,,,No,,,,,,,,,,,
2630,9199195,,,,"Living area (residential, urban or rural)",94,2.0,12,10,,1.0,1.0,,,,Not specified,Not specified,Not specified,No,"Fehrenbachstraat, 53 2440- Geel",,Yes,,,Yes,268000.0,,,2020.0,As new,,Yes,,,,,,Yes,No,,,,,,,,Yes,,,,,,
2631,9200348,,,,"Living area (residential, urban or rural)",94,2.0,,,,,,23,,,Not specified,Not specified,Not specified,No,Troonstraat 60 8400- Oostende,,,,Gas,Yes,340000.0,,,,,,,,,,,,Yes,No,,,,,,,,,,,,,,
2638,9202956,,,,Urban,122,2.0,,,,1.0,1.0,19,,,Not specified,Not specified,Not specified,No,Bazelstraat 32 9150- Kruibeke,,Yes,,,,264900.0,Installed,,2017.0,Good,,,3.0,No,,,,Yes,No,,,,,,,,,,,,,,
2640,9221056,,,,"Living area (residential, urban or rural)",,3.0,,,,1.0,,,,,Not specified,Not specified,Not specified,No,Leopold 2 laan 83a 8670- Oostduinkerke,,,,,Yes,167375.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2642,9228058,,,,Urban,47,1.0,15,,,1.0,,5,,110.0,B,31 kg CO₂/m²,Not specified,No,Gentsesteenweg 145 9300- Aalst,26m² square meters,No,No,Gas,Yes,239000.0,Installed,,2016.0,,Yes,,,No,,No,,Yes,Yes,,,No,,,,,,,,,,,26
2645,9329545,,,,"Living area (residential, urban or rural)",215,4.0,30,18,17,2.0,2.0,36,,242.0,C,Not specified,Not specified,No,Schurhoven 5 3800- Sint-Truiden,,Yes,,Electric,Yes,458000.0,Installed,16,1998.0,Good,Yes,,2.0,,,,,Yes,,,1.415,,,,,,,17,,,,,
2649,9240354,,,,Urban,93,1.0,11,,,1.0,,,,9022.0,G,Not specified,Not specified,No,Chaussée Verte nr 94/6 4367- Crisnée,45m² square meters,,,Gas,Yes,225000.0,Semi equipped,6,,Good,Yes,,,,,,,,,€ 30 30 €,,,,,,,,,,,,,45
2650,9242379,,,,"Living area (residential, urban or rural)",,1.0,,,,1.0,1.0,,,,Not specified,Not specified,Not specified,No,"av Charles Quint, 305 1083- Ganshoren",,,,Gas,Yes,165000.0,Installed,,1956.0,Good,,,3.0,,,No,,,,,,No,No,,,,,,,,,,
2653,9250809,,,,Urban,106,2.0,,,,1.0,1.0,30,,,Not specified,Not specified,Not specified,No,Vlamingstraat 62 8000- Brugge,,Yes,,,,380000.0,Installed,,,As new,,,4.0,No,,,,,,,,,,,,,,,,,,,
2654,9250811,,,,Urban,77,1.0,,,,1.0,1.0,25,,,Not specified,Not specified,Not specified,No,Vlamingstraat 62 8000- Brugge,,Yes,,,,285000.0,Installed,,,As new,,,4.0,No,,,,,,,,,,,,,,,,,,,
2655,9250813,,,,Urban,97,2.0,,,,1.0,1.0,23,,,Not specified,Not specified,Not specified,No,Vlamingstraat 62 8000- Brugge,,Yes,,,,340000.0,Installed,,,As new,,,4.0,No,,,,,,,,,,,,,,,,,,,
2656,9250812,,,,Urban,77,1.0,,,,1.0,1.0,25,,,Not specified,Not specified,Not specified,No,Vlamingstraat 62 8000- Brugge,,Yes,,,,280000.0,Installed,,,As new,,,4.0,No,,,,,,,,,,,,,,,,,,,
2657,9250814,,,,Urban,106,2.0,,,,1.0,1.0,30,,,Not specified,Not specified,Not specified,No,Vlamingstraat 62 8000- Brugge,,Yes,,,,380000.0,Installed,,,As new,,,4.0,No,,,,,,,,,,,,,,,,,,,
2658,9250829,,,,Urban,76,1.0,,,,1.0,1.0,28,,,Not specified,Not specified,Not specified,No,Vlamingstraat 62 8000- Brugge,,Yes,,,,280000.0,Installed,,,As new,,,4.0,No,,,,,,,,,,,,,,,,,,,
2659,9250830,,,,Urban,95,3.0,,,,1.0,1.0,24,,,Not specified,Not specified,Not specified,No,Vlamingstraat 62 8000- Brugge,,Yes,,,,335000.0,Installed,,,As new,,,4.0,No,,,,,,,,,,,,,,,,,,,
2660,9250832,,,,Urban,109,2.0,,,,1.0,1.0,25,,,Not specified,Not specified,Not specified,No,Vlamingstraat 62 8000- Brugge,,Yes,,,,370000.0,Installed,,,As new,,,4.0,No,,,,,,,,,,,,,,,,,,,
2661,9250831,,,,Urban,103,2.0,,,,1.0,1.0,25,,,Not specified,Not specified,Not specified,No,Vlamingstraat 62 8000- Brugge,,Yes,,,,375000.0,Installed,,,As new,,,4.0,No,,,,,,,,,,,,,,,,,,,
2663,9251637,,,,"Living area (residential, urban or rural)",,1.0,,,,,,,,,Not specified,Not specified,Not specified,No,Rue Charles Magnette 96 4000- Liège,,Yes,,,,264500.0,,,2021.0,,,,,,,,,,,,,,,,,,,,,,,,
2666,9251940,,,,Urban,98,2.0,,,,,,,,,Not specified,Not specified,Not specified,No,Grote Markt 13 8800- Roeselare,,Yes,,Gas,,248000.0,Installed,,,As new,,,2.0,No,,,,Yes,,,,,,,,,Yes,,,,,,
2667,9251937,,,,Urban,105,2.0,,,,,,,,,Not specified,Not specified,Not specified,No,Grote Markt 13 8800- Roeselare,,Yes,,Gas,,245000.0,Installed,,,As new,,,2.0,No,,,,Yes,,,,,,,,,Yes,,,,,,
2668,9251941,,,,Urban,105,2.0,,,,,,,,,Not specified,Not specified,Not specified,No,Grote Markt 13 8800- Roeselare,,Yes,,Gas,,245000.0,Installed,,,As new,,,2.0,No,,,,Yes,,,,,,,,,Yes,,,,,,
2669,9341156,,,,Urban,99,2.0,,,,,,14,,,Not specified,Not specified,Not specified,No,Grote Markt 13 8800- Roeselare,,,,,,285000.0,,,,Good,,,4.0,,,,,,,,,,,,,,,,,,,,
2672,9341157,,,,Urban,113,3.0,,,,,,43,,,Not specified,Not specified,Not specified,No,Grote Markt 13 8800- Roeselare,,,,,,345000.0,,,,Good,,,4.0,,,,,,,,,,,,,,,,,,,,
2673,9341159,,,,Urban,83,2.0,,,,,,12,,,Not specified,Not specified,Not specified,No,Grote Markt 13 8800- Roeselare,,,,,,234000.0,,,,Good,,,4.0,,,,,,,,,,,,,,,,,,,,
2674,9341160,,,,Urban,66,2.0,,,,,,8,,,Not specified,Not specified,Not specified,No,Grote Markt 13 8800- Roeselare,,,,,,181500.0,,,,Good,,,4.0,,,,,,,,,,,,,,,,,,,,
2675,9341162,,,,Urban,103,2.0,,,,,,8,,,Not specified,Not specified,Not specified,No,Grote Markt 13 8800- Roeselare,,,,,,254000.0,,,,Good,,,4.0,,,,,,,,,,,,,,,,,,,,
2676,9341161,,,,Urban,83,2.0,,,,,,10,,,Not specified,Not specified,Not specified,No,Grote Markt 13 8800- Roeselare,,,,,,217500.0,,,,Good,,,4.0,,,,,,,,,,,,,,,,,,,,
2677,9342011,,,,Urban,99,2.0,,,,,,14,,,Not specified,Not specified,Not specified,No,Grote Markt 13 8800- Roeselare,,,,,,285000.0,,,,Good,,,4.0,,,,,,,,,,,,,,,,,,,,
2679,9342012,,,,Urban,113,3.0,,,,,,43,,,Not specified,Not specified,Not specified,No,Grote Markt 13 8800- Roeselare,,,,,,345000.0,,,,Good,,,4.0,,,,,,,,,,,,,,,,,,,,
2680,9342015,,,,Urban,66,2.0,,,,,,8,,,Not specified,Not specified,Not specified,No,Grote Markt 13 8800- Roeselare,,,,,,181500.0,,,,Good,,,4.0,,,,,,,,,,,,,,,,,,,,
2681,9342018,,,,Urban,103,2.0,,,,,,8,,,Not specified,Not specified,Not specified,No,Grote Markt 13 8800- Roeselare,,,,,,254000.0,,,,Good,,,4.0,,,,,,,,,,,,,,,,,,,,
2682,9342014,,,,Urban,83,2.0,,,,,,12,,,Not specified,Not specified,Not specified,No,Grote Markt 13 8800- Roeselare,,,,,,234000.0,,,,Good,,,4.0,,,,,,,,,,,,,,,,,,,,
2684,9342016,,,,Urban,83,2.0,,,,,,10,,,Not specified,Not specified,Not specified,No,Grote Markt 13 8800- Roeselare,,,,,,217500.0,,,,Good,,,4.0,,,,,,,,,,,,,,,,,,,,
2689,9161601,,,,,70,2.0,,,,1.0,1.0,,,60.0,A,Not specified,Not specified,No,"Gemeenteplein, 1a 8300- Knokke-Heist",,,,,Yes,330000.0,,,2016.0,Good,,,2.0,,,,,Yes,No,,,No,,,,Yes,,,,,,,
2701,9169764,,,,,82,2.0,,,,2.0,2.0,,,,Not specified,Not specified,Not specified,No,Sassevaarstraat 46/212 9000- Gent,,,,,No,183080.0,Installed,,2019.0,Good,,,2.0,,,,,,,,,No,,,,,,,,,,,
2702,9170747,,,,,80,2.0,,,,1.0,,,,,Not specified,Not specified,Not specified,No,Gentsesteenweg 145 9300- Aalst,,No,No,Electric,Yes,82000.0,Installed,,2020.0,As new,,,,Yes,,No,,,,,,No,,,,Yes,Yes,,,,,,
2703,9171551,,,,,38,1.0,10,,,,,8,South East,416.0,G,Not specified,Not specified,No,Groendreef 14 1000- Brussel,18m² square meters,Yes,,Electric,Yes,219000.0,Hyper equipped,,,As new,,,,No,,No,,Yes,No,,856.856,,No,,,Yes,,,,,,,18
2705,9177509,,,,,93,2.0,,,,,,,,,Not specified,Not specified,Not specified,No,"Heuleplaats, 16 8501- Kortrijk",,,,,No,279000.0,,,2020.0,,,,2.0,,,,,,,,,No,,,,,,,,,,,
2706,9177510,,,,,71,2.0,,,,,,,,,Not specified,Not specified,Not specified,No,"Heuleplaats, 16 8501- Kortrijk",,,,,No,147000.0,,,2021.0,As new,,,2.0,,,,,,,,,No,,,,,,,,,,,
2709,9187869,,,,,56,1.0,,,,,,,,61.0,A,Not specified,Not specified,No,Kasteeldreef 26 B0001 9270- Laarne,,,,,No,272000.0,,,,,,,2.0,,,,,,,,,No,,,,,,,,,,,
2710,9188209,,,,,118,3.0,,,,1.0,1.0,,,,Not specified,Not specified,Not specified,No,Markt 15 8700- Tielt,,Yes,Yes,Gas,Yes,320400.0,Hyper equipped,,2020.0,,,,,No,,No,,,,,,No,,,,Yes,Yes,,,,,,
2713,9204459,,,,,108,2.0,,,,1.0,1.0,,,311.0,D,Not specified,Not specified,No,Wevelgemstraat 118 8930- Lauwe,,,,,No,130000.0,,,1975.0,,,,2.0,,,,,Yes,No,,,No,,,,,,,,,,,
2714,9204747,,,,,74,2.0,,,,2.0,2.0,,,,Not specified,Not specified,Not specified,No,Grote Markt 23700- Tongeren,,,,,No,104900.0,,,2021.0,As new,,,,,,No,,,,,,No,No,,,,,,,,,,
2719,9207876,,,,,62,1.0,,,,1.0,,16,,289.0,D,Not specified,Not specified,No,Avenue de Maire 202 7500- Tournai,,,,Gas,Yes,135000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720,9208492,,,,,72,2.0,,,,2.0,1.0,,,,Not specified,Not specified,Not specified,No,Grote Markt 23700- Tongeren,,,,,No,162000.0,,,2021.0,As new,,,,,,No,,,,,,No,No,,,,,,,,,,
2742,9217131,,,,,60,2.0,,,,1.0,1.0,,,,Not specified,Not specified,Not specified,No,Stationsstraat 109 3620- Lanaken,,,,,Yes,135000.0,Installed,,2017.0,As new,,,2.0,,,No,,Yes,No,,279.279,No,No,,,,,,,,,,
2746,9218361,,,,,65,1.0,,,,1.0,1.0,2,North West,,B,Not specified,Not specified,No,,,,,,Yes,50000.0,,,,,,,,,,,,,,,,No,,,,,,,,,,,
2753,9315580,,,,,69,1.0,,,,1.0,1.0,8,,,Not specified,Not specified,Not specified,No,Visserskaai 8 8400- Oostende,,Yes,,,,217875.0,Installed,,2021.0,,,,,,,,,,No,,,,,,,,,,,,,,
2756,9221755,,,,,137,3.0,,,,,,,,,Not specified,Not specified,Not specified,No,Westmeers 15 8000- Brugge,,,,,No,399750.0,,,,,,,,,,No,,Yes,No,,,No,,,,,,,,,,,
2757,9221756,,,,,139,3.0,,,,,,,,,Not specified,Not specified,Not specified,No,Westmeers 15 8000- Brugge,,,,,No,389750.0,,,,,,,,,,No,,Yes,No,,,No,,,,,,,,,,,
2758,9221757,,,,,87,2.0,,,,,,,,,Not specified,Not specified,Not specified,No,Westmeers 15 8000- Brugge,,,,,No,239500.0,,,,,,,,,,No,,Yes,No,,,No,,,,,,,,,,,
2759,9221758,,,,,87,2.0,,,,,,,,,Not specified,Not specified,Not specified,No,Westmeers 15 8000- Brugge,,,,,No,239500.0,,,,,,,,,,No,,Yes,No,,,No,,,,,,,,,,,
2762,9221759,,,,,87,2.0,,,,,,,,,Not specified,Not specified,Not specified,No,Westmeers 15 8000- Brugge,,,,,No,239500.0,,,,,,,,,,No,,Yes,No,,,No,,,,,,,,,,,
2779,9221780,,,,,87,2.0,,,,,,,,,Not specified,Not specified,Not specified,No,Westmeers 15 8000- Brugge,,,,,No,237500.0,,,,,,,,,,No,,Yes,No,,,No,,,,,,,,,,,
2788,9322088,,,,,50,2.0,10,7,,1.0,1.0,8,,,Not specified,Not specified,Not specified,No,Rue de Nivelles 1 1440- Braine-le-Château,20m² square meters,,,,Yes,165000.0,Installed,6,1981.0,As new,,,,,,,,,,,,,,,,,,,,,,,20
2793,9323305,,,,,100,2.0,,,,1.0,,25,,,Not specified,Not specified,Not specified,No,Kardinaal Mercierlaan 81 3001- Leuven,,,,,,389500.0,,,,As new,,,,,,,,,,,,,,,,,,,,,,,
2801,9224515,,,,,118,2.0,,,,1.0,,,,132.0,B,Not specified,15191 kWh/year,No,Rue Joseph Dufrane 12 7080- Frameries,,,,Gas,,180000.0,Not installed,,2016.0,As new,,,2.0,,,,,,,,,,,,,,,,,,,,
2804,9326423,,,,,36,,,,,1.0,,,,240.0,C,Not specified,Not specified,No,Dynastielaan 4 8660- De Panne,,,,Electric,No,135000.0,Installed,,,To be done up,,,,,,No,,Yes,No,,,No,No,,,,,,,,,,
2805,9330065,,,,,83,1.0,,,,1.0,,14,,,Not specified,Not specified,Not specified,No,Koning Albertlaan 6 3680- Maaseik,,,,,Yes,194500.0,,,,,,,2.0,,,,,,,,,No,,,,,,,,,,,
2806,9330061,,,,,84,1.0,,,,1.0,,7,,,Not specified,Not specified,Not specified,No,Koning Albertlaan 6 3680- Maaseik,,,,,Yes,194500.0,,,,,,,2.0,,,,,,,,,No,,,,,,,,,,,
2807,9330066,,,,,136,2.0,,,,1.0,,16,,,Not specified,Not specified,Not specified,No,Koning Albertlaan 6 3680- Maaseik,,,,,Yes,325000.0,,,,,,,2.0,,,,,,,,,No,,,,,,,,,,,
2808,9330063,,,,,83,1.0,,,,1.0,,13,,,Not specified,Not specified,Not specified,No,Koning Albertlaan 6 3680- Maaseik,,,,,Yes,194500.0,,,,,,,2.0,,,,,,,,,No,,,,,,,,,,,
2809,9330064,,,,,84,1.0,,,,1.0,,6,,,Not specified,Not specified,Not specified,No,Koning Albertlaan 6 3680- Maaseik,,,,,Yes,194500.0,,,,,,,2.0,,,,,,,,,No,,,,,,,,,,,
2810,9330062,,,,,83,1.0,,,,1.0,,14,,,Not specified,Not specified,Not specified,No,Koning Albertlaan 6 3680- Maaseik,,,,,Yes,194500.0,,,,,,,2.0,,,,,,,,,No,,,,,,,,,,,
2812,9330068,,,,,65,1.0,,,,1.0,,27,,,Not specified,Not specified,Not specified,No,Koning Albertlaan 6 3680- Maaseik,,,,,Yes,160000.0,,,,,,,2.0,,,,,,,,,No,,,,,,,,,,,
2818,9330069,,,,,65,1.0,,,,1.0,,27,,,Not specified,Not specified,Not specified,No,Koning Albertlaan 6 3680- Maaseik,,,,,Yes,160000.0,,,,,,,2.0,,,,,,,,,No,,,,,,,,,,,
2821,9330074,,,,,110,2.0,,,,1.0,,20,,,Not specified,Not specified,Not specified,No,Koning Albertlaan 6 3680- Maaseik,,,,,Yes,265000.0,,,,,,,2.0,,,,,,,,,No,,,,,,,,,,,
2822,9330072,,,,,97,1.0,,,,1.0,,27,,,Not specified,Not specified,Not specified,No,Koning Albertlaan 6 3680- Maaseik,,,,,Yes,237500.0,,,,,,,2.0,,,,,,,,,No,,,,,,,,,,,
2823,9330073,,,,,117,1.0,,,,1.0,,29,,,Not specified,Not specified,Not specified,No,Koning Albertlaan 6 3680- Maaseik,,,,,Yes,294500.0,,,,,,,2.0,,,,,,,,,No,,,,,,,,,,,
2824,9330075,,,,,102,2.0,,,,1.0,,13,,,Not specified,Not specified,Not specified,No,Koning Albertlaan 6 3680- Maaseik,,,,,Yes,247500.0,,,,,,,2.0,,,,,,,,,No,,,,,,,,,,,
2825,9330078,,,,,83,1.0,,,,1.0,,14,,,Not specified,Not specified,Not specified,No,Koning Albertlaan 6 3680- Maaseik,,,,,Yes,197500.0,,,,,,,2.0,,,,,,,,,No,,,,,,,,,,,
2826,9330079,,,,,83,1.0,,,,1.0,,14,,,Not specified,Not specified,Not specified,No,Koning Albertlaan 6 3680- Maaseik,,,,,Yes,197500.0,,,,,,,2.0,,,,,,,,,No,,,,,,,,,,,
2827,9330076,,,,,83,1.0,,,,1.0,,14,,,Not specified,Not specified,Not specified,No,Koning Albertlaan 6 3680- Maaseik,,,,,Yes,194500.0,,,,,,,2.0,,,,,,,,,No,,,,,,,,,,,
2828,9330077,,,,,83,1.0,,,,1.0,,14,,,Not specified,Not specified,Not specified,No,Koning Albertlaan 6 3680- Maaseik,,,,,Yes,196000.0,,,,,,,2.0,,,,,,,,,No,,,,,,,,,,,
2829,9330084,,,,,83,1.0,,,,1.0,,14,,,Not specified,Not specified,Not specified,No,Koning Albertlaan 6 3680- Maaseik,,,,,Yes,199500.0,,,,,,,2.0,,,,,,,,,No,,,,,,,,,,,
2830,9330080,,,,,83,1.0,,,,1.0,,14,,,Not specified,Not specified,Not specified,No,Koning Albertlaan 6 3680- Maaseik,,,,,Yes,196000.0,,,,,,,2.0,,,,,,,,,No,,,,,,,,,,,
2831,9330085,,,,,83,1.0,,,,1.0,,14,,,Not specified,Not specified,Not specified,No,Koning Albertlaan 6 3680- Maaseik,,,,,Yes,199500.0,,,,,,,2.0,,,,,,,,,No,,,,,,,,,,,
2832,9330082,,,,,102,2.0,,,,1.0,,13,,,Not specified,Not specified,Not specified,No,Koning Albertlaan 6 3680- Maaseik,,,,,Yes,249500.0,,,,,,,2.0,,,,,,,,,No,,,,,,,,,,,
2833,9330081,,,,,110,2.0,,,,1.0,,20,,,Not specified,Not specified,Not specified,No,Koning Albertlaan 6 3680- Maaseik,,,,,Yes,265000.0,,,,,,,2.0,,,,,,,,,No,,,,,,,,,,,
2834,9330092,,,,,65,1.0,,,,1.0,,27,,,Not specified,Not specified,Not specified,No,Koning Albertlaan 6 3680- Maaseik,,,,,Yes,160000.0,,,,,,,2.0,,,,,,,,,No,,,,,,,,,,,
2835,9330093,,,,,65,1.0,,,,1.0,,27,,,Not specified,Not specified,Not specified,No,Koning Albertlaan 6 3680- Maaseik,,,,,Yes,161500.0,,,,,,,2.0,,,,,,,,,No,,,,,,,,,,,
2836,9330087,,,,,137,2.0,,,,1.0,,15,,,Not specified,Not specified,Not specified,No,Koning Albertlaan 6 3680- Maaseik,,,,,Yes,325000.0,,,,,,,2.0,,,,,,,,,No,,,,,,,,,,,
2837,9330088,,,,,156,2.0,,,,1.0,,71,,,Not specified,Not specified,Not specified,No,Koning Albertlaan 6 3680- Maaseik,,,,,Yes,385000.0,,,,,,,2.0,,,,,,,,,No,,,,,,,,,,,
2838,9330089,,,,,65,1.0,,,,1.0,,27,,,Not specified,Not specified,Not specified,No,Koning Albertlaan 6 3680- Maaseik,,,,,Yes,160000.0,,,,,,,2.0,,,,,,,,,No,,,,,,,,,,,
2839,9330091,,,,,65,1.0,,,,1.0,,27,,,Not specified,Not specified,Not specified,No,Koning Albertlaan 6 3680- Maaseik,,,,,Yes,160000.0,,,,,,,2.0,,,,,,,,,No,,,,,,,,,,,
2840,9330086,,,,,83,1.0,,,,1.0,,14,,,Not specified,Not specified,Not specified,No,Koning Albertlaan 6 3680- Maaseik,,,,,Yes,199500.0,,,,,,,2.0,,,,,,,,,No,,,,,,,,,,,
2841,9330090,,,,,65,1.0,,,,1.0,,27,,,Not specified,Not specified,Not specified,No,Koning Albertlaan 6 3680- Maaseik,,,,,Yes,160000.0,,,,,,,2.0,,,,,,,,,No,,,,,,,,,,,
2843,9330778,,,,,133,3.0,,,,,,26,,,Not specified,Not specified,Not specified,No,Kardinaal Mercierlaan 81 3001- Leuven,,,,,,375000.0,,,,As new,,,,,,,,,,,,,,,,,,,,,,,
2846,9238278,,,,,72,2.0,,,,2.0,,,,,Not specified,Not specified,Not specified,No,"Gemeenteplein, 1a 8300- Knokke-Heist",,,,,No,145000.0,,,2019.0,Good,,,2.0,,,,,,,,,No,,,,,,,,,,,
2847,9239573,,,,,170,2.0,,,,1.0,3.0,10,,82.0,B,18 kg CO₂/m²,Not specified,No,"Chée de Vleurgat, 177 1050- Ixelles",,,,,Yes,690000.0,USA hyper equipped,,2019.0,As new,,,,,,,,,,,,,,,,,,,,,,,
2848,9239574,,,,,98,2.0,,,,1.0,2.0,10,South West,82.0,B,22 kg CO₂/m²,Not specified,No,"Chée de Vleurgat, 177 1050- Ixelles",30m² square meters,,,,Yes,390000.0,Hyper equipped,,2019.0,As new,,,,,,,,,,,,,,,,,,,,,,,30
2851,9242792,,,,,111,3.0,,,,1.0,2.0,45,,,Not specified,Not specified,Not specified,No,Havermarkt 22 3500- Hasselt,,,,,No,555000.0,,,,,,,,,,No,,,,,,No,,,,,,,,,,,
2852,9246315,,,,,178,2.0,,,,2.0,,,,,Not specified,Not specified,Not specified,No,"Gemeenteplein, 1a 8300- Knokke-Heist",,,,,No,234900.0,,,2020.0,,,,2.0,,,,,,,,,No,,,,,Yes,,,,,,
2853,9246314,,,,,91,2.0,,,,2.0,,,,,Not specified,Not specified,Not specified,No,"Gemeenteplein, 1a 8300- Knokke-Heist",,,,,No,330000.0,,,,,Yes,,2.0,,,,,,,,,No,,,,,,,,,,,
2854,9333464,,,,,128,3.0,,,,1.0,,,,,Not specified,Not specified,Not specified,No,stationsstraat 13 8610- Kortemark,,,,,,1185.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2855,9336407,,,,,34,1.0,,,,1.0,,,,,Not specified,Not specified,Not specified,No,Avenue Louis Lepoutre 112 1050- Ixelles,,Yes,,,Yes,185000.0,USA installed,,2022.0,,,,,,,,,,,,,,,,,,,,,,,,
2856,9336408,,,,,47,1.0,,,,1.0,,,,,Not specified,Not specified,Not specified,No,Avenue Louis Lepoutre 112 1050- Ixelles,,,,,,210000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2857,9246901,,,,,115,2.0,16,16,,1.0,1.0,9,,,Not specified,Not specified,Not specified,No,Kortrijksesteenweg 241A 9830- Sint-Martens-Latem,70m² square meters,,,,No,335000.0,,,,,,,,,,No,,,,,,No,,,,,,,,,,,70
2859,9251391,,,,,92,2.0,14,10,,1.0,1.0,10,,,Not specified,Not specified,Not specified,No,Ten Doorn 43 1852- Grimbergen,,Yes,,Gas,Yes,259900.0,Installed,7,2022.0,,,,,,,,,,,,,,,,,,,,,,,,
2860,9251394,,,,,101,2.0,13,10,,1.0,1.0,5,,,Not specified,Not specified,Not specified,No,Ten Doorn 43 1852- Grimbergen,,Yes,,Gas,Yes,274900.0,Installed,9,2022.0,,,,,,,,,,,,,,,,,,,,,,,,
2861,9251398,,,,,101,2.0,15,10,,1.0,1.0,5,,,Not specified,Not specified,Not specified,No,Ten Doorn 43 1852- Grimbergen,,Yes,,Gas,Yes,274900.0,Installed,8,2022.0,,,,,,,,,,,,,,,,,,,,,,,,
2862,9251400,,,,,102,2.0,14,10,,1.0,1.0,5,,,Not specified,Not specified,Not specified,No,Ten Doorn 43 1852- Grimbergen,,Yes,,Gas,Yes,274900.0,Installed,8,2022.0,,,,,,,,,,,,,,,,,,,,,,,,
2864,9342357,,,,,103,3.0,,,,2.0,,,,,Not specified,Not specified,Not specified,No,"Calle Jara, Urb. Camposol 43 30870- Mazarron",,,,,,139000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2872,9253507,,,,,87,2.0,,,,2.0,2.0,,,,Not specified,Not specified,Not specified,No,Leopold II Laan 213 -GV 11 8670- Oostduinkerke,,,,,No,575000.0,,,2023.0,As new,Yes,,2.0,,,,,Yes,No,,,No,,,,,,,,,,,
