,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt,Province,Available as of,Construction year,Building condition,Number of frontages,Outdoor parking spaces,Living area,Living room surface,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bathrooms,Toilets,Basement,Furnished,Surface of the plot,Garden,Garden orientation,Terrace surface,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,As built plan,Heating type,Double glazing,Planning permission obtained,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Price,Cadastral income,Tenement building,Address,Website,External reference,Province,Neighbourhood or locality,Street frontage width,Width of the lot on the street,"Gas, water &amp; electricity",Conformity certification for fuel tanks,Available date,Obligation to build,Covered parking spaces,Surroundings type,How many fireplaces?,Dressing room,Office,Professional space surface,Professional space,Basement surface,Attic surface,Armored door,Land is facing street,Wooded land,Plot at rear,Flat land,Connection to sewer network,Garden surface,Terrace orientation,Caretaker,Elevator,Accessible for disabled people,Intercom,Secure access / alarm,Air conditioning,TV cable,Visio phone,Jacuzzi,Sauna,Swimming pool,Internet,Heat pump,Photovoltaic solar panels,Thermic solar panels,Common water heater,Type of building,Bedroom 4 surface,Office surface,Dining room,Terrace,Virtual visit,Shower rooms,Total ground floor buildable,Laundry room,Attic,E-level (overall energy performance),Bedroom 5 surface,Living room,Isolated,Monthly charges,Percentage rented,Current monthly revenue,Property name,Number of annexes,Agent's name,EPC description,Extra information,Venue of the sale,Single session,Terms of visit,Starting price,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitant,Maximum duration of annuity,Age of annuitants,Date of the sale,Value of the property,Sea view
10106880,10106880,house,apartmentblock,649000,forsale,2431,l,installed,2010,good,gas,132,5,341,,,,,,,,3,,Antwerp,Depending on the tenant,2010,Good,3,3,305m²square meters,,Installed,,5,,,,3,3,,No,341m²square meters,Yes,East,,132 kWh/m²kilowatt hour per square meters,B,20210129-0002366203-RES-1,Not specified,Not specified,No,Gas,,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 649,000649000 €","€ 1,9781978 €",Yes,Markt 20 2440- Geel,http://www.heylenvastgoed.be,66742 - GEE-22-BST-0,Antwerp,,,,Yes,,,,,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10024227,10024227,house,apartmentblock,591000,forsale,2100,l,semiequipped,1963,good,gas,183,4,255,,true,16,,,,1,,,Antwerp,Depending on the tenant,1963,Good,3,,298m²square meters,,Semi equipped,,4,,,,2,3,Yes,No,255m²square meters,,,,183 kWh/m²kilowatt hour per square meters,B,201905020002156121RES1,Not specified,Not specified,No,Gas,,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 591,000591000 €","€ 2,9642964 €",Yes,Bischoppenhoflaan 284 2100- Deurne,http://www.heylenvastgoed.be,62701 - DEU-21-LDD-1,Antwerp,,,,,,,,1,,,,,,,,,,,,,,,16m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10083146,10083146,house,apartmentblock,649000,forsale,2431,l,installed,2010,good,gas,132,5,341,,,,,,,,3,,Antwerp,Depending on the tenant,2010,Good,3,3,305m²square meters,,Installed,,5,,,,3,3,,No,341m²square meters,Yes,East,,132 kWh/m²kilowatt hour per square meters,B,20210129-0002366203-RES-1,Not specified,Not specified,No,Gas,,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 649,000649000 €","€ 1,9781978 €",Yes,Markt 20 2440- Geel,http://www.heylenvastgoed.be,65835 - GEE-22-BST-0,Antwerp,,,,Yes,,,,,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10049631,10049631,house,house,649000,forsale,2800,l,installed,2011,asnew,gas,207,4,1461,,,1000,true,,,,2,,Antwerp,,2011,As new,4,2,305m²square meters,,Installed,,4,,,,1,,,No,1461m²square meters,,,40m²square meters,207 kWh/m²kilowatt hour per square meters,C,20220722-0002588017-RES-5,Not specified,Not specified,,Gas,,Yes,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 649,000649000 €",€ 1212 €,No,Hoogstraat 11 2800- Mechelen,http://www.dewaele.com,D2800-22051,Antwerp,,,,,,,,,Urban,,,,,,,,,,,,,,1000m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10125298,10125298,house,villa,650000,forsale,2860,l,installed,1965,good,fueloil,843,5,2735,,,,true,,,2,5,,Antwerp,After signing the deed,1965,Good,4,5,307m²square meters,,Installed,,5,,,,2,3,,No,2735m²square meters,Yes,South,,843 kWh/m²kilowatt hour per square meters,F,20220804-0002650575-RES-1,Not specified,Not specified,No,Fuel oil,,Yes,No,Yes,No,Non flood zone,Farming area,"€ 650,000650000 €","€ 1,8941894 €",No,Korenmarkt 55 2800- Mechelen,http://www.heylenvastgoed.be,67575 - MEC-22-BQU-0,Antwerp,,,,Yes,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9992531,9992531,house,exceptionalproperty,699000,forsale,2275,l,semiequipped,2007,asnew,gas,83,3,1724,,true,,,,true,1,6,,Antwerp,After signing the deed,2007,As new,3,6,315m²square meters,,Semi equipped,,3,,,,1,3,Yes,No,1724m²square meters,Yes,East,,83 kWh/m²kilowatt hour per square meters,A,Not specified,Not specified,Not specified,No,Gas,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 699,000699000 €","€ 2,1782178 €",No,Grote Markt 10 2200- HERENTALS,http://www.heylenvastgoed.be,61268 - HER-22-PME-0,Antwerp,,,,Yes,,,,1,,1,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9992530,9992530,house,house,699000,forsale,2275,l,semiequipped,2007,asnew,gas,83,3,1724,,true,,,,true,1,6,,Antwerp,After signing the deed,2007,As new,3,6,315m²square meters,,Semi equipped,,3,,,,1,3,Yes,No,1724m²square meters,Yes,East,,83 kWh/m²kilowatt hour per square meters,A,Not specified,Not specified,Not specified,No,Gas,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 699,000699000 €","€ 2,1782178 €",No,Grote Markt 10 2200- HERENTALS,http://www.heylenvastgoed.be,61267 - HER-22-PME-0,Antwerp,,,,Yes,,,,1,,1,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10058639,10058639,house,apartmentblock,885000,forsale,2275,l,installed,1980,good,gas,205,10,830,,true,,,,,4,,,Antwerp,Depending on the tenant,1980,Good,4,,472m²square meters,,Installed,,10,,,,6,6,Yes,No,830m²square meters,,,,205 kWh/m²kilowatt hour per square meters,C,20220531-0002613789-RES-1,Not specified,Not specified,No,Gas,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 885,000885000 €","€ 3,0963096 €",Yes,Grote Markt 10 2200- HERENTALS,http://www.heylenvastgoed.be,64668 - HER-22-BST-0,Antwerp,,,,Yes,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10119327,10119327,house,villa,875000,forsale,2930,l,installed,1992,,gas,335,5,3612,,true,,true,true,,2,6,,Antwerp,After signing the deed,1992,,4,6,381m²square meters,,Installed,,5,,,,1,,Yes,No,3612m²square meters,Yes,North East,,335 kWh/m²kilowatt hour per square meters,D,Not specified,Not specified,Not specified,No,Gas,Yes,Yes,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 875,000875000 €","€ 4,9184918 €",No,"Bredabaan, 896 2170- Merksem",http://www.sinjoor.be,21464 - SIN/22/047,Antwerp,,21 m,42 mmeters,,,,,2,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10095096,10095096,house,apartmentblock,895000,forsale,2950,l,installed,1931,good,gas,439,4,787,,true,155,,,,,,,Antwerp,After signing the deed,1931,Good,2,,380m²square meters,,Installed,,4,,,,2,5,Yes,No,787m²square meters,,South West,,439 kWh/m²kilowatt hour per square meters,E,20220816-0002654845-RES-2,Not specified,Not specified,No,Gas,Yes,,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 895,000895000 €","€ 2,3502350 €",Yes,Antwerpsestraat 292 2640- Mortsel,http://www.habicom.be,11809 - 11670,Antwerp,,,,Yes,,,,,,,,,,,,,,,,,,,155m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9992524,9992524,house,mixedusebuilding,699000,forsale,2275,l,semiequipped,2007,asnew,gas,83,3,1724,,true,,,,true,1,6,,Antwerp,After signing the deed,2007,As new,3,6,315m²square meters,,Semi equipped,,3,,,,1,3,Yes,No,1724m²square meters,Yes,East,,83 kWh/m²kilowatt hour per square meters,A,Not specified,Not specified,Not specified,No,Gas,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 699,000699000 €","€ 2,1782178 €",Yes,Grote Markt 10 2200- HERENTALS,http://www.heylenvastgoed.be,61264 - HER-22-PME-0,Antwerp,,,,Yes,,,,1,,1,,,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9919439,9919439,house,villa,1095000,forsale,2650,l,installed,1990,good,electric,316,6,1157,,,604,true,,,2,,,Antwerp,,1990,Good,4,,320m²square meters,,Installed,,6,,,,3,,,No,1157m²square meters,,East,55m²square meters,316 kWh/m²kilowatt hour per square meters,D,2549921,Not specified,Not specified,No,Electric,Yes,Yes,No,,No,Non flood zone,"Living area (residential, urban or rural)","€ 1,095,0001095000 €","€ 3,2923292 €",No,Antwerpsestraat 292 2640- Mortsel,http://www.habicom.be,11645 - 7440,Antwerp,,18 m,21 mmeters,Yes,,January 1 2023 - 12:00 AM,,2,,,,,,,,,,,,,,,604m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10104998,10104998,house,mixedusebuilding,1100000,forsale,2020,l,installed,1935,good,gas,129,13,0,,,,,,,,,,Antwerp,,1935,Good,2,,431m²square meters,,Installed,,13,,,,6,6,,No,,,,,129 kWh/m²kilowatt hour per square meters,B,20220712-0002639382-RES-1,Not specified,Not specified,No,Gas,Yes,,,,,,,"€ 1,100,0001100000 €","€ 2,6552655 €",Yes,Plantin en Moretuslei 135A 2140- Borgerhout,http://www.immovasta.be,9799 - 2599,Antwerp,,,,Yes,,,,,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9967948,9967948,house,villa,1185000,forsale,2550,l,semiequipped,1970,good,fueloil,617,5,3700,,,,true,,,4,10,,Antwerp,After signing the deed,1970,Good,4,10,397m²square meters,61m²square meters,Semi equipped,,5,,,,2,2,,No,3700m²square meters,Yes,South West,,617 kWh/m²kilowatt hour per square meters,F,20211001-0002471318-RES-1,Not specified,Not specified,No,Fuel oil,Yes,,No,No,,Non flood zone,,"€ 1,185,0001185000 €","€ 1,3261326 €",No,Prins Boudewijnlaaan 318 2610- Wilrijk,,1958 - 1964,Antwerp,,,,Yes,,,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10110684,10110684,house,house,1250000,forsale,2650,l,installed,,good,gas,378,4,465,,true,110,true,true,,1,4,,Antwerp,,,Good,4,4,375m²square meters,40m²square meters,Installed,,4,,,,2,4,Yes,No,465m²square meters,,South West,110m²square meters,378 kWh/m²kilowatt hour per square meters,D,Not specified,Not specified,Not specified,No,Gas,Yes,,,,,,,"€ 1,250,0001250000 €",,No,Oude-Godstraat 8 2650- Edegem,,553 - 1665638,Antwerp,,9 m,16 mmeters,Yes,,,,1,,1,,Yes,,,,,,,,,,,110m²square meters,,,,,,,,,,,,,,,,,,,,12m²square meters,,,Link to the virtual visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10117980,10117980,house,mixedusebuilding,1100000,forsale,2610,l,installed,1935,good,gas,129,13,0,,,,,,,,,,Antwerp,,1935,Good,2,,431m²square meters,,Installed,,13,,,,6,6,,No,,,,,129 kWh/m²kilowatt hour per square meters,B,20220712-0002639382-RES-1,Not specified,Not specified,No,Gas,Yes,,,,,,,"€ 1,100,0001100000 €","€ 2,6552655 €",Yes,Plantin en Moretuslei 135A 2140- Borgerhout,http://www.immovasta.be,9820 - 2617,Antwerp,,,,Yes,,,,,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10142402,10142402,house,house,399000,forsale,2620,l,installed,1963,torenovate,,734,4,635,,true,530,true,,,3,2,,Antwerp,,1963,To renovate,3,2,220m²square meters,,Installed,,4,,,,1,1,Yes,No,635m²square meters,,North West,40m²square meters,734 kWh/m²kilowatt hour per square meters,F,20211117-0002486784-RES-1,Not specified,Not specified,No,,Yes,,,,,Non flood zone,"Living area (residential, urban or rural)","€ 399,000399000 €",,No,Oude-Godstraat 8 2650- Edegem,,565 - 1665634,Antwerp,,10 m,25 mmeters,Yes,,,,3,,,,,,,,,,,,,,,530m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10147828,10147828,house,house,249000,forsale,2280,l,installed,1930,asnew,,163,2,181,,,,true,,,,1,,Antwerp,After signing the deed,1930,As new,3,1,95m²square meters,20m²square meters,Installed,,2,,,,1,1,,No,181m²square meters,Yes,South,,163 kWh/m²kilowatt hour per square meters,B,20220623-0002628859-RES-1,Not specified,Not specified,No,,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 249,000249000 €",€ 235235 €,No,Antwerpsesteenweg 359 2500- Lier,http://www.heylenvastgoed.be,68562 - LIE-22-GLE-0,Antwerp,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10141475,10141475,house,villa,764000,forsale,2630,l,installed,1976,good,gas,313,4,765,,,,true,,,2,4,,Antwerp,,1976,Good,,4,210m²square meters,46m²square meters,Installed,17m²square meters,4,49m²square meters,46m²square meters,21m²square meters,2,3,,No,765m²square meters,Yes,South,,313 kWh/m²kilowatt hour per square meters,D,Not specified,Not specified,Not specified,No,Gas,Yes,Yes,No,No,,,"Living area (residential, urban or rural)","€ 764,000764000 €","€ 2,7142714 €",No,"Fruithoflaan, 1 2600- Berchem",http://www.coprimmo.be,17133 - 375091,Antwerp,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21m²square meters,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10036997,10036997,house,house,579000,forsale,2940,l,installed,2023,asnew,electric,,4,300,,,,true,,,,2,1,Antwerp,,2023,As new,2,2,214m²square meters,,Installed,,4,,,,2,,,No,300m²square meters,,,12m²square meters,Not specified,Not specified,Not specified,Not specified,Not specified,,Electric,,,Yes,Yes,No,Possible flood zone,,"€ 579,000579000 €",,No,Hoevensebaan 25 2950- Kapellen,http://www.dewaele.com,D2950-22032-NWB-LOT3,Antwerp,,,,,,,,,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10154220,10154220,house,house,429000,forsale,2340,l,installed,1932,good,gas,,3,395,,true,,true,,,,,,Antwerp,After signing the deed,1932,Good,3,,239m²square meters,28m²square meters,Installed,,3,28m²square meters,15m²square meters,15m²square meters,1,3,Yes,No,395m²square meters,Yes,South,,Not specified,Not specified,20220421-0002587718-KNR-1,Not specified,Not specified,No,Gas,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 429,000429000 €","€ 1,2891289 €",No,Lierselei 13/1 2390- Oostmalle,http://www.heylenvastgoed.be,68905 - MAL-22-SVR-0,Antwerp,,,6.6 mmeters,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10152849,10152849,house,mixedusebuilding,899000,forsale,2540,l,installed,1988,good,gas,95,4,937,,,,true,,,,,,Antwerp,After signing the deed,1988,Good,3,,301m²square meters,,Installed,,4,,,,2,,,No,937m²square meters,Yes,East,,95 kWh/m²kilowatt hour per square meters,A,20211005-0002473226-RES-1,Not specified,Not specified,No,Gas,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 899,000899000 €",,Yes,Antwerpsestraat 34 2640- Mortsel,http://www.heylenvastgoed.be,65926 - MOR-22-TLA-0,Antwerp,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10157949,10157949,house,house,295000,forsale,2300,l,installed,,good,gas,397,4,300,,true,185,,,,,,,Antwerp,After signing the deed,,Good,2,,165m²square meters,,Installed,14m²square meters,4,15m²square meters,14m²square meters,10m²square meters,1,1,Yes,No,300m²square meters,,East,,397 kWh/m²kilowatt hour per square meters,D,20220803-0002650219-RES-1,Not specified,Not specified,No,Gas,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 295,000295000 €",€ 892892 €,No,Kempenlaan 32 2300- Turnhout,http://www.heylenvastgoed.be,69312 - TUR-22-GME-0,Antwerp,,,,Yes,,,,,,,,,,,,,,,,,,,185m²square meters,,,,,,,,,,,,,,,,,,,10m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10159661,10159661,house,house,229000,forsale,2380,l,semiequipped,1987,good,gas,469,2,549,,,170,,,,1,,,Antwerp,After signing the deed,1987,Good,4,,98m²square meters,,Semi equipped,12m²square meters,2,16m²square meters,14m²square meters,,1,1,,No,549m²square meters,,North East,,469 kWh/m²kilowatt hour per square meters,E,20220930-0002686166-RES-1,Not specified,Not specified,No,Gas,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 229,000229000 €",,No,Kempenlaan 32 2300- Turnhout,http://www.heylenvastgoed.be,66044 - TUR-22-JEF-0,Antwerp,,,,Yes,,,,1,,,,,,,,,,,,,,,170m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10158600,10158600,house,townhouse,349000,forsale,2100,l,semiequipped,,good,gas,333,3,122,,,56,,,,1,,,Antwerp,After signing the deed,,Good,2,,168m²square meters,39m²square meters,Semi equipped,,3,20m²square meters,12m²square meters,11m²square meters,1,2,,No,122m²square meters,,South,,333 kWh/m²kilowatt hour per square meters,D,20221005-0002689718-RES-1,Not specified,Not specified,No,Gas,Yes,Yes,No,No,,Non flood zone,"Living area (residential, urban or rural)","€ 349,000349000 €",€ 969969 €,No,Bischoppenhoflaan 284 2100- Deurne,http://www.heylenvastgoed.be,65947 - DEU-22-LDD-0,Antwerp,,,,Yes,,,,1,,,,,,,,,,,,,,,56m²square meters,,,,,,,,,,,,,,,,,,,9m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10157359,10157359,house,house,429000,forsale,2600,l,installed,1953,,gas,258,3,0,,true,75,,,,,,,Antwerp,After signing the deed,1953,,2,,124m²square meters,41m²square meters,Installed,11m²square meters,3,17m²square meters,16m²square meters,6m²square meters,1,2,,No,,,South East,,258 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,No,Gas,Yes,,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 429,000429000 €",€ 887887 €,No,"Fruithoflaan, 1 2600- Berchem",http://www.coprimmo.be,12859 - 372334,Antwerp,,,,Yes,,,,,,,,,,,41m²square meters,,,,,,,,75m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10157083,10157083,house,house,209000,forsale,2300,l,semiequipped,,good,gas,673,3,207,,true,85,,,,,,,Antwerp,After signing the deed,,Good,2,,144m²square meters,,Semi equipped,20m²square meters,3,19m²square meters,17m²square meters,14m²square meters,1,1,Yes,No,207m²square meters,,South East,,673 kWh/m²kilowatt hour per square meters,F,20220810-0002653614-RES-1,Not specified,Not specified,No,Gas,,,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 209,000209000 €",€ 267267 €,No,Kempenlaan 32 2300- Turnhout,http://www.heylenvastgoed.be,69269 - TUR-22-GME-0,Antwerp,,,,Yes,,,,,,,,,,,,,,,,,,,85m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10156838,10156838,house,house,257000,forsale,2830,l,installed,,good,gas,281,1,102,,,,true,,,,,,Antwerp,To be defined,,Good,2,,104m²square meters,,Installed,,1,,,,1,2,,No,102m²square meters,Yes,North East,,281 kWh/m²kilowatt hour per square meters,C,20220818-0002649576-RES-2,Not specified,Not specified,No,Gas,,Yes,No,Yes,No,Non flood zone,"Living area (residential, urban or rural)","€ 257,000257000 €",€ 257257 €,No,Korenmarkt 55 2800- Mechelen,http://www.heylenvastgoed.be,69188 - MEC-22-BQU-0,Antwerp,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10164046,10164046,house,house,389000,forsale,2800,l,installed,,justrenovated,gas,128,3,86,,,17,true,,,,,,Antwerp,After signing the deed,,Just renovated,2,,150m²square meters,18m²square meters,Installed,22m²square meters,3,13m²square meters,13m²square meters,10m²square meters,1,2,,No,86m²square meters,,North,7m²square meters,128 kWh/m²kilowatt hour per square meters,B,20221004-0002688784-RES-1,1000 kg CO₂/m²,Not specified,No,Gas,,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 389,000389000 €",,No,Schoolstraat 58 2820- Bonheiden,http://www.hartemberg.be,303 - 22/09/06,Antwerp,,,4.2 mmeters,,,,,,,,,,,,,,,,,,,,17m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10156235,10156235,house,house,225000,forsale,2200,l,semiequipped,1950,tobedoneup,gas,943,2,688,,,,true,,,1,,,Antwerp,After signing the deed,1950,To be done up,4,,125m²square meters,,Semi equipped,,2,,,,1,,,No,688m²square meters,Yes,North,,943 kWh/m²kilowatt hour per square meters,F,20220926-0002682433-RES-1,Not specified,Not specified,No,Gas,,,No,Yes,No,Non flood zone,"Living area (residential, urban or rural)","€ 225,000225000 €",€ 477477 €,No,Grote Markt 10 2200- HERENTALS,http://www.heylenvastgoed.be,69001 - HER-22-BST-1,Antwerp,,,,Yes,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10157111,10157111,house,house,219000,forsale,2230,l,,1960,torenovate,,591,3,739,,true,,true,,,1,,,Antwerp,After signing the deed,1960,To renovate,3,,181m²square meters,,,,3,,,,2,2,Yes,No,739m²square meters,,,,591 kWh/m²kilowatt hour per square meters,F,20220922-0002680336-RES-1,Not specified,Not specified,No,,,Yes,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 219,000219000 €",€ 679679 €,No,Grote Markt 10 2200- HERENTALS,http://www.heylenvastgoed.be,69245 - HER-22-BST-1,Antwerp,,,,Yes,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10156035,10156035,house,house,279000,forsale,2560,l,,1933,tobedoneup,gas,482,3,286,,true,,true,,,1,,,Antwerp,To be defined,1933,To be done up,3,,133m²square meters,38m²square meters,,,3,,,,1,1,Yes,No,286m²square meters,Yes,West,,482 kWh/m²kilowatt hour per square meters,E,Not specified,Not specified,Not specified,No,Gas,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 279,000279000 €",€ 447447 €,No,Antwerpsesteenweg 359 2500- Lier,http://www.heylenvastgoed.be,69000 - LIE-22-GLE-0,Antwerp,,,,Yes,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10156841,10156841,house,house,270000,forsale,2850,l,semiequipped,,tobedoneup,electric,645,2,95,,true,,,,,1,1,,Antwerp,To be defined,,To be done up,2,1,123m²square meters,,Semi equipped,,2,,,,1,1,Yes,No,95m²square meters,,,,645 kWh/m²kilowatt hour per square meters,F,20220901-0002666274-RES-1,Not specified,Not specified,No,Electric,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 270,000270000 €",€ 386386 €,No,Korenmarkt 55 2800- Mechelen,http://www.heylenvastgoed.be,69093 - MEC-22-BQU-0,Antwerp,,,4.5 mmeters,Yes,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10157081,10157081,house,house,265000,forsale,2300,l,installed,,good,gas,318,2,267,,,155,,,,1,,,Antwerp,After signing the deed,,Good,2,,131m²square meters,,Installed,14m²square meters,2,19m²square meters,12m²square meters,,1,1,,No,267m²square meters,,South,,318 kWh/m²kilowatt hour per square meters,D,20220804-0002650352-RES-1,Not specified,Not specified,No,Gas,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 265,000265000 €",€ 567567 €,No,Kempenlaan 32 2300- Turnhout,http://www.heylenvastgoed.be,69268 - TUR-22-JON-0,Antwerp,,,,Yes,,,,1,,,,,,,,,,,,,,,155m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10155792,10155792,house,house,279000,forsale,2590,l,semiequipped,1958,good,gas,254,3,85,,,,true,,,,,,Antwerp,After signing the deed,1958,Good,2,,102m²square meters,,Semi equipped,,3,,,,1,1,,No,85m²square meters,,,,254 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,No,Gas,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 279,000279000 €",,No,Theofiel De Biestraat 11 2220- Heist-op-den-Berg,http://www.heylenvastgoed.be,68981 - HEI-22-FVD-0,Antwerp,,,4.5 mmeters,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
