,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt,Province,Available as of,Construction year,Building condition,Number of frontages,Covered parking spaces,Outdoor parking spaces,Surroundings type,Living area,How many fireplaces?,Kitchen type,Bedrooms,Bathrooms,Toilets,Basement,Furnished,Surface of the plot,Width of the lot on the street,"Gas, water &amp; electricity",Garden surface,Garden orientation,Terrace,Secure access / alarm,Swimming pool,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,As built plan,Heating type,Double glazing,Planning permission obtained,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Price,Tenement building,Address,Website,External reference,Province,Available date,Street frontage width,Virtual visit,Living room surface,Dining room,Kitchen surface,Bedroom 1 surface,Bedroom 2 surface,Shower rooms,Office surface,Office,Attic,Connection to sewer network,Terrace surface,Elevator,Accessible for disabled people,TV cable,Total ground floor buildable,Cadastral income,Bedroom 3 surface,Bedroom 4 surface,Garden,Property name,Basement surface,Type of building,Obligation to build,Living room,Attic surface,E-level (overall energy performance),Dressing room,Terrace orientation,Heat pump,Agent's name,Bedroom 5 surface,Professional space surface,Conformity certification for fuel tanks,Thermic solar panels,Laundry room,Professional space,Armored door,Land is facing street,Wooded land,Plot at rear,Flat land,Number of annexes,Caretaker,Intercom,Air conditioning,Visio phone,Jacuzzi,Sauna,Internet,Photovoltaic solar panels,Common water heater,Isolated,Neighbourhood or locality,Venue of the sale,Single session,Terms of visit,Starting price,Current monthly revenue,Monthly charges,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitant
9874744,9874744,house,house,215000,forsale,3890,l,semiequipped,,tobedoneup,fueloil,395,3,249,,,,,,,,,,Limburg,,,To be done up,3,,,,130m²square meters,,Semi equipped,3,1,1,,No,249m²square meters,7 mmeters,,,,,,,395 kWh/m²kilowatt hour per square meters,D,20220422-0002588604-RES-1,Not specified,Not specified,No,Fuel oil,Yes,,,No,,Non flood zone,"Living area (residential, urban or rural)","€ 215,000215000 €",No,Tiensesteenweg 227/101 3800- Sint-Truiden,http://www.dewoonmakers.be,329 - 1547,Limburg,,7 m,,,,,,,,,,,,,,,,,€ 242242 €,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10082907,10082907,house,house,219000,forsale,3890,l,semiequipped,1959,tobedoneup,fueloil,283,3,611,,,,,,,1,,,Limburg,,1959,To be done up,3,1,,,233m²square meters,,Semi equipped,3,1,,,No,611m²square meters,26 mmeters,,,,,,,283 kWh/m²kilowatt hour per square meters,C,20220824-0002661128-RES-1,Not specified,Not specified,No,Fuel oil,Yes,,,No,,Non flood zone,"Living area (residential, urban or rural)","€ 219,000219000 €",No,Tiensesteenweg 227/101 3800- Sint-Truiden,http://www.dewoonmakers.be,415 - 1628,Limburg,,8 m,,,,,,,,,,,,,,,,,€ 525525 €,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9854815,9854815,house,house,249000,forsale,3800,l,installed,1931,good,gas,265,3,150,,,,,,,,,,Limburg,,1931,Good,2,,,,188m²square meters,,Installed,3,1,,,No,150m²square meters,5 mmeters,,,,,,,265 kWh/m²kilowatt hour per square meters,C,20220408-0002579879-RES-1,Not specified,Not specified,No,Gas,Yes,,,No,,Non flood zone,"Living area (residential, urban or rural)","€ 249,000249000 €",No,Tiensesteenweg 227/101 3800- Sint-Truiden,http://www.dewoonmakers.be,341 - 1559,Limburg,,5 m,,,Yes,17m²square meters,26m²square meters,21m²square meters,,,,,,,,,,,€ 401401 €,8m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10131052,10131052,house,bungalow,275000,forsale,3890,l,installed,1979,,gas,507,2,1128,,true,,true,,,1,3,,Limburg,,1979,,4,1,3,,115m²square meters,,Installed,2,,1,Yes,No,1128m²square meters,,,,South East,Yes,,,507 kWh/m²kilowatt hour per square meters,F,20140826-0001648848-00000002-9,1000 kg CO₂/m²,Not specified,No,Gas,Yes,,,,,,,"Make an offer starting from€ 275,000Make an offer starting from275000 €",No,Rue Saint Eloi 52D 4300- Waremme,http://www.jvcimmo.be,526 - 111114748,Limburg,,,,,,13m²square meters,13m²square meters,12m²square meters,1,,,,,,,,,,€ 609609 €,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10129606,10129606,house,house,269000,forsale,3891,l,semiequipped,1960,tobedoneup,fueloil,220,4,652,,true,,,,,1,,,Limburg,,1960,To be done up,2,1,,,292m²square meters,,Semi equipped,4,1,,,No,652m²square meters,11 mmeters,,,,,,,220 kWh/m²kilowatt hour per square meters,C,20220910-0002672008-RES-1,Not specified,Not specified,No,Fuel oil,Yes,,,No,,Recognized flood zone,"Living area (residential, urban or rural)","€ 269,000269000 €",No,Tiensesteenweg 227/101 3800- Sint-Truiden,http://www.dewoonmakers.be,429 - 1642,Limburg,,11 m,,,,10m²square meters,24m²square meters,19m²square meters,,,,,,,,,,,€ 546546 €,14m²square meters,14m²square meters,,,11m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10082190,10082190,house,house,279000,forsale,3890,l,semiequipped,1850,torenovate,gas,282,3,1354,,,,,,,,,,Limburg,,1850,To renovate,4,,,,140m²square meters,,Semi equipped,3,1,,,No,1354m²square meters,22 mmeters,,,,,,,282 kWh/m²kilowatt hour per square meters,C,20220824-0002661083-RES-1,Not specified,Not specified,No,Gas,Yes,,,Yes,,Non flood zone,"Living area (residential, urban or rural)","€ 279,000279000 €",No,Tiensesteenweg 227/101 3800- Sint-Truiden,http://www.dewoonmakers.be,416 - 1629,Limburg,,7 m,,,,,,,,,,,,,,,,,€ 309309 €,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10104377,10104377,house,house,495000,forsale,3500,l,installed,2004,good,gas,241,3,1045,,true,,true,true,,1,,,Limburg,,2004,Good,4,1,,,195m²square meters,,Installed,3,2,3,Yes,No,1045m²square meters,20 mmeters,Yes,,,,,,241 kWh/m²kilowatt hour per square meters,C,20220908-0002671183-RES-1,Not specified,Not specified,No,Gas,Yes,Yes,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 495,000495000 €",No,"Abeelplein, 15 3840- Borgloon",,4036 - 69.01.2022,Limburg,,,,,,16m²square meters,,,,,Yes,,,24m²square meters,,,,,"€ 1,3151315 €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10105075,10105075,house,house,285000,forsale,3680,l,semiequipped,1975,good,fueloil,600,3,1340,,,,true,,,1,,,Limburg,After signing the deed,1975,Good,4,1,,,184m²square meters,,Semi equipped,3,1,1,,No,1340m²square meters,,Yes,,,Yes,,,600 kWh/m²kilowatt hour per square meters,F,Not specified,Not specified,Not specified,No,Fuel oil,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 285,000285000 €",No,Scholtisplein 27b 3680- Maaseik,http://www.suzannelouw.be,2280 - 1908,Limburg,,,Link to the virtual visit,,,,,,,,,,,,,,,,€ 750750 €,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8653460,8653460,house,apartmentblock,800000,forsale,3500,l,semiequipped,1953,good,gas,473,4,126,,true,,true,,,,,,Limburg,,1953,Good,2,,,Urban,227m²square meters,,Semi equipped,4,2,3,Yes,No,126m²square meters,,Yes,,,Yes,,,473 kWh/m²kilowatt hour per square meters,E,Not specified,Not specified,Not specified,No,Gas,Yes,Yes,,No,No,Non flood zone,Residential area with cultural historical aesthetic value,"€ 800,000800000 €",Yes,Guido Gezellestraat 17 3500- Hasselt,,196 - 1437,Limburg,,,,,,,,,,,,,,,Yes,,,,"€ 5,4275427 €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Centrum,,,,,,,,,,,,,,
10145692,10145692,house,house,520000,forsale,3570,l,installed,1935,,gas,194,5,758,,true,,,,,2,,,Limburg,,1935,,2,2,,,294m²square meters,,Installed,5,3,5,Yes,No,758m²square meters,19 mmeters,,,,,,,194 kWh/m²kilowatt hour per square meters,B,20220328-0002572215-RES-1,Not specified,Not specified,No,Gas,Yes,Yes,,,No,Non flood zone,"Living area (residential, urban or rural)","€ 520,000520000 €",No,Luikerstraat 81 3800- Sint-Truiden,http://www.immohaven.be,8370 - 511205845,Limburg,,,Link to the virtual visit,,Yes,12m²square meters,16m²square meters,16m²square meters,,,,,,,,,,,"€ 2,9422942 €",12m²square meters,11m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10145684,10145684,house,house,249000,forsale,3890,l,semiequipped,1955,,fueloil,501,2,365,,true,,true,,,1,,,Limburg,,1955,,4,1,,,149m²square meters,,Semi equipped,2,2,2,Yes,No,365m²square meters,11.8 mmeters,,,,Yes,,,501 kWh/m²kilowatt hour per square meters,E,20211118-0002495369-RES-1,Not specified,Not specified,No,Fuel oil,Yes,Yes,No,No,No,Recognized flood zone,"Living area (residential, urban or rural)","€ 249,000249000 €",No,Luikerstraat 81 3800- Sint-Truiden,http://www.immohaven.be,8672 - 511206999,Limburg,,,,,,7m²square meters,20m²square meters,15m²square meters,,,,,,,,,,,€ 473473 €,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10144417,10144417,house,mixedusebuilding,385000,forsale,3550,l,semiequipped,1964,tobedoneup,gas,675,4,726,,true,,true,,,2,,,Limburg,After signing the deed,1964,To be done up,4,2,,,,1,Semi equipped,4,1,3,Yes,No,726m²square meters,15 mmeters,Yes,,South West,Yes,,,675 kWh/m²kilowatt hour per square meters,F,20220913-0002673346-RES-1,Not specified,Not specified,No,Gas,Yes,,No,No,,Non flood zone,"Living area (residential, urban or rural)","€ 385,000385000 €",Yes,Guido Gezellelaan 44 3550- Zolder,http://www.century21.be/animo,1703 - 62574403,Limburg,,,,,,,,,1,,,,,,,,,,"€ 1,9881988 €",,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9906455,9906455,house,villa,595000,forsale,3500,l,notinstalled,1959,torenovate,fueloil,597,5,3302,,true,,,,,3,,,Limburg,,1959,To renovate,4,3,,,300m²square meters,,Not installed,5,1,,Yes,No,3302m²square meters,4840 mmeters,,,,,,,597 kWh/m²kilowatt hour per square meters,F,20210709-0002439947-RES-1,Not specified,Not specified,"Yes, conform",Fuel oil,,Yes,No,No,,Non flood zone,"Living area (residential, urban or rural)","€ 595,000595000 €",No,Kempische Steenweg 89 bus 2 3500- Hasselt,http://www.lantmeeters.be,5805 - 2329,Limburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Godsheide,,,,,,,,,,,,,,
10145712,10145712,house,house,325000,forsale,3870,l,installed,1930,,gas,182,4,379,,true,,,,,1,,,Limburg,After signing the deed,1930,,,1,,,214m²square meters,,Installed,4,1,3,Yes,No,379m²square meters,,,,,,,,182 kWh/m²kilowatt hour per square meters,B,20220822-0002659904-RES-1,Not specified,Not specified,No,Gas,Yes,,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 325,000325000 €",No,Luikerstraat 81 3800- Sint-Truiden,http://www.immohaven.be,8713 - 511207430,Limburg,,,,,,9m²square meters,20m²square meters,13m²square meters,1,,,,,,,,,,€ 478478 €,12m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9957785,9957785,house,exceptionalproperty,279000,forsale,3920,l,,1940,torenovate,,918,3,384,,true,174,true,,,1,2,,Limburg,After signing the deed,1940,To renovate,3,1,2,Urban,173m²square meters,,,3,1,1,Yes,No,384m²square meters,10.7 mmeters,Yes,174m²square meters,South,Yes,,,918 kWh/m²kilowatt hour per square meters,F,20220530-0002613032-RES-1,Not specified,Not specified,No,,,,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 279,000279000 €",No,Kerkstraat 3 3920- Lommel,http://www.heylenvastgoed.be,59589 - LOM-22-KSC-0,Limburg,,,,,,,,,,,,,,,,,,,€ 602602 €,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9963872,9963872,house,house,309000,forsale,3550,l,hyperequipped,,,gas,197,3,768,,true,645,,,,,1,,Limburg,After signing the deed,,,3,,1,,178m²square meters,,Hyper equipped,3,1,2,Yes,No,768m²square meters,9 mmeters,Yes,645m²square meters,South West,,,,197 kWh/m²kilowatt hour per square meters,B,2623949,Not specified,Not specified,No,Gas,Yes,,,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 309,000309000 €",No,Bevrijdingsplein 4 3970- Leopoldsburg,http://www.janssenenjanssen.be,1313904 - 1308305,Limburg,,,,55m²square meters,,,,,,,,,,,,,,,€ 882882 €,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hasselt,,,,,,,,,,,,,,
9957778,9957778,house,house,279000,forsale,3920,l,,1940,torenovate,,918,3,384,,true,174,true,,,1,2,,Limburg,After signing the deed,1940,To renovate,3,1,2,Urban,173m²square meters,,,3,1,1,Yes,No,384m²square meters,10.7 mmeters,Yes,174m²square meters,South,Yes,,,918 kWh/m²kilowatt hour per square meters,F,20220530-0002613032-RES-1,Not specified,Not specified,No,,,,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 279,000279000 €",No,Kerkstraat 3 3920- Lommel,http://www.heylenvastgoed.be,59588 - LOM-22-KSC-0,Limburg,,,,,,,,,,,,,,,,,,,€ 602602 €,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9979255,9979255,house,house,199000,forsale,3800,l,semiequipped,1953,torenovate,,723,3,379,,true,,,,,1,,,Limburg,,1953,To renovate,4,1,,,199m²square meters,,Semi equipped,3,1,,,No,379m²square meters,8.8 mmeters,,,,,,,723 kWh/m²kilowatt hour per square meters,F,20220614-0002622302-RES-1,Not specified,Not specified,No,,Yes,,,No,,Non flood zone,"Living area (residential, urban or rural)","€ 199,000199000 €",No,Tiensesteenweg 227/101 3800- Sint-Truiden,http://www.dewoonmakers.be,378 - 1591,Limburg,,,,,Yes,18m²square meters,16m²square meters,13m²square meters,,,,,,,,,,,€ 624624 €,10m²square meters,,,,20m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10044839,10044839,house,chalet,99000,forsale,3980,l,,1984,good,,1531,2,1698,,,,true,,,,,,Limburg,After signing the deed,1984,Good,4,,,,80m²square meters,,,2,1,1,,No,1698m²square meters,,,,West,Yes,,,1531 kWh/m²kilowatt hour per square meters,F,Certificaat-20210527-0002421065-RES-1.pdf,Not specified,Not specified,No,,Yes,Yes,Yes,No,No,Non flood zone,Farming area,"€ 99,00099000 €",No,Markt 20 2440- Geel,http://www.heylenvastgoed.be,64127 - TUR-21-KWO-0,Limburg,,,,,,,,,,,,,,,,,,,€ 391391 €,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10041823,10041823,house,house,257500,forsale,3800,l,installed,1918,good,,84,3,65,,,,,,,,,,Limburg,,1918,Good,2,,,,121m²square meters,,Installed,3,1,,,No,65m²square meters,4.5 mmeters,,,,,,,84 kWh/m²kilowatt hour per square meters,A,20190104-0002121727-RES-1,Not specified,Not specified,No,,Yes,,,No,,Non flood zone,"Living area (residential, urban or rural)","€ 257,500257500 €",No,Tiensesteenweg 227/101 3800- Sint-Truiden,http://www.dewoonmakers.be,401 - 1614,Limburg,,,,,,,,,,,,,,,,,,,€ 386386 €,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9887418,9887418,house,house,449000,forsale,3640,l,installed,1863,justrenovated,gas,407,3,1420,,true,,true,,,1,,,Limburg,After signing the deed,1863,Just renovated,4,1,,,,1,Installed,3,1,2,Yes,No,1420m²square meters,,,,,Yes,,,407 kWh/m²kilowatt hour per square meters,E,Not specified,Not specified,Not specified,No,Gas,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 449,000449000 €",No,Scholtisplein 27b 3680- Maaseik,http://www.suzannelouw.be,2230 - 1885,Limburg,,,Link to the virtual visit,,,,,,,,,,,,,,,,€ 676676 €,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10011979,10011979,house,house,425000,forsale,3680,l,installed,1956,good,gas,360,3,1661,,true,,true,,,6,,,Limburg,After signing the deed,1956,Good,4,6,,,,,Installed,3,2,2,Yes,No,1661m²square meters,,Yes,,,Yes,Yes,,360 kWh/m²kilowatt hour per square meters,D,Not specified,Not specified,Not specified,No,Gas,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 425,000425000 €",No,Scholtisplein 27b 3680- Maaseik,http://www.suzannelouw.be,2254 - 1945,Limburg,,,Link to the virtual visit,,,,,,,,,,,,,,,,€ 651651 €,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10052859,10052859,house,house,499950,forsale,3500,l,installed,1986,,gas,221,5,273,,true,,,,,,1,,Limburg,,1986,,2,,1,,164m²square meters,,Installed,5,1,2,Yes,No,273m²square meters,,,,South West,,,,221 kWh/m²kilowatt hour per square meters,C,20220610-0002620285-RES-2,Not specified,Not specified,No,Gas,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 499,950499950 €",No,G.Gezellelaan 23A/2 3550- Heusden-Zolder,,3045 - 1488,Limburg,April 1 2023 - 12:00 AM,,,,,,,,,,,,,,,,,,"€ 1,0681068 €",,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10033821,10033821,house,house,725000,forsale,3590,l,notinstalled,1980,good,fueloil,406,5,6889,,,,,,,,10,,Limburg,,1980,Good,4,,10,,248m²square meters,,Not installed,5,1,,,No,6889m²square meters,,,,,,,,406 kWh/m²kilowatt hour per square meters,E,Not specified,Not specified,Not specified,No,Fuel oil,Yes,Yes,No,No,,Property partially or completely located in a possible flood zone and located in a circumscribed waterside zone,Area of landscape interest,"€ 725,000725000 €",No,Kempische Steenweg 89 bus 2 3500- Hasselt,http://www.lantmeeters.be,5842 - 2359,Limburg,,,,,,,,,,,,,,,,,,,"€ 1,1271127 €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Godsheide,,,,,,,,,,,,,,
9728320,9728320,house,exceptionalproperty,899000,forsale,3800,l,installed,1850,good,gas,243,6,988,,,,,,,,,,Limburg,,1850,Good,2,,,,509m²square meters,,Installed,6,2,,,No,988m²square meters,,,,North East,,,,243 kWh/m²kilowatt hour per square meters,C,20190215-0002132770-RES-1,Not specified,Not specified,No,Gas,Yes,,,No,No,Non flood zone,Residential area with cultural historical aesthetic value,"€ 899,000899000 €",No,Tiensesteenweg 227/101 3800- Sint-Truiden,http://www.dewoonmakers.be,304 - 1522,Limburg,,,,,,,,,,,,,,,,,,,"€ 2,0672067 €",,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10145708,10145708,house,house,280000,forsale,3850,l,semiequipped,1972,torenovate,gas,546,3,0,,,,,,,1,,,Limburg,After signing the deed,1972,To renovate,4,1,,,150m²square meters,,Semi equipped,3,1,1,,No,,,,,,,,,546 kWh/m²kilowatt hour per square meters,F,20220801-0002648691-RES-1,Not specified,Not specified,No,Gas,,Yes,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 280,000280000 €",No,Luikerstraat 81 3800- Sint-Truiden,http://www.immohaven.be,8651 - 511207377,Limburg,,,Link to the virtual visit,,,15m²square meters,14m²square meters,13m²square meters,,,,,,,,,,,€ 763763 €,8m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10145713,10145713,house,house,260000,forsale,3800,l,installed,1979,,gas,151,3,433,,,,true,,,1,,,Limburg,,1979,,3,1,,,135m²square meters,,Installed,3,1,,,No,433m²square meters,,,,,Yes,,,151 kWh/m²kilowatt hour per square meters,B,20220831-000-2665319-RES-1,Not specified,Not specified,No,Gas,Yes,Yes,Yes,No,No,Possible flood zone,,"€ 260,000260000 €",No,Luikerstraat 81 3800- Sint-Truiden,http://www.immohaven.be,8718 - 511207458,Limburg,,,,,,12m²square meters,24m²square meters,14m²square meters,,,,,,,,,,,€ 589589 €,9m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10145683,10145683,house,house,365000,forsale,3800,l,semiequipped,1850,,gas,294,5,407,,true,,,,,221,,,Limburg,,1850,,2,221,,,236m²square meters,,Semi equipped,5,3,4,Yes,No,407m²square meters,,,,East,,,,294 kWh/m²kilowatt hour per square meters,C,20190606-0002167133-RES-1,Not specified,Not specified,No,Gas,Yes,Yes,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 365,000365000 €",No,Luikerstraat 81 3800- Sint-Truiden,http://www.immohaven.be,7951 - 511206909,Limburg,,,,,,,15m²square meters,14m²square meters,,,,,,,,,,,€ 787787 €,13m²square meters,6m²square meters,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10145721,10145721,house,house,425000,forsale,3800,l,semiequipped,1992,good,gas,225,5,3038,,true,,,,,,,,Limburg,,1992,Good,4,,,,,,Semi equipped,5,1,2,Yes,No,3038m²square meters,,,,,,,,225 kWh/m²kilowatt hour per square meters,C,20220908-0002670660-RES-1,Not specified,Not specified,No,Gas,Yes,Yes,Yes,No,No,Non flood zone,Farming area,"€ 425,000425000 €",No,Luikerstraat 81 3800- Sint-Truiden,http://www.immohaven.be,8758 - 511207456,Limburg,,,,,Yes,11m²square meters,26m²square meters,20m²square meters,,,,,,,,,,,€ 938938 €,15m²square meters,15m²square meters,,,,,,,,,,,,,6m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10145681,10145681,house,house,495000,forsale,3570,l,semiequipped,1985,,fueloil,364,3,2387,,,,,,,2,,,Limburg,,1985,,4,2,,,168m²square meters,,Semi equipped,3,1,1,,No,2387m²square meters,,Yes,,,,,,364 kWh/m²kilowatt hour per square meters,D,20211010-0002475264-RES-1,Not specified,Not specified,No,Fuel oil,Yes,,No,No,No,Non flood zone,Area of landscape interest,"€ 495,000495000 €",No,Luikerstraat 81 3800- Sint-Truiden,http://www.immohaven.be,7875 - 511206850,Limburg,,,Link to the virtual visit,,,9m²square meters,15m²square meters,13m²square meters,,,,,,,,,,,€ 922922 €,8m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9649508,9649508,house,house,325880,forsale,3890,l,installed,2022,,gas,,3,324,,,,,,,,,1,Limburg,,2022,,3,,,,172m²square meters,,Installed,3,1,2,,No,324m²square meters,,,,South East,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Gas,Yes,Yes,Yes,,No,Non flood zone,"Living area (residential, urban or rural)","€ 325,880325880 €",No,Tiensesteenweg 227/101 3800- Sint-Truiden,http://www.dewoonmakers.be,288 - 1504,Limburg,,7 m,,,,,18m²square meters,10m²square meters,,,,,,,,,,,,10m²square meters,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9649498,9649498,house,house,348400,forsale,3890,l,installed,2022,,gas,,4,310,,,,,,,,,1,Limburg,,2022,,3,,,,193m²square meters,,Installed,4,1,2,,No,310m²square meters,,,,North East,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Gas,Yes,Yes,Yes,,No,Non flood zone,"Living area (residential, urban or rural)","€ 348,400348400 €",No,Tiensesteenweg 227/101 3800- Sint-Truiden,http://www.dewoonmakers.be,278 - 1504,Limburg,,7 m,,,,,13m²square meters,10m²square meters,,,,,,,,,,,,9m²square meters,9m²square meters,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9649499,9649499,house,house,331080,forsale,3890,l,installed,2022,,gas,,3,358,,,,,,,,,1,Limburg,,2022,,3,,,,170m²square meters,,Installed,3,1,2,,No,358m²square meters,,,,North East,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Gas,Yes,Yes,Yes,,No,Non flood zone,"Living area (residential, urban or rural)","€ 331,080331080 €",No,Tiensesteenweg 227/101 3800- Sint-Truiden,http://www.dewoonmakers.be,279 - 1504,Limburg,,7 m,,,,,15m²square meters,11m²square meters,,,,,,,,,,,,10m²square meters,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10143676,10143676,house,mixedusebuilding,235000,forsale,3582,l,semiequipped,1949,justrenovated,gas,369,2,227,,,,,,,,1,,Limburg,,1949,Just renovated,,,1,Shop street,,,Semi equipped,2,1,3,,No,227m²square meters,,Yes,,,,,,369 kWh/m²kilowatt hour per square meters,D,20150320-0001742795-1,Not specified,Not specified,No,Gas,Yes,Yes,No,No,,Non flood zone,"Living area (residential, urban or rural)","€ 235,000235000 €",Yes,Guido Gezellelaan 44 3550- Zolder,http://www.century21.be/animo,1695 - 62574397,Limburg,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9649502,9649502,house,house,412720,forsale,3890,l,installed,2022,,gas,,3,877,,,,,,,,,1,Limburg,,2022,,3,,,,196m²square meters,,Installed,3,1,2,,No,877m²square meters,,,,North East,,,,Not specified,Not specified,Not specified,Not specified,Not specified,No,Gas,Yes,Yes,Yes,,No,Non flood zone,"Living area (residential, urban or rural)","€ 412,720412720 €",No,Tiensesteenweg 227/101 3800- Sint-Truiden,http://www.dewoonmakers.be,282 - 1504,Limburg,,8 m,,,,,19m²square meters,13m²square meters,,,,,,,,,,,,12m²square meters,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10136820,10136820,house,house,275000,forsale,3680,l,,1968,,gas,391,3,900,,true,,true,,,1,,,Limburg,After signing the deed,1968,,4,1,,,160m²square meters,,,3,1,1,Yes,No,900m²square meters,,Yes,,,Yes,,,391 kWh/m²kilowatt hour per square meters,D,Not specified,Not specified,Not specified,No,Gas,Yes,Yes,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 275,000275000 €",No,Scholtisplein 27b 3680- Maaseik,http://www.suzannelouw.be,2286 - 1958,Limburg,,,Link to the virtual visit,,,,,,,,,,,,,,,,€ 684684 €,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
