,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt,Province,Available as of,Available date,Neighbourhood or locality,Construction year,Building condition,Street frontage width,Number of frontages,Covered parking spaces,Outdoor parking spaces,Surroundings type,Virtual visit,Living area,Living room surface,Dining room,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bathrooms,Shower rooms,Toilets,Office surface,Office,Basement,Attic,Furnished,Surface of the plot,Connection to sewer network,"Gas, water &amp; electricity",Garden surface,Terrace surface,Elevator,Accessible for disabled people,Intercom,Swimming pool,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,Heating type,Price,Tenement building,Address,Website,External reference,Province,Armored door,Width of the lot on the street,TV cable,Double glazing,Total ground floor buildable,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Cadastral income,Bedroom 4 surface,Living room,Terrace,Planning permission obtained,Bedroom 5 surface,Secure access / alarm,Professional space surface,Conformity certification for fuel tanks,Subdivision permit,As built plan,How many fireplaces?,Garden orientation,Basement surface,Attic surface,Dressing room,Laundry room,Land is facing street,Wooded land,Plot at rear,Flat land,Caretaker,Visio phone,Heat pump,Photovoltaic solar panels,Thermic solar panels,Common water heater,Professional space,Isolated,Type of building,Terrace orientation,Air conditioning,Jacuzzi,Sauna,Internet,E-level (overall energy performance),Monthly charges,Property name,Agent's name,Current monthly revenue,Garden,Obligation to build,Number of annexes,Venue of the sale,Single session,Terms of visit,Starting price,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitants,Percentage rented,Extra information,EPC description,Age of annuitant
9880546,9880546,house,mixedusebuilding,389000,forsale,1180,m,,1906,torenovate,,870,0,0,,,100,,,,,,,Brussels,After signing the deed,,,1906,To renovate,,2,,,,,,18m²square meters,Yes,,9m²square meters,,,,,,,1,,,,,,,Connected,No,100m²square meters,,,,,,870 kWh/m²kilowatt hour per square meters,G,Not specified,137 kg CO₂/m²,Not specified,,"€ 389,000389000 €",Yes,Chaussée d Alsemberg 256 1190- Forest,,4739781,Brussels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9975026,9975026,house,townhouse,1200000,forsale,1070,m,notinstalled,1903,torenovate,,,0,350,,,150,,,,,,,Brussels,,,,1903,To renovate,9 m,2,,,Urban,,1000m²square meters,,,Not installed,,,,,,,,,,,,,No,350m²square meters,Not connected,No,150m²square meters,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,"€ 1,200,0001200000 €",No,Rond Point Schuman 6/5 1040- Etterbeek,,Revision_73,Brussels,No,,,No,,No,,Non flood zone,"Living area (residential, urban or rural)",,,,,,,,,,No,,,,,,,,Yes,,No,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,
10124716,10124716,house,house,359000,forsale,1140,m,installed,1959,,,347,2,0,,,,,,,1,,,Brussels,,,,1959,,,2,1,,,,125m²square meters,30m²square meters,,Installed,6m²square meters,2,17m²square meters,13m²square meters,,,2,3,,,,,No,,,,,,,,Yes,,347 kWh/m²kilowatt hour per square meters,G,20220527-0000613577-01-8,69 kg CO₂/m²,Not specified,,"€ 359,000359000 €",No,Av. Henri Conscience 74 1140- Evere,http://www.century21.be/everone,10276-1,Brussels,,6 mmeters,,Yes,,,,,,"€ 1,4761476 €",,,,,,,,,,No,,,,,,Yes,,,,,,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10107894,10107894,house,mansion,1850000,forsale,1040,m,,1930,tobedoneup,fueloil,309,7,673,true,true,,true,true,,1,2,,Brussels,After signing the deed,,,1930,To be done up,12 m,2,1,2,,,500m²square meters,100m²square meters,Yes,,25m²square meters,7,16m²square meters,12m²square meters,17m²square meters,3,3,,12m²square meters,Yes,Yes,Yes,,673m²square meters,Connected,No,,40m²square meters,,,Yes,,309 kWh/m²kilowatt hour per square meters,F,20210322-0000585192-01-8,Not specified,Not specified,Fuel oil,"€ 1,850,0001850000 €",No,"Av. de Broqueville, 57 Bte 18 1200- Bruxelles",,4802477,Brussels,,12 mmeters,Yes,Yes,500m²square meters,,,,,,22m²square meters,,,,15m²square meters,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9895100,9895100,house,house,429000,forsale,1020,m,installed,,good,gas,462,4,125,,,,true,,,1,,,Brussels,Immediately,,,,Good,,2,1,,,,206m²square meters,,,Installed,,4,24m²square meters,20m²square meters,14m²square meters,2,2,2,,,,,No,125m²square meters,,,,26m²square meters,,,,,462 kWh/m²kilowatt hour per square meters,G,20220505-0000611785-01-5,92 kg CO₂/m²,Not specified,Gas,"€ 429,000429000 €",No,rue de Flandre 197 1000- Bruxelles ville,http://www.brikman.be,4747439,Brussels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,
9680725,9680725,house,townhouse,399000,forsale,1083,m,installed,1980,good,gas,254,3,72,,,,,,,,,,Brussels,After signing the deed,,,1980,Good,,2,,,"Living area (residential, urban or rural)",,134m²square meters,,,Installed,,3,,,,2,,2,,No,,,No,72m²square meters,,,,,,,,,254 kWh/m²kilowatt hour per square meters,E,Not specified,Not specified,Not specified,Gas,"€ 399,000399000 €",No,"av Charles Quint, 305 1083- Ganshoren",http://www.joninvest.be,spir745,Brussels,,,,Yes,,,,,Extended residential area,,,Yes,,,,,,No,,,,,,,No,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,
9784142,9784142,house,apartmentblock,469000,forsale,1083,m,usainstalled,1958,good,gas,,3,120,,,60,,,,,,,Brussels,,,,1958,Good,5.5 m,2,,,,,200m²square meters,,,USA installed,,3,15m²square meters,15m²square meters,12m²square meters,3,3,3,,,,,,120m²square meters,,,60m²square meters,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,"€ 469,000469000 €",Yes,Rue Zeyp 17 1083- Ganshoren,http://www.larockimmo.be,4678517,Brussels,,,,Yes,,,,,,€ 980980 €,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10020525,10020525,house,apartmentblock,560000,forsale,1000,m,usasemiequipped,1922,asnew,gas,383,4,0,,,,true,,,,,,Brussels,Depending on the tenant,,,1922,As new,,2,,,,,200m²square meters,,,USA semi equipped,,4,15m²square meters,15m²square meters,10m²square meters,4,4,4,,,,,No,,Connected,Yes,,5m²square meters,No,,Yes,No,383 kWh/m²kilowatt hour per square meters,G,Not specified,82 kg CO₂/m²,Not specified,Gas,"€ 560,000560000 €",Yes,Tomberg 212 1200- Woluwe-Saint-Lambert,http://www.riccirealestate.be,4739773,Brussels,,,,Yes,,,,,,,11m²square meters,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10051310,10051310,house,apartmentblock,579000,forsale,1090,m,semiequipped,1932,good,fueloil,495,5,147,true,true,42,true,,,,,,Brussels,After signing the deed,,,1932,Good,,2,,,,,250m²square meters,,,Semi equipped,,5,,,,2,2,3,,,Yes,Yes,No,147m²square meters,,,42m²square meters,,,,,,495 kWh/m²kilowatt hour per square meters,G,Not specified,130 kg CO₂/m²,Not specified,Fuel oil,"€ 579,000579000 €",Yes,Kerklaan 66/1 1731- Zellik,http://www.century21beyto.be,4853191,Brussels,,,,,,,,,,"€ 1,3901390 €",,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10065458,10065458,house,house,599000,forsale,1170,m,notinstalled,,torenovate,gas,677,4,360,true,true,182,true,,,,,,Brussels,After signing the deed,,,,To renovate,,3,,,,,170m²square meters,28m²square meters,Yes,Not installed,12m²square meters,4,15m²square meters,12m²square meters,15m²square meters,1,1,1,,,Yes,Yes,No,360m²square meters,,No,182m²square meters,,,,,,677 kWh/m²kilowatt hour per square meters,G,Not specified,136 kg CO₂/m²,Not specified,Gas,"€ 599,000599000 €",No,Boulevard du Souverain 105 1160- Auderghem,http://www.century21.be/souverain,4869603,Brussels,,,,,,,,Non flood zone,,,12m²square meters,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10118392,10118392,house,townhouse,570000,forsale,1140,m,,1992,asnew,,246,3,140,true,,80,true,true,,1,1,,Brussels,,,,1992,As new,7 m,2,1,1,,,,,Yes,,,3,,,,1,1,3,,Yes,,Yes,,140m²square meters,,Yes,80m²square meters,16m²square meters,No,No,No,No,246 kWh/m²kilowatt hour per square meters,E,412-01-03,49 kg CO₂/m²,Not specified,,"€ 570,000570000 €",No,,,,Brussels,No,,Yes,Yes,,,,,,,,Yes,,,,No,,,,,1,South,,,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,,All kind,South,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,
10109429,10109429,house,apartmentblock,610000,forsale,1080,m,semiequipped,,tobedoneup,gas,487,5,108,,,,true,,,,,,Brussels,Depending on the tenant,,,,To be done up,,2,,,,,,,,Semi equipped,,5,,,,5,5,5,,,,,No,108m²square meters,,,,,,,,,487 kWh/m²kilowatt hour per square meters,G,20200525-0000613482-01-5,97 kg CO₂/m²,Not specified,Gas,"€ 610,000610000 €",Yes,rue de Flandre 197 1000- Bruxelles ville,http://www.brikman.be,4929423,Brussels,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,
9767457,9767457,house,apartmentblock,795000,forsale,1082,m,installed,,,gas,227,8,0,,true,100,,,,,,,Brussels,,,,,,7 m,2,,,,,300m²square meters,33m²square meters,,Installed,,8,,,,,4,4,,,Yes,,No,,,,100m²square meters,,,,Yes,,227 kWh/m²kilowatt hour per square meters,E,202201220000603994017,45 kg CO₂/m²,Not specified,Gas,"€ 795,000795000 €",Yes,"Avenue Van Overbeke 55, B 7 1083- Ganshoren",,1547 - 2454,Brussels,,,,Yes,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9935650,9935650,house,apartmentblock,635000,forsale,1030,m,installed,1910,good,fueloil,,5,130,,true,35,true,,,,,,Brussels,After signing the deed,,,1910,Good,,,,,,,253m²square meters,,,Installed,,5,,,,2,1,5,,,Yes,,No,130m²square meters,,,35m²square meters,20m²square meters,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,Fuel oil,"€ 635,000635000 €",Yes,Grand'Route 168 1428- Lillois,http://www.njimmo.be,6216 - 581,Brussels,,,,,,,,,,"€ 2,9422942 €",,,,,,Yes,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9094144,9094144,house,apartmentblock,1200000,forsale,1050,m,installed,,good,gas,415,5,117,,true,,,,,,,,Brussels,,,,,Good,,2,,,,,350m²square meters,,,Installed,,5,,,,,4,5,,,Yes,,No,117m²square meters,,Yes,,,,,,,415 kWh/m²kilowatt hour per square meters,G,Not specified,Not specified,Not specified,Gas,"€ 1,200,0001200000 €",Yes,Blvd. G. Wahis 272 (place Meiser) 1030- Schaerbeek,http://www.direct-immo.be,3947 - 1978,Brussels,,6.5 mmeters,,Yes,,,,,,"€ 2,1812181 €",,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10048091,10048091,house,apartmentblock,1095000,forsale,1060,m,,,,,,6,385,,,280,true,,,,,,Brussels,After signing the deed,,,,,,,,,,,325m²square meters,,,,,6,,,,2,2,4,,,,,No,385m²square meters,,Yes,280m²square meters,30m²square meters,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,"€ 1,095,0001095000 €",Yes,Chaussée de Waterloo 1350 1180- Uccle,http://www.mejama.be,252 - 1604,Brussels,,6.05 mmeters,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9607159,9607159,house,mansion,775000,forsale,1000,m,,1900,,gas,356,6,145,,,70,,true,,,,,Brussels,After signing the deed,,,1900,,5.5 m,2,,,,Link to the virtual visit,260m²square meters,52m²square meters,,,,6,16m²square meters,12m²square meters,24m²square meters,2,,3,15m²square meters,Yes,,,,145m²square meters,Connected,Yes,70m²square meters,,,,,,356 kWh/m²kilowatt hour per square meters,G,Not specified,71 kg CO₂/m²,Not specified,Gas,"€ 775,000775000 €",No,Rue Archimède 93b 1000- Bruxelles ville,http://www.5bricks.be,4574134,Brussels,,5.5 mmeters,Yes,,75m²square meters,,,,,"€ 1,7771777 €",13m²square meters,,,,29m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9995945,9995945,house,house,850000,forsale,1040,m,,1937,good,,,0,180,true,true,57,true,true,,,,,Brussels,After signing the deed,,,1937,Good,6 m,2,,,,,300m²square meters,,Yes,,,,,,,1,2,4,,Yes,Yes,Yes,,180m²square meters,,Yes,57m²square meters,20m²square meters,No,No,Yes,No,Not specified,Not specified,Not specified,Not specified,Not specified,,"€ 850,000850000 €",Yes,,,,Brussels,No,,Yes,Yes,,,,Non flood zone,,"€ 2,5002500 €",,Yes,,,,No,,,,,,South,,,No,,No,No,No,No,No,No,No,No,No,No,Yes,,All kind,South,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,
10163267,10163267,house,mixedusebuilding,1500000,forsale,1050,m,,,good,gas,266,7,0,,true,,,,,,,,Brussels,After signing the deed,,,,Good,5.5 m,2,,,,,,,,,,7,,,,,5,,,No,Yes,,,,,Yes,,,No,,,,266 kWh/m²kilowatt hour per square meters,E,201509040000302585019,57 kg CO₂/m²,Not specified,Gas,"€ 1,500,0001500000 €",Yes,Av. Albert 1er 2a 1342- Ottignies (Limelette),http://www.immoschmidtprivilege.be/,W6825,Brussels,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10161832,10161832,house,villa,495000,forsale,1070,m,,1955,tobedoneup,gas,304,4,358,true,true,140,true,true,,1,3,,Brussels,After signing the deed,,,1955,To be done up,7.5 m,3,1,3,,,203m²square meters,47m²square meters,,,7m²square meters,4,21m²square meters,16m²square meters,10m²square meters,1,,2,,Yes,Yes,Yes,No,358m²square meters,Connected,Yes,140m²square meters,,No,Yes,,,304 kWh/m²kilowatt hour per square meters,F,20220928­0000621707­01­1,60 kg CO₂/m²,Not specified,Gas,"€ 495,000495000 €",No,Avenue fraiteur 15 1050- ixelles,http://www.uptownproperties.be,4899848,Brussels,Yes,,Yes,Yes,203m²square meters,,,,,,15m²square meters,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10127247,10127247,house,house,650000,forsale,1190,m,,,,gas,,7,60,,true,60,true,true,,,,,Brussels,Immediately,,,,,7 m,2,,,,,406m²square meters,,Yes,,,7,,,,3,,3,,Yes,,,Yes,60m²square meters,,Yes,60m²square meters,60m²square meters,No,No,Yes,No,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,"€ 650,000650000 €",Yes,,,,Brussels,No,,Yes,Yes,,,,,,"€ 1,4271427 €",,Yes,,,,No,,,,,,,100m²square meters,,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,,All kind,,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,
10073884,10073884,house,house,495000,forsale,1200,m,notinstalled,,tobedoneup,,431,5,300,,,180,true,,,1,1,,Brussels,After signing the deed,,,,To be done up,,3,1,1,,Link to the virtual visit,142m²square meters,28m²square meters,,Not installed,,5,6m²square meters,10m²square meters,12m²square meters,1,,1,,,,,,300m²square meters,,Yes,180m²square meters,12m²square meters,,,Yes,,431 kWh/m²kilowatt hour per square meters,G,2021119-0000599786-01-0,86 kg CO₂/m²,Not specified,,"€ 495,000495000 €",No,Rue Joseph Delhaye 14 1160- Auderghem,http://www.kvolution.be,4891961,Brussels,,,Yes,,,,,,"Living area (residential, urban or rural)","€ 1,6231623 €",12m²square meters,,,Yes,10m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10010810,10010810,house,apartmentblock,527000,forsale,1210,m,semiequipped,,tobedoneup,gas,320,4,0,,true,45,,,,,,,Brussels,,,,,To be done up,,,,,,,200m²square meters,,,Semi equipped,,4,,,,4,,4,,,Yes,,No,,,,45m²square meters,,,,,,320 kWh/m²kilowatt hour per square meters,F,Not specified,Not specified,Not specified,Gas,"€ 527,000527000 €",Yes,"Square Ambiorix, 32/11B 1000- Bruxelles",http://www.immoid.be,1705007 - 345346114,Brussels,,,,,,,,,,"€ 1,1451145 €",,,,Yes,,,,,,No,,South East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10108654,10108654,house,house,695000,forsale,1180,m,installed,,good,gas,233,3,355,,true,150,true,,,2,1,,Brussels,After signing the deed,,,,Good,,,2,1,,,175m²square meters,40m²square meters,,Installed,,3,,,,1,,2,,,Yes,,No,355m²square meters,,Yes,150m²square meters,,,,,,233 kWh/m²kilowatt hour per square meters,E,201702150000374958013,50 kg CO₂/m²,Not specified,Gas,"€ 695,000695000 €",No,Boulevard Saint-Michel 15 1040- Etterbeek,http://www.lesviviers.be/,9761 - 354982,Brussels,,,,Yes,,,,,,,,,Yes,,,Yes,,,,No,,South West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10051846,10051846,house,townhouse,565000,forsale,1083,m,,1960,asnew,,272,4,206,,,,,true,,1,,,Brussels,After signing the deed,,,1960,As new,6.75 m,2,1,,"Living area (residential, urban or rural)",,284m²square meters,,,,,4,,,,1,,2,16m²square meters,Yes,,,No,206m²square meters,,,,,,,,,272 kWh/m²kilowatt hour per square meters,E,20220621-0000615394-01-7,71 kg CO₂/m²,Not specified,,"€ 565,000565000 €",No,"av Charles Quint, 305 1083- Ganshoren",http://www.joninvest.be,spir791,Brussels,,,,No,,,,,Extended residential area,"€ 2,0472047 €",,Yes,,,,,,No,,,1,,,,No,,,,,,,,No,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,
10120231,10120231,house,house,695000,forsale,1170,m,installed,1956,,,254,4,137,true,true,40,true,true,,1,1,,Brussels,After signing the deed,,,1956,,,2,1,1,,,189m²square meters,25m²square meters,Yes,Installed,9m²square meters,4,24m²square meters,21m²square meters,14m²square meters,2,,2,8m²square meters,Yes,Yes,Yes,,137m²square meters,,,40m²square meters,,,,Yes,,254 kWh/m²kilowatt hour per square meters,E,20220914-0000620754-01-4,49 kg CO₂/m²,Not specified,,"€ 695,000695000 €",No,Avenue des Anémones 2 1640- Rhode Saint Genese,,378,Brussels,,,,Yes,,,,,,"€ 1,5371537 €",14m²square meters,,Yes,,,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,,North West,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10010811,10010811,house,house,798000,forsale,1210,m,semiequipped,,good,gas,339,7,0,,true,20,,true,,,,,Brussels,After signing the deed,,,,Good,,,,,,,300m²square meters,50m²square meters,,Semi equipped,30m²square meters,7,18m²square meters,18m²square meters,16m²square meters,3,,3,17m²square meters,Yes,Yes,,No,,,,20m²square meters,,,,,,339 kWh/m²kilowatt hour per square meters,F,20150204-0000269922-01-7,Not specified,Not specified,Gas,"€ 798,000798000 €",No,"Square Ambiorix, 32/11B 1000- Bruxelles",http://www.immoid.be,1705308 - 345346115,Brussels,,,,,,,,,,"€ 1,6231623 €",12m²square meters,,,,8m²square meters,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10010813,10010813,house,mansion,798000,forsale,1210,m,semiequipped,,good,gas,339,7,0,,true,20,,true,,,,,Brussels,After signing the deed,,,,Good,,,,,,,300m²square meters,50m²square meters,,Semi equipped,30m²square meters,7,18m²square meters,18m²square meters,16m²square meters,3,,3,17m²square meters,Yes,Yes,,No,,,,20m²square meters,,,,,,339 kWh/m²kilowatt hour per square meters,F,20150204-0000269922-01-7,Not specified,Not specified,Gas,"€ 798,000798000 €",No,"Square Ambiorix, 32/11B 1000- Bruxelles",http://www.immoid.be,1705309 - 345346115,Brussels,,,,,,,,,,"€ 1,6231623 €",12m²square meters,,,,8m²square meters,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9745307,9745307,house,house,900000,forsale,1090,m,,,,gas,,6,475,,true,,,,,,,,Brussels,,,,,,8 m,2,,,,,250m²square meters,40m²square meters,,,,6,,,,1,2,4,,,Yes,,No,475m²square meters,,Yes,,,,,Yes,,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,"€ 900,000900000 €",No,"Avenue Van Overbeke 55, B 7 1083- Ganshoren",,1607 - 2509,Brussels,Yes,,,Yes,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10147851,10147851,house,house,290000,forsale,1180,m,,,good,gas,,2,70,,true,,,,,,,,Brussels,After signing the deed,,,,Good,6.5 m,2,,,"Living area (residential, urban or rural)",,98m²square meters,27m²square meters,Yes,,8m²square meters,2,10m²square meters,10m²square meters,,1,,1,,,,,No,70m²square meters,Connected,Yes,,,,,,,Not specified,Not specified,20190903-0000555561-01-1,Not specified,Not specified,Gas,"€ 290,000290000 €",No,Rue du Loriot 28 1170- Watermael-Boitsfort,http://www.immobilieresilex.be,,Brussels,,,,Yes,,,,,,,,,,,,,,,,,,,5m²square meters,,Yes,,,,,,,,,,,,,,,,,,,,,,,Gisèle Leroy,,,,,,,,,,,,,,,,,,,,
9325819,9325819,house,townhouse,880000,forsale,1050,m,installed,1950,good,fueloil,,4,156,,true,18,true,true,,1,2,,Brussels,Depending on the tenant,,ULB Cimetière d'Ixelles,1950,Good,,2,1,2,"Living area (residential, urban or rural)",,295m²square meters,60m²square meters,,Installed,25m²square meters,4,45m²square meters,18m²square meters,18m²square meters,1,1,,25m²square meters,Yes,Yes,,No,156m²square meters,Connected,Yes,18m²square meters,12m²square meters,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,Fuel oil,"€ 880,000880000 €",,Rue de l'Escrime 25 1190- Bruxelles,http://www.homehunting.be,,Brussels,,,,Yes,,,No,,"Living area (residential, urban or rural)",,12m²square meters,,,Yes,,,,,,,1,South,,,,,,,,,,,,,,,,,,South,,,,,,,,Lucidi,,,,,,,,,,,,,,,,,,,,
10046037,10046037,house,exceptionalproperty,995000,forsale,1180,m,installed,1980,,gas,,11,180,true,true,60,,,,,,,Brussels,After signing the deed,,Centre,1980,,15 m,2,,,"Living area (residential, urban or rural)",,400m²square meters,,,Installed,,11,,,,3,,5,,,,Yes,No,180m²square meters,Connected,Yes,60m²square meters,,,,Yes,,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,"€ 995,000995000 €",,Avenue des Aunelles 12 1420- Braine-l'Alleud,http://www.immobelvedere.be,,Brussels,,15 mmeters,,Yes,,,,Non flood zone,"Living area (residential, urban or rural)","€ 7,2487248 €",,,,Yes,,Yes,,,,,,,30m²square meters,,,,Yes,,,,,,,,,,,,,West,,,,,,,Immeuble,,,,,,,,,,,,,,,,,,,,,
9032824,9032824,house,mixedusebuilding,448000,forsale,1030,m,semiequipped,,torenovate,gas,502,5,0,,,,,,,1,,,Brussels,After signing the deed,,,,To renovate,,2,1,,,,270m²square meters,,,Semi equipped,6m²square meters,5,18m²square meters,18m²square meters,16m²square meters,2,,2,,,,,No,,,,,,,,,,502 kWh/m²kilowatt hour per square meters,G,Not specified,Not specified,Not specified,Gas,"€ 448,000448000 €",Yes,"Square Ambiorix, 32/11B 1000- Bruxelles",http://www.immoid.be,1697565 - 2685,Brussels,,,,,,,,,,,13m²square meters,,,,12m²square meters,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9840703,9840703,house,house,299000,forsale,1030,m,,1904,torenovate,gas,530,4,0,,,30,true,,,,,,Brussels,,,,1904,To renovate,,2,,,"Living area (residential, urban or rural)",,225m²square meters,,,,,4,16m²square meters,15m²square meters,14m²square meters,2,,2,,,,,No,,,,30m²square meters,,,,,,530 kWh/m²kilowatt hour per square meters,G,202220221-0000606122-01-2,106 kg CO₂/m²,Not specified,Gas,"€ 299,000299000 €",No,Place Colignon 47 1030- Schaerbeek,http://www.jsproperties.be,4720552,Brussels,,,,,,,,,,,11m²square meters,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10148097,10148097,house,house,449000,forsale,1070,m,usahyperequipped,,tobedoneup,fueloil,,4,95,true,true,45,true,,,,,,Brussels,After signing the deed,,Bruxelles (19 communes),,To be done up,6 m,2,,,Urban,,240m²square meters,46m²square meters,Yes,USA hyper equipped,15m²square meters,4,25m²square meters,18m²square meters,14m²square meters,2,,2,,,Yes,Yes,,95m²square meters,Connected,Yes,45m²square meters,,No,No,,,Not specified,Not specified,Not specified,Not specified,Not specified,Fuel oil,"€ 449,000449000 €",No,Avenue Louise 54 1050- Ixelles,http://www.immo2gether.be,4964419,Brussels,,,Yes,,240m²square meters,,,Non flood zone,,,18m²square meters,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9784145,9784145,house,house,469000,forsale,1083,m,usainstalled,1958,good,gas,,3,120,,,60,,,,,,,Brussels,,,,1958,Good,5.5 m,2,,,,,200m²square meters,,,USA installed,,3,15m²square meters,15m²square meters,12m²square meters,3,3,3,,,,,,120m²square meters,,,60m²square meters,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,"€ 469,000469000 €",Yes,Rue Zeyp 17 1083- Ganshoren,http://www.larockimmo.be,4679015,Brussels,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10152269,10152269,house,house,385000,forsale,1070,m,hyperequipped,,asnew,gas,,3,152,,true,,true,,,,,,Brussels,After signing the deed,,,,As new,6 m,2,,,Urban,,150m²square meters,30m²square meters,,Hyper equipped,10m²square meters,3,17m²square meters,16m²square meters,11m²square meters,1,1,2,,,Yes,,No,152m²square meters,Connected,Yes,,100m²square meters,No,No,Yes,,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,"€ 385,000385000 €",No,Rue Washington 48 1050- Ixelles,http://www.immo2gether.be,4967562,Brussels,,7 mmeters,Yes,Yes,160m²square meters,No,,Non flood zone,,"€ 1,2611261 €",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
