,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt,Province,Available as of,Neighbourhood or locality,Construction year,Building condition,Number of frontages,Covered parking spaces,Outdoor parking spaces,Surroundings type,Virtual visit,Living area,Living room surface,Dining room,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bedroom 4 surface,Bedroom 5 surface,Bathrooms,Toilets,Office,Basement surface,Furnished,Armored door,Surface of the plot,"Gas, water &amp; electricity",Terrace,Elevator,Secure access / alarm,Swimming pool,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,Heating type,Double glazing,Price,Cadastral income,Tenement building,Address,Website,External reference,Province,Available date,Street frontage width,Shower rooms,Office surface,Attic,Width of the lot on the street,Connection to sewer network,Garden surface,Terrace surface,Accessible for disabled people,Intercom,TV cable,Flood zone type,How many fireplaces?,Garden orientation,As built plan,Living room,Dressing room,Laundry room,Professional space,Basement,Land is facing street,Wooded land,Plot at rear,Flat land,Terrace orientation,Number of annexes,Caretaker,Air conditioning,Visio phone,Jacuzzi,Sauna,Internet,Heat pump,Photovoltaic solar panels,Thermic solar panels,Common water heater,Type of building,Possible priority purchase right,Proceedings for breach of planning regulations,Latest land use designation,Garden,Planning permission obtained,Subdivision permit,Total ground floor buildable,Attic surface,Obligation to build,Conformity certification for fuel tanks,Professional space surface,E-level (overall energy performance),Agent's name,Property name,Isolated,Extra information,Venue of the sale,Single session,Terms of visit,Starting price,Current monthly revenue,Monthly charges,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitant,Percentage rented,EPC description,Maximum duration of annuity
10019848,10019848,house,house,369000,forsale,3290,m,installed,2021,,,,3,0,,,,,,,1,2,1,Flemish Brabant,,,2021,,4,1,2,,Link to the virtual visit,165m²square meters,,,Installed,,3,,,,,,1,,,,No,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,Yes,"€ 369,000369000 €",,No,Kolmen 28 3980- Tessenderlo,http://www.immodiest.be,14791 - 2971017,Flemish Brabant,,,,,,16.6 mmeters,,,,,,,Non flood zone,,East,"Yes, conform",,,,,,,,,,,,,,,,,,,,,,,,No,,Yes,Yes,Yes,,,,,,20,,,,,,,,,,,,,,,,,,,,,
10166737,10166737,house,house,395000,forsale,1933,m,usasemiequipped,,good,gas,515,4,0,,true,,true,true,,,,,Flemish Brabant,Immediately,,,Good,2,,,Urban,,161m²square meters,21m²square meters,Yes,USA semi equipped,31m²square meters,4,12m²square meters,12m²square meters,16m²square meters,19m²square meters,,1,2,Yes,,,,,Yes,Yes,No,,,515 kWh/m²kilowatt hour per square meters,F,202210030002687454,Not specified,Not specified,Gas,Yes,"€ 395,000395000 €",,No,Rue des Tilleuls 2 bt B 5330- Assesse,,4972945,Flemish Brabant,,7 m,,14m²square meters,,7 mmeters,Connected,,,No,,Yes,Non flood zone,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,"Living area (residential, urban or rural)",,,,,,,,14m²square meters,,,,,,,,,,,,,,,,,,,,,,
10141222,10141222,house,house,420000,forsale,1831,m,,1918,good,gas,194,3,500,,,,,,,,,,Flemish Brabant,After signing the deed,,1918,Good,3,,,,Link to the virtual visit,235m²square meters,,Yes,,,3,,,,,,1,,,,No,No,500m²square meters,Yes,,,,,194 kWh/m²kilowatt hour per square meters,B,20220118 - 0002521115,Not specified,Not specified,Gas,No,"€ 420,000420000 €",€ 718718 €,No,Mechelsesteenweg 227 1933- Sterrebeek,,40220023,Flemish Brabant,,,,,,,Not connected,,,,,,Non flood zone,,,,,,,,,,,,,,,,,,,,,No,Yes,No,No,,No,No,Another type of area,,,No,,,,,,194,,,,,,,,,,,,,,,,,,,,,
10154255,10154255,house,house,390000,forsale,1853,m,installed,1936,,gas,249,2,110,,true,31,true,,,,,,Flemish Brabant,,,1936,,,,,,,130m²square meters,23m²square meters,Yes,Installed,13m²square meters,2,15m²square meters,24m²square meters,,,,1,1,No,18m²square meters,,,110m²square meters,Yes,,,,,249 kWh/m²kilowatt hour per square meters,C,20221003-0002687557-RES-1,Not specified,Not specified,Gas,Yes,"€ 390,000390000 €",€ 468468 €,No,Dendermondsesteenweg 28 9300- Aalst,http://www.woonbemiddeling.com,6456,Flemish Brabant,,4 m,,,,4 mmeters,Not connected,31m²square meters,16m²square meters,,,,Non flood zone,,South West,,,No,,,,No,No,No,No,,,,,,,,,,,,,,No,,"Living area (residential, urban or rural)",,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,
10151691,10151691,house,villa,499000,forsale,1933,m,,,,,519,3,1365,,,301,true,,,,,,Flemish Brabant,After signing the deed,Sterrebeek centrum,,,4,,,,,126m²square meters,,,,,3,,,,,,1,,,,,,1365m²square meters,,,,,,519 kWh/m²kilowatt hour per square meters,F,20220626-0002629932-RES-2,Not specified,Not specified,,,"Make an offer starting from€ 499,000Make an offer starting from499000 €","€ 1,3481348 €",No,Albert De Beusscherplein 2 1933- Sterrebeek,http://www.home-consult.be,4964060,Flemish Brabant,,,,,,,,301m²square meters,20m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,"Living area (residential, urban or rural)",,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
10151713,10151713,house,house,499000,forsale,3460,m,installed,,good,fueloil,361,5,2605,true,true,,true,,true,1,5,,Flemish Brabant,After signing the deed,Vlaams-Brabant,,Good,4,1,5,,,278m²square meters,26m²square meters,Yes,Installed,12m²square meters,5,20m²square meters,20m²square meters,16m²square meters,16m²square meters,13m²square meters,1,,,,,,2605m²square meters,Yes,Yes,,,Yes,361 kWh/m²kilowatt hour per square meters,D,Not specified,Not specified,Not specified,Fuel oil,Yes,"€ 499,000499000 €",€ 738738 €,No,Leuvensesteenweg 264 3390- Tielt-Winge,http://www.unique-properties.be,4967541,Flemish Brabant,,,,,Yes,,,,,,,,Non flood zone,,,,,,,,Yes,,,,,,,,,,,,,,,,,,No,No,"Living area (residential, urban or rural)",,,No,,,,"Yes, conform",,,,,,,,,,,,,,,,,,,,,,,
10154324,10154324,house,house,415175,forsale,3270,m,hyperequipped,2021,,gas,,3,407,,,,true,,,,,1,Flemish Brabant,,,2021,,,,,Countryside,,168m²square meters,,Yes,Hyper equipped,12m²square meters,3,15m²square meters,14m²square meters,8m²square meters,,,1,2,No,,,,407m²square meters,No,Yes,No,No,No,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,Yes,"€ 415,175415175 €",,No,August Nihoulstraat 78 3270- Scherpenheuvel,http://www.immopersyn.be,SCHBAL7A_LOT3,Flemish Brabant,,7 m,,,,10 mmeters,Connected,,,No,No,Yes,Non flood zone,,South West,,,No,,,,No,No,No,No,,,No,,No,,,,,,,,,No,No,"Living area (residential, urban or rural)",Yes,Yes,Yes,112m²square meters,,No,,,30,,Nieuwbouwproject 'De Ballaar',,,,,,,,,,,,,,,,,,,
10144815,10144815,house,house,237000,forsale,3200,m,installed,,tobedoneup,gas,787,3,205,,,,,,,1,2,,Flemish Brabant,,,,To be done up,3,1,2,,,156m²square meters,,,Installed,,3,,,,,,1,1,No,,No,,205m²square meters,,,,,,787 kWh/m²kilowatt hour per square meters,F,20220922-0002680613-RES-1,Not specified,Not specified,Gas,Yes,"€ 237,000237000 €",€ 713713 €,No,Betekomsesteenweg 69F 3200- Aarschot,http://www.vastgoedoranje.be,Lierse53,Flemish Brabant,,,1,,,,,,,,,,Non flood zone,,,,,No,,,,,,,,,,,,,,,,No,,,,,No,No,"Living area (residential, urban or rural)",,,No,,,No,No,,,,,,,,,,,,,,,,,,,,,,,
10142844,10142844,house,house,195000,forsale,3440,m,installed,1931,asnew,gas,332,3,97,,,,,,,,,,Flemish Brabant,,,1931,As new,,,,Urban,,124m²square meters,28m²square meters,,Installed,21m²square meters,3,8m²square meters,20m²square meters,20m²square meters,,,2,,No,,,,97m²square meters,Yes,,,,,332 kWh/m²kilowatt hour per square meters,D,20220819-0002658635-RES1,Not specified,Not specified,Gas,Yes,"€ 195,000195000 €",,No,Mielenweg 7 3800- Sint-Truiden,http://www.duovastgoed.be,34403Sluizenweg1,Flemish Brabant,,,,,,,Connected,,,,,,Non flood zone,,South East,,,No,,,,No,No,No,No,,,,,,,,,,,,,,No,No,"Living area (residential, urban or rural)",Yes,Yes,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,
10146342,10146342,house,house,369000,forsale,3001,m,installed,1934,torenovate,,794,4,104,,,,,,,,,,Flemish Brabant,After signing the deed,,1934,To renovate,2,,,,,158m²square meters,,,Installed,,4,,,,,,1,2,No,,No,,104m²square meters,,,,,,794 kWh/m²kilowatt hour per square meters,F,Not specified,Not specified,Not specified,,No,"€ 369,000369000 €",€ 951951 €,No,Tervuursesteenweg 353 3001- Heverlee,http://www.immodedijle.be,spir3400,Flemish Brabant,,,,,,,,,,,,,Non flood zone,,,,Yes,No,,,,,,,,,,,,,,,,No,,,,,No,No,"Living area (residential, urban or rural)",,Yes,No,,,No,No,,,,,,,,,,,,,,,,,,,,,,,
10104160,10104160,house,house,288000,forsale,3210,m,semiequipped,1960,torenovate,fueloil,916,3,1800,true,true,,,,,2,3,,Flemish Brabant,After signing the deed,,1960,To renovate,4,2,3,,,,,Yes,Semi equipped,,3,,,,,,1,1,,,No,,1800m²square meters,Yes,,,,,916 kWh/m²kilowatt hour per square meters,F,Not specified,Not specified,Not specified,Fuel oil,,"€ 288,000288000 €",,,Dorp 64/b 3221- Nieuwrode,,,Flemish Brabant,,,,,Yes,,Connected,,,,,,Non flood zone,,South West,,Yes,,,Yes,Yes,Yes,,,,South West,1,,,,,,,,,,,,,,"Living area (residential, urban or rural)",Yes,,,,,,"Yes, conform",,,,,,,,,,,,,,,,,,,,,,,
9865677,9865677,house,house,329000,forsale,1730,m,notinstalled,,torenovate,gas,,1,250,,true,,,,,,,,Flemish Brabant,After signing the deed,,,To renovate,3,,,"Living area (residential, urban or rural)",,347m²square meters,,,Not installed,,1,,,,,,,,,25m²square meters,No,,250m²square meters,Yes,,,,,Not specified,Not specified,20220406-0002578897-KNR-1,Not specified,Not specified,Gas,Yes,"€ 329,000329000 €","€ 1,3481348 €",Yes,Mieregemstraat 60 A 1785- Hamme,,,Flemish Brabant,,10.1 m,,,,,Connected,,,,,,,,,No,,,,,,,,,Yes,,1,,,,,,,,,,,,No,No,"Living area (residential, urban or rural)",,Yes,No,,,,,,,Tineke De Roover,,,,,,,,,,,,,,,,,,,,
10142994,10142994,house,apartmentblock,800000,forsale,1800,m,,1981,,gas,192,5,1260,true,,850,true,,,5,5,,Flemish Brabant,Depending on the tenant,,1981,,3,5,5,Urban,,271m²square meters,,,,,5,12m²square meters,12m²square meters,12m²square meters,12m²square meters,12m²square meters,3,3,,,No,,1260m²square meters,Yes,Yes,,,,192 kWh/m²kilowatt hour per square meters,B,20220923-0002642473-RES-1,Not specified,Not specified,Gas,Yes,"€ 800,000800000 €","€ 2,3942394 €",Yes,Hendrik I Lei 221800- VILVOORDE,http://www.immovervloet.be,4961272,Flemish Brabant,,,,,Yes,,,850m²square meters,,Yes,,Yes,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"Living area (residential, urban or rural)",,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
9945800,9945800,house,house,349000,forsale,3461,m,usasemiequipped,1930,torenovate,fueloil,601,3,1920,true,true,,true,true,,,2,,Flemish Brabant,To be defined,Leuven-Diest,1930,To renovate,4,,2,Isolated,,160m²square meters,,,USA semi equipped,,3,,,,,,1,,Yes,,No,,1920m²square meters,,Yes,,,,601 kWh/m²kilowatt hour per square meters,F,Not specified,Not specified,Not specified,Fuel oil,,"€ 349,000349000 €",,No,Gellenberg 2 3210- Lubbeek,,4756810,Flemish Brabant,,,,,Yes,,,,,,,,Non flood zone,,,,,,,,Yes,,,,,,,,,,,,,,,,,,No,No,"Living area (residential, urban or rural)",,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
10034618,10034618,house,house,340000,forsale,3191,m,,1936,tobedoneup,gas,374,3,325,,,,,,,,,,Flemish Brabant,,,1936,To be done up,3,,,,,160m²square meters,,,,8m²square meters,3,,,,,,1,,,,No,No,325m²square meters,Yes,,No,No,No,374 kWh/m²kilowatt hour per square meters,D,20220303-0002556900-RES-1,Not specified,Not specified,Gas,Yes,"€ 340,000340000 €",€ 248248 €,No,Raghenoplein 15 B4 2800- Mechelen,,,Flemish Brabant,,,,,,,Not connected,,,No,,Yes,Non flood zone,,,,,,,,,,,,,,,,,,No,No,,No,No,No,No,,No,No,"Living area (residential, urban or rural)",,,No,,,,,,374,,,,,,,,,,,,,,,,,,,,,
10098830,10098830,house,house,349500,forsale,1790,m,,1960,asnew,,604,2,267,true,,62,,,,,,,Flemish Brabant,,,1960,As new,,,,Countryside,,241m²square meters,,,,18m²square meters,2,20m²square meters,18m²square meters,,,,3,2,No,,No,,267m²square meters,No,,No,No,No,604 kWh/m²kilowatt hour per square meters,F,20220317-0002564504-RES-2,Not specified,Not specified,,Yes,"€ 349,500349500 €","€ 1,2961296 €",No,Dendermondsesteenweg 28 9300- Aalst,http://www.woonbemiddeling.com,6446,Flemish Brabant,,7 m,,,,7 mmeters,Not connected,62m²square meters,,No,Yes,Yes,Non flood zone,,South West,,,No,,,,No,No,No,No,,,No,,Yes,,,,,,,,,No,,"Living area (residential, urban or rural)",,Yes,,,35m²square meters,No,,,,,,,,,,,,,,,,,,,,,,,,
10098829,10098829,house,mixedusebuilding,349500,forsale,1790,m,,1960,asnew,,604,2,267,true,,62,,,,,,,Flemish Brabant,,,1960,As new,,,,Countryside,,241m²square meters,,,,18m²square meters,2,20m²square meters,18m²square meters,,,,3,2,No,,No,,267m²square meters,No,,No,No,No,604 kWh/m²kilowatt hour per square meters,F,20220317-0002564504-RES-2,Not specified,Not specified,,Yes,"€ 349,500349500 €","€ 1,2961296 €",Yes,Dendermondsesteenweg 28 9300- Aalst,http://www.woonbemiddeling.com,6446C,Flemish Brabant,,7 m,,,,7 mmeters,Not connected,62m²square meters,,No,Yes,Yes,Non flood zone,,South West,,,No,,,,No,No,No,No,,,No,,Yes,,,,,,,,,No,,"Living area (residential, urban or rural)",,Yes,,,35m²square meters,No,,,,,,,,,,,,,,,,,,,,,,,,
10111493,10111493,house,house,359000,forsale,3271,m,,2007,good,,168,3,205,,,,true,,,1,,,Flemish Brabant,,,2007,Good,,1,,,,176m²square meters,,,,,3,,,,,,1,2,No,,No,No,205m²square meters,Yes,Yes,No,No,No,168 kWh/m²kilowatt hour per square meters,B,20200507-0002267619-RES-1,Not specified,Not specified,,Yes,"€ 359,000359000 €",€ 840840 €,No,Tiensesteenweg 350 3000- Leuven,http://www.immolight.be,TK/0106,Flemish Brabant,,,,,,,Connected,,,No,No,Yes,Non flood zone,,South,,Yes,,,,,,,,,,,,,No,,,,,,,,,,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10077105,10077105,house,house,359000,forsale,3010,m,installed,1972,torenovate,,682,3,390,true,,240,,,,1,2,,Flemish Brabant,After signing the deed,,1972,To renovate,3,1,2,,,160m²square meters,30m²square meters,,Installed,12m²square meters,3,17m²square meters,12m²square meters,12m²square meters,,,1,2,No,,,No,390m²square meters,Yes,,No,No,No,682 kWh/m²kilowatt hour per square meters,F,20220707-0002637041-RES-1,Not specified,Not specified,,Yes,"€ 359,000359000 €",€ 981981 €,No,,,,Flemish Brabant,,7 m,,,,10 mmeters,Connected,240m²square meters,,No,No,Yes,Non flood zone,,South,No,,No,,No,,Yes,No,No,No,,,No,No,No,No,No,Yes,No,No,No,No,,Yes,No,,,Yes,Yes,,40m²square meters,,"Yes, conform",,,,,,,,,,,,,,,,,,,,,,,
10128671,10128671,house,house,374000,forsale,3220,m,,1963,tobedoneup,fueloil,699,3,2200,true,true,,true,,,1,2,,Flemish Brabant,After signing the deed,Kortrijk-Dutsel,1963,To be done up,4,1,2,Countryside,,,,,,,3,,,,,,1,1,,,,,2200m²square meters,Yes,Yes,,,,699 kWh/m²kilowatt hour per square meters,F,Not specified,Not specified,Not specified,Fuel oil,,"€ 374,000374000 €",,,Dorp 64/b 3221- Nieuwrode,,,Flemish Brabant,,,1,,Yes,,Connected,,,,,Yes,,,South,,,,,,Yes,Yes,,Yes,,East,,,,,,,,,,,,,No,,"Living area (residential, urban or rural)",Yes,,,,,,"Yes, conform",,,,,,,,,,,,,,,,,,,,,,,
10124332,10124332,house,house,445000,forsale,1930,m,,1977,tobedoneup,gas,307,3,236,,,,,,,,,,Flemish Brabant,After signing the deed,,1977,To be done up,3,,,,Link to the virtual visit,171m²square meters,,Yes,,8m²square meters,3,,,,,,1,,,,No,No,236m²square meters,Yes,,,,,307 kWh/m²kilowatt hour per square meters,D,0002662219-RES-1,Not specified,Not specified,Gas,Yes,"€ 445,000445000 €",€ 855855 €,No,Mechelsesteenweg 227 1933- Sterrebeek,,20224771,Flemish Brabant,,,,,,,Connected,,,,,,Non flood zone,,,,,,,,,,,,,,,,,,,,,No,No,No,No,Town-house,No,No,Another type of area,,,No,,,,,,307,,,,,,,,,,,,,,,,,,,,,
9988548,9988548,house,house,379000,forsale,1761,m,,1918,asnew,,259,3,593,,,,,,,,,,Flemish Brabant,,,1918,As new,,,,,,138m²square meters,21m²square meters,,,24m²square meters,3,14m²square meters,12m²square meters,42m²square meters,,,1,1,No,,No,,593m²square meters,No,,,,,259 kWh/m²kilowatt hour per square meters,C,20220623-0002628975-RES-1,Not specified,Not specified,,Yes,"€ 379,000379000 €",€ 588588 €,No,André Dumontlaan 210 3600- Genk,http://www.steegmans.be,Kerkstraat 47,Flemish Brabant,,5 m,,,,5 mmeters,Connected,,,,,,Non flood zone,,South West,,,No,,,,No,No,No,No,,,,,,,,,,,,,,No,No,"Living area (residential, urban or rural)",Yes,Yes,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,
10000449,10000449,house,house,464000,forsale,3270,m,installed,1985,asnew,,489,4,1214,true,true,1214,,,,1,,,Flemish Brabant,,,1985,As new,,1,,Urban,,215m²square meters,,,Installed,17m²square meters,4,18m²square meters,35m²square meters,31m²square meters,8m²square meters,,1,2,No,30m²square meters,,,1214m²square meters,No,,No,Yes,No,489 kWh/m²kilowatt hour per square meters,E,Not specified,Not specified,Not specified,,Yes,"€ 464,000464000 €",,No,August Nihoulstraat 78 3270- Scherpenheuvel,http://www.immopersyn.be,SCHMOL60,Flemish Brabant,,13 m,,,,20 mmeters,Connected,1214m²square meters,,No,No,Yes,Non flood zone,,West,,,No,,,,No,No,No,No,,,No,,No,,,,,,,,All kind,No,No,"Living area (residential, urban or rural)",,Yes,No,,23m²square meters,No,,,,,,,,,,,,,,,,,,,,,,,,
10103810,10103810,house,house,485000,forsale,3220,m,,1982,torenovate,fueloil,471,3,1227,,,,true,,,1,4,,Flemish Brabant,After signing the deed,,1982,To renovate,4,1,4,,,185m²square meters,45m²square meters,,,15m²square meters,3,15m²square meters,14m²square meters,10m²square meters,,,1,,,,,,1227m²square meters,,,,,,471 kWh/m²kilowatt hour per square meters,E,20220813-0002655629-RES1,Not specified,Not specified,Fuel oil,Yes,"€ 485,000485000 €","€ 1,5611561 €",No,Rotselaarsebaan 24 3220- Holsbeek,http://www.immosurplus.be,4898308,Flemish Brabant,,,,,,,,,15m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,"Living area (residential, urban or rural)",,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
10121427,10121427,house,house,560000,forsale,1570,m,,1954,good,fueloil,507,4,1683,,,,true,,,,,,Flemish Brabant,,,1954,Good,4,,,,Link to the virtual visit,198m²square meters,,,,,4,,,,,,1,,,,No,No,1683m²square meters,Yes,Yes,No,No,No,507 kWh/m²kilowatt hour per square meters,F,20210212-0002357599-RES-1,Not specified,Not specified,Fuel oil,Yes,"€ 560,000560000 €","€ 1,1471147 €",No,Oudstrijdersplein 24 9400- Ninove,,,Flemish Brabant,,,,,,,Not connected,,,No,,Yes,Non flood zone,,,,,,,,,,,,,,,,,,No,No,,No,No,No,No,,No,No,Another type of area,,,No,,,,,,507,,,,,,,,,,,,,,,,,,,,,
10135054,10135054,house,villa,630000,forsale,1730,m,,1989,asnew,gas,139,4,682,,,,true,,,1,,,Flemish Brabant,After signing the deed,,1989,As new,4,1,,,,217m²square meters,,,,,4,,,,,,2,,,,,,682m²square meters,,Yes,,,,139 kWh/m²kilowatt hour per square meters,B,20220905-0002668226-RES-1,Not specified,Not specified,Gas,Yes,"€ 630,000630000 €","€ 1,9681968 €",No,Poststraat 51 1500- Halle,,,Flemish Brabant,,,,,,,,,,,,Yes,Possible flood zone,,South East,,,,,,,,,,,,,,,,,,,No,,Yes,,,Yes,,,Yes,Yes,Yes,,,,,,,Stefaan Smets,,,,,,,,,,,,,,,,,,,,
10122054,10122054,house,house,499000,forsale,1861,m,installed,,asnew,gas,215,3,280,,,1,true,true,,,4,,Flemish Brabant,To be defined,,,As new,4,,4,,,235m²square meters,,Yes,Installed,,3,,,,,,1,,Yes,,,No,280m²square meters,Yes,,No,Yes,No,215 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,Gas,Yes,"€ 499,000499000 €",,No,,,,Flemish Brabant,,,1,,,,,1m²square meter,1m²square meter,No,Yes,Yes,Non flood zone,,South West,,Yes,No,Yes,Yes,,No,No,No,No,South West,1,No,No,No,No,No,Yes,No,No,No,No,All kind,,,"Living area (residential, urban or rural)",,Yes,,,,,"Yes, conform",,,,,,,,,,,,,,,,,,,,,,,
9959523,9959523,house,mixedusebuilding,695000,forsale,1930,m,,,good,gas,,2,151,,true,,true,,,,,,Flemish Brabant,After signing the deed,,,Good,2,,,,,318m²square meters,37m²square meters,,,,2,,,,,,1,,No,,,,151m²square meters,Yes,Yes,No,,,Not specified,Not specified,Not specified,Not specified,Not specified,Gas,Yes,"€ 695,000695000 €","€ 2,4312431 €",Yes,Av. Albert 1er 2a 1342- Ottignies (Limelette),http://www.immoschmidtprivilege.be/,W6750,Flemish Brabant,,5.5 m,,,,,Connected,,,,,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9982080,9982080,house,villa,1000000,forsale,1640,m,installed,,good,,414,4,1390,,,,,,,,,,Flemish Brabant,,,,Good,,,,,Link to the virtual visit,315m²square meters,50m²square meters,,Installed,,4,,,,,,2,3,,,No,,1390m²square meters,,,,,,414 kWh/m²kilowatt hour per square meters,E,Not specified,Not specified,Not specified,,Yes,"€ 1,000,0001000000 €","€ 3,7203720 €",No,Chemin des Noces 40 1410- Waterloo,http://www.agence66.be,517 - 1515,Flemish Brabant,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9952737,9952737,house,villa,825000,forsale,3191,m,,1978,good,fueloil,326,4,1518,,,,true,true,,,1,,Flemish Brabant,,,1978,Good,4,,1,,Link to the virtual visit,335m²square meters,,,,16m²square meters,4,,,,,,2,,Yes,,No,No,1518m²square meters,Yes,Yes,No,Yes,No,326 kWh/m²kilowatt hour per square meters,D,202205160002006761,Not specified,Not specified,Fuel oil,No,"€ 825,000825000 €","€ 2,3872387 €",No,Mechelsesteenweg 227 1933- Sterrebeek,,40220011,Flemish Brabant,,,,30m²square meters,,,Connected,,,No,,Yes,Non flood zone,,,,,,,Yes,,,,,,,,,,,No,No,,No,No,No,No,Villa,No,No,Another type of area,,,No,,,,,,326,,,,,,,,,,,,,,,,,,,,,
9978671,9978671,house,bungalow,280000,forsale,3450,m,semiequipped,1968,,gas,604,3,530,,,,,,,2,3,,Flemish Brabant,After signing the deed,,1968,,4,2,3,,,250m²square meters,,,Semi equipped,,3,,,,,,1,1,No,,No,,530m²square meters,,,,,,604 kWh/m²kilowatt hour per square meters,F,Not specified,Not specified,Not specified,Gas,Yes,"€ 280,000280000 €",€ 937937 €,No,Houwaartstraat 134 3210- Linden,http://www.cdsimmo.be,VK022037/18,Flemish Brabant,,,1,,,,,,,,,,Non flood zone,1,South West,,,No,,,,,,,,,,,,,,,,No,,,,,No,No,"Living area (residential, urban or rural)",Yes,Yes,Yes,,,No,No,,,,,,,,,,,,,,,,,,,,,,,
10141077,10141077,house,house,355000,forsale,3150,m,hyperequipped,1976,good,gas,190,4,390,true,,,true,,,1,3,,Flemish Brabant,To be defined,,1976,Good,3,1,3,,,178m²square meters,19m²square meters,Yes,Hyper equipped,,4,12m²square meters,11m²square meters,10m²square meters,6m²square meters,,1,2,,,No,,390m²square meters,Yes,Yes,,,,190 kWh/m²kilowatt hour per square meters,B,20220927-0002683553-RES-2,Not specified,Not specified,Gas,Yes,"€ 355,000355000 €",,No,Schrieksebaan 53B001 3120- Tremelo,http://www.future-home.be,4945653,Flemish Brabant,,,,,Yes,,Connected,,,,,Yes,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Extended residential area,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
10075645,10075645,house,villa,1490000,forsale,3000,m,hyperequipped,1980,asnew,pellet,79,6,3000,,,2600,,true,true,2,4,,Flemish Brabant,,,1980,As new,4,2,4,,Link to the virtual visit,550m²square meters,40m²square meters,,Hyper equipped,23m²square meters,6,26m²square meters,36m²square meters,23m²square meters,24m²square meters,12m²square meters,2,3,Yes,,No,,3000m²square meters,,,No,Yes,Yes,79 kWh/m²kilowatt hour per square meters,A,20220209-0002538594-RES-1,Not specified,Not specified,Pellet,Yes,"€ 1,490,0001490000 €","€ 2,8972897 €",No,Louis Melsensstraat 8 3000- Leuven,http://www.verimass.be,spir6195,Flemish Brabant,,19 m,,19m²square meters,,45 mmeters,,2600m²square meters,,No,No,Yes,Non flood zone,,South West,No,,No,,,,,,,,,,No,,Yes,,,,Yes,,,,,No,No,Residential park,,Yes,No,,,No,No,,,,,,,,,,,,,,,,,,,,,,,
10144848,10144848,house,house,220000,forsale,3202,m,,1936,torenovate,,1343,3,932,,true,,,,,,,,Flemish Brabant,,,1936,To renovate,,,,Urban,,234m²square meters,,,,,3,,,,,,,,No,,,,932m²square meters,No,,,,,1343 kWh/m²kilowatt hour per square meters,F,20211018-0002479488-RES-1,Not specified,Not specified,,No,"€ 220,000220000 €",,No,August Nihoulstraat 78 3270- Scherpenheuvel,http://www.immopersyn.be,RILDIE631C,Flemish Brabant,,10 m,,,,14 mmeters,Connected,,,,,,Non flood zone,,South,,,No,,,Yes,No,No,No,No,,,,,,,,,,,,,,No,No,"Living area (residential, urban or rural)",Yes,Yes,Yes,117m²square meters,,No,,,,,,,,,,,,,,,,,,,,,,,,
10163886,10163886,house,house,400000,forsale,1671,m,,,,fueloil,506,4,1583,,true,,,true,,1,,,Flemish Brabant,,,,,,1,,,,315m²square meters,,,,,4,,,,,,2,2,Yes,,,,1583m²square meters,No,,No,Yes,No,506 kWh/m²kilowatt hour per square meters,F,Not specified,Not specified,Not specified,Fuel oil,No,"€ 400,000400000 €",€ 981981 €,No,Edingsesteenweg 91 1755- Gooik,http://www.vastgoeddevospajottenland.be,P/VW361,Flemish Brabant,,11 m,,,,,Connected,,,No,No,Yes,,,,,Yes,Yes,,,Yes,No,No,No,No,,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
