,id,type,subtype,price,transactionType,zip,visualisationOption,kitchen_type,building_constructionYear,building_condition,energy_heatingType,certificates_primaryEnergyConsumptionLevel,bedroom_count,land_surface,atticExists,basementExists,outdoor_garden_surface,outdoor_terrace_exists,specificities_SME_office_exists,wellnessEquipment_hasSwimmingPool,parking_parkingSpaceCount_indoor,parking_parkingSpaceCount_outdoor,condition_isNewlyBuilt,Province,Available as of,Available date,Construction year,Building condition,Number of frontages,Outdoor parking spaces,Surroundings type,Living area,Living room surface,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bathrooms,Shower rooms,Toilets,Office surface,Office,Furnished,Surface of the plot,Connection to sewer network,"Gas, water &amp; electricity",Garden surface,Elevator,Accessible for disabled people,TV cable,Swimming pool,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,As built plan,Heating type,Planning permission obtained,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Price,Cadastral income,Tenement building,Address,Website,External reference,Province,Street frontage width,Covered parking spaces,Bedroom 3 surface,Bedroom 4 surface,Basement,Attic,Width of the lot on the street,Terrace surface,Double glazing,Total ground floor buildable,Virtual visit,Bedroom 5 surface,Conformity certification for fuel tanks,Terrace,Neighbourhood or locality,Dining room,Secure access / alarm,Dressing room,Basement surface,Land is facing street,Wooded land,Plot at rear,Flat land,Garden,Garden orientation,Caretaker,Intercom,Visio phone,Type of building,Obligation to build,E-level (overall energy performance),Thermic solar panels,How many fireplaces?,Laundry room,Professional space surface,Professional space,Attic surface,Armored door,Terrace orientation,Number of annexes,Air conditioning,Jacuzzi,Sauna,Internet,Heat pump,Photovoltaic solar panels,Common water heater,Living room,Agent's name,Current monthly revenue,Isolated,Venue of the sale,Single session,Terms of visit,Starting price,Property name,Percentage rented,Monthly charges,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitants,Date of the sale
10081752,10081752,house,townhouse,245000,forsale,9600,xl,semiequipped,1958,tobedoneup,gas,296,3,169,true,true,104,,true,,1,,,East Falnders,After signing the deed,November 14 2022 - 12:00 AM,1958,To be done up,2,,Isolated,172m²square meters,,Semi equipped,,3,6m²square meters,12m²square meters,1,,1,,Yes,No,169m²square meters,Connected,Yes,104m²square meters,No,Yes,Yes,No,296 kWh/m²kilowatt hour per square meters,C,2610734,7182 kg CO₂/m²,Not specified,No,Gas,,No,Yes,No,Non flood zone,"Living area (residential, urban or rural)","€ 245,000245000 €",€ 743743 €,No,Stationstraat 30 9600- Ronse,,4895513,East Falnders,6 m,1,22m²square meters,,Yes,Yes,6 mmeters,,Yes,65m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9995587,9995587,house,house,249500,forsale,9600,xl,hyperequipped,1900,good,fueloil,376,4,280,,,150,true,,,,,,East Falnders,After signing the deed,October 1 2022 - 12:00 AM,1900,Good,2,,Urban,290m²square meters,30m²square meters,Hyper equipped,22m²square meters,4,20m²square meters,20m²square meters,1,1,2,,,No,280m²square meters,Connected,Yes,150m²square meters,No,No,Yes,No,376 kWh/m²kilowatt hour per square meters,D,20220630-0002632998-RES-1,9999 kg CO₂/m²,Not specified,,Fuel oil,,No,Yes,No,Non flood zone,"Living area (residential, urban or rural)","€ 249,500249500 €",€ 555555 €,No,Stationstraat 30 9600- Ronse,,4803484,East Falnders,5.1 m,,14m²square meters,14m²square meters,,,5.1 mmeters,15m²square meters,Yes,135m²square meters,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9969349,9969349,house,mixedusebuilding,305000,forsale,9600,xl,installed,1900,torenovate,gas,651,5,1195,true,true,555,true,true,,2,6,,East Falnders,After signing the deed,October 14 2022 - 12:00 AM,1900,To renovate,4,6,"Living area (residential, urban or rural)",302m²square meters,,Installed,,5,14m²square meters,16m²square meters,1,1,2,,Yes,No,1195m²square meters,Connected,Yes,555m²square meters,No,No,Yes,No,651 kWh/m²kilowatt hour per square meters,F,2359958,9999 kg CO₂/m²,Not specified,No,Gas,,No,Yes,No,Non flood zone,"Living area (residential, urban or rural)","€ 305,000305000 €",€ 710710 €,Yes,Stationstraat 30 9600- Ronse,,4770765,East Falnders,28 m,2,20m²square meters,12m²square meters,Yes,Yes,32 mmeters,45m²square meters,,480m²square meters,,13m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10119830,10119830,house,mansion,279000,forsale,9600,xl,installed,1945,justrenovated,gas,208,5,156,true,true,,true,true,,,,,East Falnders,After signing the deed,December 20 2022 - 12:00 AM,1945,Just renovated,2,,Urban,258m²square meters,32m²square meters,Installed,12m²square meters,5,12m²square meters,18m²square meters,2,,2,12m²square meters,Yes,No,156m²square meters,Connected,Yes,,No,No,Yes,No,208 kWh/m²kilowatt hour per square meters,C,1269813,4577 kg CO₂/m²,Not specified,No,Gas,Yes,No,Yes,No,Non flood zone,"Living area (residential, urban or rural)","€ 279,000279000 €",€ 832832 €,No,Stationstraat 30 9600- Ronse,,4930229,East Falnders,5.5 m,,19m²square meters,12m²square meters,Yes,Yes,5.5 mmeters,29m²square meters,Yes,196m²square meters,,18m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10092051,10092051,house,house,269000,forsale,9000,xl,notinstalled,1918,torestore,gas,675,5,150,,true,48,,,,,,,East Falnders,After signing the deed,,1918,To restore,3,,"Living area (residential, urban or rural)",168m²square meters,39m²square meters,Not installed,,5,17m²square meters,12m²square meters,1,,1,,,No,150m²square meters,,Yes,48m²square meters,,,,,675 kWh/m²kilowatt hour per square meters,F,Not specified,Not specified,Not specified,No,Gas,,,,,,,"€ 269,000269000 €",€ 525525 €,No,Sluizeken 16 9000- Gent,http://www.trevi.be,10389 -,East Falnders,5 m,,18m²square meters,12m²square meters,Yes,,5 mmeters,,Yes,,,18m²square meters,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9899652,9899652,house,house,265000,forsale,9600,xl,installed,1925,justrenovated,gas,192,3,675,true,,450,true,,,,,,East Falnders,After signing the deed,September 1 2022 - 12:00 AM,1925,Just renovated,2,,Isolated,152m²square meters,12m²square meters,Installed,10m²square meters,3,12m²square meters,10m²square meters,1,,1,,,No,675m²square meters,Connected,Yes,450m²square meters,No,No,Yes,No,192 kWh/m²kilowatt hour per square meters,B,20220419,4692 kg CO₂/m²,Not specified,No,Gas,,No,Yes,No,Non flood zone,"Living area (residential, urban or rural)","€ 265,000265000 €",€ 645645 €,No,Stationstraat 30 9600- Ronse,,4754853,East Falnders,5 m,,18m²square meters,,,Yes,5 mmeters,7m²square meters,Yes,110m²square meters,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10081543,10081543,house,house,260000,forsale,9280,xl,installed,1955,good,fueloil,538,3,238,true,,100,true,,,,1,,East Falnders,After signing the deed,,1955,Good,2,1,"Living area (residential, urban or rural)",169m²square meters,29m²square meters,Installed,16m²square meters,3,14m²square meters,8m²square meters,1,1,1,,No,,238m²square meters,Connected,Yes,100m²square meters,No,No,Yes,No,538 kWh/m²kilowatt hour per square meters,F,20220816-0002656280-RES-1,Not specified,Not specified,,Fuel oil,,,,,Non flood zone,,"€ 260,000260000 €",€ 463463 €,No,,,,East Falnders,6 m,,13m²square meters,,,,,12m²square meters,Yes,,,,"Yes, conform",,,Yes,Yes,Yes,,Yes,No,No,Yes,,South,No,Yes,No,,,,No,,Yes,20m²square meters,No,41m²square meters,Yes,South,1,No,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,
10099202,10099202,house,house,375000,forsale,9700,xl,installed,1969,justrenovated,gas,198,3,744,true,true,425,true,,,1,3,,East Falnders,After signing the deed,December 6 2022 - 12:00 AM,1969,Just renovated,3,3,"Living area (residential, urban or rural)",239m²square meters,,Installed,,3,24m²square meters,15m²square meters,1,1,2,,,No,744m²square meters,,Yes,425m²square meters,No,No,Yes,No,198 kWh/m²kilowatt hour per square meters,B,1480756,6789 kg CO₂/m²,Not specified,,Gas,Yes,No,No,No,Possible flood zone,"Living area (residential, urban or rural)","€ 375,000375000 €",€ 592592 €,No,Stationstraat 30 9600- Ronse,,4874766,East Falnders,7 m,1,15m²square meters,,Yes,Yes,11.3 mmeters,20m²square meters,Yes,153m²square meters,,,,,Vlaamse Ardennen,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,
10129594,10129594,housegroup,housegroup,310500-354500,forsale,9600,xl,,,,,,,,,,,,,,,,1,East Falnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,,,,,,No,Grote Markt 35 9600- Ronse,http://www.immobeguin.be/,9514 -,East Falnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10099123,10099123,house,house,359000,forsale,9000,xl,usainstalled,1946,good,gas,393,4,70,true,true,,true,,,,,,East Falnders,After signing the deed,December 1 2022 - 12:00 AM,1946,Good,2,,Urban,135m²square meters,32m²square meters,USA installed,23m²square meters,4,12m²square meters,11m²square meters,1,1,1,,,No,70m²square meters,Connected,Yes,,No,No,Yes,No,393 kWh/m²kilowatt hour per square meters,D,20211108-0002490100-RES-1,9999 kg CO₂/m²,Not specified,No,Gas,Yes,No,,No,Non flood zone,"Living area (residential, urban or rural)","€ 359,000359000 €",€ 480480 €,No,Sint-Denijslaan 1 9000- Gent,http://www.immodavinci.be,4897131,East Falnders,4.28 m,,12m²square meters,14m²square meters,Yes,Yes,4.28 mmeters,7m²square meters,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10115913,10115913,housegroup,housegroup,317203-484545.5,forsale,9160,xl,,,,,,,,,,,,,,,,1,East Falnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,Yes,Yes,No,,Non flood zone,,,,No,Damstraat 131 bus1 9800- St-Martens-Leerne,http://www.infinimo.be,15325 - SV,East Falnders,,,,,,,,,,,Link to the virtual visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10087732,10087732,housegroup,housegroup,325000-380000,forsale,9890,xl,,,,,,,,,,,,,,,,1,East Falnders,At delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,Yes,No,No,No,Non flood zone,,,,No,Sint-Denijslaan 1 9000- Gent,http://www.immodavinci.be,4898254,East Falnders,,,,,,,,,,,,,,,Oost-Vlaanderen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10004706,10004706,housegroup,housegroup,349500-399000,forsale,9660,xl,,,,,,,,,,,,,,,,1,East Falnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,,,,,,No,Grote Markt 35 9600- Ronse,http://www.immobeguin.be/,17200 - VK 3966,East Falnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9817868,9817868,housegroup,housegroup,359000-399000,forsale,9220,xl,,,,,,,,,,,,,,,,1,East Falnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,,,,,,No,Bazelstraat 32 9150- Kruibeke,http://www.dewaele.com,D9150-22027,East Falnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9836043,9836043,housegroup,housegroup,405000-405000,forsale,9870,xl,,,,,,,,,,,,,,,,1,East Falnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,Yes,,,No,Non flood zone,,,,No,Laurent Delvauxstraat 2 9000- Gent,http://www.urbis.be,"OLYMPIA, MACHELEN",East Falnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All kind,No,,,,,,,,,,,,,,,,,,,Leroy Rudy,,,,,,,,,,,,,,,,,,
10117342,10117342,house,villa,589000,forsale,9041,xl,installed,2003,good,gas,265,4,703,,,420,true,,,1,3,,East Falnders,After signing the deed,,2003,Good,4,3,"Living area (residential, urban or rural)",160m²square meters,30m²square meters,Installed,11m²square meters,4,15m²square meters,10m²square meters,1,,2,,,No,703m²square meters,Connected,Yes,420m²square meters,No,No,Yes,No,265 kWh/m²kilowatt hour per square meters,C,20220808,Not specified,Not specified,,Gas,Yes,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 589,000589000 €","€ 1,2511251 €",No,Sint-Denijslaan 1 9000- Gent,http://www.immodavinci.be,4902299,East Falnders,10 m,1,9m²square meters,9m²square meters,,,10 mmeters,,Yes,97m²square meters,,,,Yes,Oost-Vlaanderen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10107467,10107467,house,house,380000,forsale,9140,xl,installed,1958,torenovate,gas,773,4,902,,true,800,true,,,1,3,,East Falnders,After signing the deed,,1958,To renovate,4,3,Urban,168m²square meters,33m²square meters,Installed,13m²square meters,4,14m²square meters,14m²square meters,2,,3,,,No,902m²square meters,Connected,Yes,800m²square meters,,,,,773 kWh/m²kilowatt hour per square meters,F,20220802-0002649515-RES-1,Not specified,Not specified,,Gas,Yes,No,No,No,Possible flood zone,"Living area (residential, urban or rural)","€ 380,000380000 €",€ 637637 €,No,"Oude zandstraat , 30 9120- Beveren",http://www.c21locus.be,4928534,East Falnders,10 m,1,12m²square meters,11m²square meters,,,,15m²square meters,,,,,,,9140 Temse - Elversele - Steendorp - Tielrode,,,,84m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10071526,10071526,housegroup,housegroup,463000-605000,forsale,9000,xl,,,,,,,,,,,,,,,,1,East Falnders,At delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,Yes,No,Yes,No,Non flood zone,,,,No,Sint-Denijslaan 1 9000- Gent,http://www.immodavinci.be,4891422,East Falnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9842651,9842651,housegroup,housegroup,410000-410000,forsale,9660,xl,,,,,,,,,,,,,,,,1,East Falnders,To be defined,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,Yes,No,No,No,Non flood zone,,,,No,Steenweg op Aalst 96 9620- Zottegem,http://www.immofrancois.be,,East Falnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9859951,9859951,housegroup,housegroup,490000-490000,forsale,9100,xl,,,,,,,,,,,,,,,,1,East Falnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,Yes,Yes,No,,Non flood zone,,,,No,Vesten 47 9120- Beveren,,2187 -,East Falnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10164687,10164687,house,villa,365000,forsale,9400,xl,semiequipped,1962,good,,700,3,964,,true,,true,,,1,,,East Falnders,After signing the deed,,1962,Good,4,,,271m²square meters,,Semi equipped,17m²square meters,3,14m²square meters,14m²square meters,1,,1,,,No,964m²square meters,,,,,,,,700 kWh/m²kilowatt hour per square meters,F,Not specified,Not specified,Not specified,No,,,,,,,,"€ 365,000365000 €",,No,Grote Markt 35 9600- Ronse,http://www.immobeguin.be/,20816 - VK,East Falnders,,1,12m²square meters,,,,,,,,,,,Yes,,,,,28m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10166758,10166758,house,apartmentblock,765000,forsale,9000,xl,usasemiequipped,1950,good,gas,227,6,59,,,,,,,,,,East Falnders,After signing the deed,June 30 2022 - 12:00 AM,1950,Good,2,,Urban,,,USA semi equipped,,6,23m²square meters,21m²square meters,6,6,6,,,No,59m²square meters,Connected,Yes,,No,No,Yes,No,227 kWh/m²kilowatt hour per square meters,C,20220525-0002611420-RES-1,671 kg CO₂/m²,Not specified,,Gas,,No,Yes,No,Non flood zone,Residential area with cultural historical aesthetic value,"€ 765,000765000 €","€ 1,7071707 €",Yes,Sint-Denijslaan 1 9000- Gent,http://www.immodavinci.be,4973677,East Falnders,,,20m²square meters,20m²square meters,,,,,Yes,,,20m²square meters,,,Gent en omstreken,,,,,,,,,,,,Yes,,,,,Yes,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,
10094291,10094291,house,countrycottage,389000,forsale,9550,xl,installed,1892,good,gas,413,2,892,,true,750,,,,,,,East Falnders,To be defined,,1892,Good,4,,Landscape,192m²square meters,,Installed,,2,,,1,,2,,No,,892m²square meters,Connected,Yes,750m²square meters,No,No,Yes,No,413 kWh/m²kilowatt hour per square meters,E,0002669521-RES-1,Not specified,Not specified,,Gas,,,,,Non flood zone,,"€ 389,000389000 €",€ 234234 €,No,,,,East Falnders,16 m,,,,Yes,,,,Yes,,,,,,,Yes,No,No,,No,No,Yes,No,,South West,No,No,No,,,,No,1,Yes,,No,,No,,2,No,No,No,Yes,No,No,No,Yes,,,,,,,,,,,,,,,,,,,
9136071,9136071,housegroup,housegroup,509500-524500,forsale,9000,xl,,,,,,,,,,,,,,,,1,East Falnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,Yes,Yes,No,No,Non flood zone,,,,No,Industrieweg 76 9032- Wondelgem,http://www.oryx-projects.be,TONDELIER WONINGEN I,East Falnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10082451,10082451,house,house,249000,forsale,9600,xl,installed,1959,good,gas,368,2,468,,,,,,,,,,East Falnders,,,1959,Good,3,,Urban,152m²square meters,,Installed,,2,,,1,,2,,,No,468m²square meters,,,,,,,,368 kWh/m²kilowatt hour per square meters,D,2609899,Not specified,Not specified,,Gas,Yes,No,Yes,No,Non flood zone,"Living area (residential, urban or rural)","€ 249,000249000 €",€ 649649 €,No,Nederstraat 2 9700- Oudenaarde,http://www.dewaele.com,D9700-22076,East Falnders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10164924,10164924,house,villa,329000,forsale,9500,xl,usahyperequipped,2023,asnew,gas,,3,406,,,,true,,,1,1,1,East Falnders,At delivery,March 1 2024 - 12:00 AM,2023,As new,3,1,Countryside,177m²square meters,27m²square meters,USA hyper equipped,12m²square meters,3,19m²square meters,13m²square meters,1,,2,,,No,406m²square meters,Connected,Yes,,No,No,Yes,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,Gas,Yes,Yes,No,,Possible flood zone,"Living area (residential, urban or rural)","€ 329,000329000 €",,No,Sint-Denijslaan 1 9000- Gent,http://www.immodavinci.be,4972766,East Falnders,7.2 m,1,11m²square meters,,,,,,Yes,,,,,Yes,Oost-Vlaanderen,,,,,,,,,,,,,,,,30,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10164922,10164922,house,villa,327000,forsale,9500,xl,usahyperequipped,2023,asnew,gas,,3,343,,,,true,,,1,1,1,East Falnders,At delivery,March 1 2024 - 12:00 AM,2023,As new,3,1,Countryside,181m²square meters,27m²square meters,USA hyper equipped,12m²square meters,3,19m²square meters,13m²square meters,1,,2,,,No,343m²square meters,Connected,Yes,,No,No,Yes,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,Gas,Yes,Yes,No,,Possible flood zone,"Living area (residential, urban or rural)","€ 327,000327000 €",,No,Sint-Denijslaan 1 9000- Gent,http://www.immodavinci.be,4972765,East Falnders,7.2 m,1,10m²square meters,,,,,,Yes,,,,,Yes,Oost-Vlaanderen,,,,,,,,,,,,,,,,30,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162581,10162581,house,house,364000,forsale,9470,xl,usahyperequipped,1976,asnew,,413,3,418,,true,43,true,,,1,,,East Falnders,After signing the deed,October 7 2022 - 12:00 AM,1976,As new,3,,"Living area (residential, urban or rural)",130m²square meters,28m²square meters,USA hyper equipped,,3,13m²square meters,15m²square meters,1,1,2,,,No,418m²square meters,Connected,Yes,43m²square meters,No,No,Yes,No,413 kWh/m²kilowatt hour per square meters,E,Not specified,12 kg CO₂/m²,Not specified,,,,,No,,Non flood zone,"Living area (residential, urban or rural)","€ 364,000364000 €",,No,Chaussée d'Alsemberg 528 1180- Uccle,,4969304,East Falnders,,1,9m²square meters,,Yes,,,11m²square meters,Yes,190m²square meters,,,,,,Yes,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10164923,10164923,house,villa,329000,forsale,9500,xl,usahyperequipped,2023,asnew,gas,,3,353,,,,true,,,1,1,1,East Falnders,At delivery,March 1 2024 - 12:00 AM,2023,As new,3,1,Countryside,184m²square meters,27m²square meters,USA hyper equipped,12m²square meters,3,19m²square meters,14m²square meters,1,,2,,,No,353m²square meters,Connected,Yes,,No,No,Yes,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,Gas,Yes,Yes,No,,Possible flood zone,"Living area (residential, urban or rural)","€ 329,000329000 €",,No,Sint-Denijslaan 1 9000- Gent,http://www.immodavinci.be,4972764,East Falnders,7.2 m,1,10m²square meters,,,,,,Yes,,,,,Yes,Oost-Vlaanderen,,,,,,,,,,,,,,,,30,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10164921,10164921,house,villa,329000,forsale,9500,xl,usahyperequipped,2023,asnew,gas,,3,362,,,,true,,,1,1,1,East Falnders,At delivery,March 1 2024 - 12:00 AM,2023,As new,3,1,Countryside,184m²square meters,27m²square meters,USA hyper equipped,12m²square meters,3,19m²square meters,13m²square meters,1,,2,,,No,362m²square meters,Connected,Yes,,No,No,Yes,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,Gas,Yes,Yes,No,,Possible flood zone,"Living area (residential, urban or rural)","€ 329,000329000 €",,No,Sint-Denijslaan 1 9000- Gent,http://www.immodavinci.be,4972767,East Falnders,7.2 m,1,11m²square meters,,,,,,Yes,,,,,Yes,Oost-Vlaanderen,,,,,,,,,,,,,,,,30,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10156449,10156449,house,mansion,1495000,forsale,9000,xl,installed,2012,asnew,,172,2,220,,true,,true,,,2,,,East Falnders,After signing the deed,,2012,As new,,,,220m²square meters,,Installed,,2,,,2,,2,,,No,220m²square meters,,,,Yes,,,,172 kWh/m²kilowatt hour per square meters,B,20220407-0002580121-res-1,Not specified,Not specified,No,,Yes,Yes,No,,Non flood zone,Residential area with cultural historical aesthetic value,"€ 1,495,0001495000 €","€ 2,0082008 €",No,"Roterijstraat, 202 8793- Waregem",http://www.immobeguin.be/,20767 - VK 4158,East Falnders,,2,,,Yes,,,116m²square meters,Yes,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10156511,10156511,house,mixedusebuilding,249000,forsale,9690,xl,installed,2015,good,,58,2,110,,,,true,,,1,,,East Falnders,After signing the deed,,2015,Good,,,,110m²square meters,,Installed,,2,16m²square meters,10m²square meters,1,,1,,,No,110m²square meters,,,,,,,,58 kWh/m²kilowatt hour per square meters,A,45060_G_B 12/06/EP01773/A001/D01/SD002,Not specified,Not specified,No,,,,,,,,"€ 249,000249000 €",€ 932932 €,Yes,Grote Markt 35 9600- Ronse,http://www.immobeguin.be/,20760 - VK 4059,East Falnders,,1,,,,,,24m²square meters,Yes,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10090743,10090743,house,house,189000,forsale,9100,xl,notinstalled,1955,torenovate,gas,511,2,58,,,,true,,,,,,East Falnders,After signing the deed,,1955,To renovate,2,,Urban,76m²square meters,25m²square meters,Not installed,9m²square meters,2,15m²square meters,10m²square meters,1,,2,,,No,58m²square meters,Connected,No,,,,,,511 kWh/m²kilowatt hour per square meters,F,20220901-0002666643-ES-1,Not specified,Not specified,,Gas,,No,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 189,000189000 €",€ 270270 €,No,"Oude zandstraat , 30 9120- Beveren",http://www.c21locus.be,4850027,East Falnders,,,,,,,,,,,,,,Yes,9100 Sint-Niklaas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10156447,10156447,house,mansion,1495000,forsale,9000,xl,installed,2012,asnew,,172,2,220,,true,,true,,,2,,,East Falnders,After signing the deed,,2012,As new,,,,220m²square meters,,Installed,,2,,,2,,2,,,No,220m²square meters,,,,Yes,,,,172 kWh/m²kilowatt hour per square meters,B,20220407-0002580121-res-1,Not specified,Not specified,No,,Yes,Yes,No,,Non flood zone,Residential area with cultural historical aesthetic value,"€ 1,495,0001495000 €","€ 2,0082008 €",No,"Roterijstraat, 202 8793- Waregem",http://www.immobeguin.be/,20765 - VK 4158,East Falnders,,2,,,Yes,,,116m²square meters,Yes,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
