,Available as of,Neighbourhood or locality,Construction year,Building condition,Number of frontages,Covered parking spaces,Surroundings type,Virtual visit,Living area,Living room surface,Dining room,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bedroom 4 surface,Bathrooms,Shower rooms,Toilets,Office surface,Office,Basement surface,Attic surface,Furnished,Surface of the plot,Connection to sewer network,"Gas, water &amp; electricity",Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,Heating type,Double glazing,Price,Cadastral income,Tenement building,Address,Website,External reference,Province,Street frontage width,Outdoor parking spaces,Attic,Width of the lot on the street,Terrace,Total ground floor buildable,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Elevator,Accessible for disabled people,TV cable,Swimming pool,Basement,Garden surface,Terrace surface,Living room,Planning permission obtained,Bedroom 5 surface,As built plan,Available date,Secure access / alarm,Intercom,Professional space,Armored door,Jacuzzi,Sauna,E-level (overall energy performance),Conformity certification for fuel tanks,Heat pump,Photovoltaic solar panels,Thermic solar panels,Common water heater,Garden,Garden orientation,Dressing room,Laundry room,Land is facing street,Wooded land,Plot at rear,Flat land,Terrace orientation,Extra information,Professional space surface,How many fireplaces?,Obligation to build,Venue of the sale,Single session,Terms of visit,Starting price,Agent's name,Caretaker,Air conditioning,Visio phone,Internet,Type of building,Isolated,Number of annexes,Current monthly revenue,Property name,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitants,Percentage rented,Monthly charges,Architectural style,Construction delay,Energy performance,Is architect included in sale price,Is blower door test included,Kitchen included,Is outskirts arrangements included,Is safety coordinator included in sale price,Is soil investigation included in price,Is stability engineer included
10072094,Depending on the tenant,Zone Centre Province du Luxembourg,1963,As new,4,1,Countryside,Link to the virtual visit,208m²square meters,16m²square meters,Yes,USA installed,14m²square meters,3,23m²square meters,12m²square meters,8m²square meters,,1,1,2,5m²square meters,Yes,8m²square meters,20m²square meters,No,916m²square meters,,No,208 kWh/m²kilowatt hour per square meters,C,20220616019391,52 kg CO₂/m²,39859 kWh/year,Fuel oil,Yes,"€ 340,000340000 €",€ 550550 €,No,Avenue de Bouillon 92 6800- Libramont,https://honesty.be/,4868612,Belgian Luxembourg,14.76 m,1,,12.5 mmeters,Yes,159m²square meters,No,No,No,Non flood zone,"Living area (residential, urban or rural)",No,No,Yes,No,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9974578,After signing the deed,Zone Nord Province du Luxembourg,,To be done up,4,1,Isolated,,135m²square meters,23m²square meters,,Semi equipped,14m²square meters,6,14m²square meters,11m²square meters,10m²square meters,15m²square meters,1,1,1,,,,,No,1203m²square meters,Connected,No,323 kWh/m²kilowatt hour per square meters,D,20160904004458,80 kg CO₂/m²,53764 kWh/year,Fuel oil,,"€ 299,000299000 €",€ 704704 €,No,Chaussée de Liège 7 6900- Marche,https://honesty.be/,4783073,Belgian Luxembourg,14.9 m,4,,32 mmeters,Yes,,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)",No,Yes,,No,,,,,,11m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10126311,After signing the deed,Zone Nord Province du Luxembourg,1910,To be done up,4,1,Countryside,Link to the virtual visit,269m²square meters,11m²square meters,Yes,Semi equipped,11m²square meters,3,12m²square meters,12m²square meters,9m²square meters,,1,1,2,,,10m²square meters,83m²square meters,No,2361m²square meters,Connected,No,474 kWh/m²kilowatt hour per square meters,F,20211120001296,117 kg CO₂/m²,62829 kWh/year,Fuel oil,Yes,"€ 249,000249000 €",€ 463463 €,No,Chaussée de Liège 7 6900- Marche,https://honesty.be/,4936138,Belgian Luxembourg,11 m,2,,11.2 mmeters,,269m²square meters,No,No,No,Non flood zone,"Living area (residential, urban or rural)",No,No,Yes,No,,2091m²square meters,14m²square meters,,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10132761,After signing the deed,Zone Sud Province du Luxembourg,,To renovate,4,1,Isolated,,210m²square meters,29m²square meters,Yes,Semi equipped,19m²square meters,4,15m²square meters,14m²square meters,14m²square meters,18m²square meters,1,2,3,,,,40m²square meters,No,1000m²square meters,,,340 kWh/m²kilowatt hour per square meters,D,20220407017726,84 kg CO₂/m²,89562 kWh/year,Fuel oil,,"€ 360,000360000 €","€ 1,2351235 €",No,Route de Longwy 572A 6700- Arlon,https://honesty.be/,4945443,Belgian Luxembourg,14 m,4,,21 mmeters,,154m²square meters,,,,,,,,,,,560m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10103785,After signing the deed,Zone Centre Province du Luxembourg,2015,As new,4,,Countryside,,262m²square meters,34m²square meters,,USA hyper equipped,20m²square meters,5,16m²square meters,18m²square meters,18m²square meters,13m²square meters,2,2,3,,,24m²square meters,,No,968m²square meters,Connected,No,66 kWh/m²kilowatt hour per square meters,A,2021080503620,Not specified,20644 kWh/year,Electric,,"€ 550,000550000 €",€ 781781 €,No,Avenue de Bouillon 92 6800- Libramont,https://honesty.be/,4785758,Belgian Luxembourg,8.82 m,,,14.79 mmeters,Yes,123m²square meters,Yes,No,No,Non flood zone,"Living area (residential, urban or rural)",,,,,,968m²square meters,,,,15m²square meters,,August 20 2022 - 12:00 AM,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10123939,After signing the deed,Zone Centre Province du Luxembourg,1958,To renovate,4,1,Isolated,Link to the virtual visit,178m²square meters,26m²square meters,Yes,Not installed,11m²square meters,6,16m²square meters,16m²square meters,11m²square meters,10m²square meters,2,,3,,,,50m²square meters,No,1145m²square meters,Connected,No,494 kWh/m²kilowatt hour per square meters,F,20220624017188,122 kg CO₂/m²,40893 kWh/year,Fuel oil,,"€ 549,000549000 €",€ 861861 €,No,Avenue de Bouillon 92 6800- Libramont,https://honesty.be/,4905638,Belgian Luxembourg,10 m,4,,20 mmeters,,180m²square meters,,,,,"Living area (residential, urban or rural)",,,,,,950m²square meters,50m²square meters,,,8m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9998989,At delivery,Zone Centre Province du Luxembourg,2023,As new,3,1,Isolated,,130m²square meters,16m²square meters,Yes,Hyper equipped,15m²square meters,4,11m²square meters,11m²square meters,12m²square meters,11m²square meters,2,,2,,,,,No,320m²square meters,Connected,No,78 kWh/m²kilowatt hour per square meters,A,RWPEB-131201,Not specified,Not specified,Gas,Yes,"€ 290,000290000 €",,No,Avenue de Bouillon 92 6800- Libramont,https://honesty.be/,4767271,Belgian Luxembourg,9 m,2,Yes,12.5 mmeters,,106m²square meters,,,,Non flood zone,Residential park,Yes,No,Yes,No,,190m²square meters,27m²square meters,,Yes,,,September 15 2023 - 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162296,Immediately,,,Good,2,1,,,280m²square meters,45m²square meters,,Hyper equipped,,5,,,,,1,,3,,,,,No,164m²square meters,,Yes,129 kWh/m²kilowatt hour per square meters,B,2013920004351,Not specified,26185 kWh/year,Gas,Yes,"€ 455,000455000 €","€ 2,0762076 €",No,Rue Reine Astrid 26 1473- Glabais,http://www.immofast.be,1096 - 437,Belgian Luxembourg,,,,,,,,,,,,,,,,,,65m²square meters,,,,No,,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9993692,At delivery,Zone Centre Province du Luxembourg,2023,As new,3,1,Isolated,,130m²square meters,16m²square meters,Yes,Hyper equipped,15m²square meters,4,11m²square meters,11m²square meters,12m²square meters,11m²square meters,2,,2,,,,,No,350m²square meters,Connected,No,78 kWh/m²kilowatt hour per square meters,A,RWPEB-131201,Not specified,Not specified,Gas,Yes,"€ 299,000299000 €",,No,Avenue de Bouillon 92 6800- Libramont,https://honesty.be/,4767267,Belgian Luxembourg,9 m,2,Yes,12.5 mmeters,,106m²square meters,,,,Non flood zone,"Living area (residential, urban or rural)",Yes,No,Yes,No,,240m²square meters,30m²square meters,,Yes,,,September 15 2023 - 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10146941,After signing the deed,,2007,Good,4,2,,,319m²square meters,,,Hyper equipped,,4,,,,,2,1,2,,Yes,,,No,1310m²square meters,,,194 kWh/m²kilowatt hour per square meters,C,20220921018709,48 kg CO₂/m²,61813 kWh/year,Fuel oil,Yes,"€ 830,000830000 €",,No,Avenue de Longwy 340 6700- Arlon,http://www.wimmobiliere.com,5274 - 361007982,Belgian Luxembourg,,3,,,Yes,,,,,,,,,,,Yes,,,,,,No,,,,,,,,,,,,,,Yes,North,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10145549,After signing the deed,Zone Sud Province du Luxembourg,1860,As new,2,,Urban,,375m²square meters,,,Installed,,6,,,,,3,3,3,,,,,No,1420m²square meters,Connected,No,161 kWh/m²kilowatt hour per square meters,B,20220923001506,39 kg CO₂/m²,64651 kWh/year,Fuel oil,Yes,"€ 465,000465000 €",€ 864864 €,No,Faubourg d'Arival 16 6760- Virton,https://honesty.be/,4897547,Belgian Luxembourg,12.5 m,,Yes,12.5 mmeters,,,,,,,,No,No,Yes,No,Yes,1000m²square meters,100m²square meters,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10138648,After signing the deed,Zone Nord Province du Luxembourg,1963,To be done up,4,2,Isolated,,155m²square meters,28m²square meters,,Not installed,9m²square meters,4,35m²square meters,12m²square meters,10m²square meters,11m²square meters,2,2,2,9m²square meters,Yes,11m²square meters,45m²square meters,No,501m²square meters,Connected,No,334 kWh/m²kilowatt hour per square meters,D,20220926025785,83 kg CO₂/m²,66843 kWh/year,Fuel oil,Yes,"€ 295,000295000 €",,No,Route de Marche 25 5580- Rochefort,https://honesty.be/,4956570,Belgian Luxembourg,13.85 m,6,,,Yes,,No,No,No,Non flood zone,,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10139279,After signing the deed,,1994,Good,4,1,,Link to the virtual visit,,,,Installed,,4,,,,,2,,3,,,,,No,2437m²square meters,,Yes,166 kWh/m²kilowatt hour per square meters,B,20220923009892,166 kg CO₂/m²,43395 kWh/year,Fuel oil,Yes,"Make an offer starting from€ 345,000Make an offer starting from345000 €",€ 882882 €,No,Place Mc Auliffe 40 6600- Bastogne,http://www.bd-immo.be/fr/,3049 - 2426,Belgian Luxembourg,,,,,,,,,,,"Living area (residential, urban or rural)",,,,,,,,,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10160305,After signing the deed,Zone Nord Province du Luxembourg,,To be done up,4,,Countryside,,250m²square meters,45m²square meters,,Installed,15m²square meters,3,17m²square meters,14m²square meters,14m²square meters,,1,,2,9m²square meters,Yes,,,No,2152m²square meters,,,335 kWh/m²kilowatt hour per square meters,D,20210820007845,84 kg CO₂/m²,124458 kWh/year,Fuel oil,,"€ 320,000320000 €",€ 826826 €,No,Route de Marche 25 5580- Rochefort,https://honesty.be/,4969795,Belgian Luxembourg,,1,,,,,,,,,,,,,,,,29m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10146391,After signing the deed,,1986,Good,3,1,,,159m²square meters,,,Installed,,5,,,,,2,,2,,,,,No,611m²square meters,,,320 kWh/m²kilowatt hour per square meters,D,20220928012215,320 kg CO₂/m²,73797 kWh/year,Wood,Yes,"€ 500,000500000 €",,No,Avenue de Longwy 340 6700- Arlon,http://www.wimmobiliere.com,5297 - 361007999,Belgian Luxembourg,,3,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Yes,South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10155670,After signing the deed,,,As new,4,1,,,153m²square meters,35m²square meters,,Installed,,4,19m²square meters,16m²square meters,16m²square meters,12m²square meters,2,,,,No,,,No,872m²square meters,Not connected,No,610 kWh/m²kilowatt hour per square meters,G,20140328006765,151 kg CO₂/m²,132140 kWh/year,Gas,Yes,"€ 479,000479000 €",,No,Hauptstraße 10 4780- St. Vith,http://www.hob-immo.be,BE_CHABREHEZ_001_VM,Belgian Luxembourg,,4,Yes,,,124m²square meters,No,No,No,,,,,,,,,60m²square meters,,,,No,,,,,No,,,,No,No,No,No,No,,,No,,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9763993,After signing the deed,,1979,To be done up,4,1,,,,,,Semi equipped,,2,,,,,1,,1,,,,,No,892m²square meters,,Yes,1029 kWh/m²kilowatt hour per square meters,G,20220214013064,10 kg CO₂/m²,71742 kWh/year,Wood,,"Make an offer starting from€ 110,000Make an offer starting from110000 €",€ 431431 €,No,Place Mc Auliffe 40 6600- Bastogne,http://www.bd-immo.be/fr/,2941 - 2357,Belgian Luxembourg,,,,22 mmeters,,,Yes,,,,"Living area (residential, urban or rural)",,,,,Yes,,,,Yes,,No,,,,,,,,1029,,,,,,Yes,North East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10080411,After signing the deed,Zone Sud Province du Luxembourg,1949,To renovate,2,1,Urban,,101m²square meters,14m²square meters,Yes,Not installed,11m²square meters,2,14m²square meters,15m²square meters,,,1,1,1,,,,33m²square meters,No,148m²square meters,,No,426 kWh/m²kilowatt hour per square meters,F,20220824018001,105 kg CO₂/m²,68197 kWh/year,Fuel oil,Yes,"€ 80,00080000 €",,No,Avenue de Bouillon 92 6800- Libramont,https://honesty.be/,4870267,Belgian Luxembourg,13 m,,,13 mmeters,,65m²square meters,,No,No,,"Living area (residential, urban or rural)",,,,,,65m²square meters,,,Yes,,,August 16 2022 - 12:00 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9911606,After signing the deed,,1932,To be done up,4,1,,,,,,Not installed,,2,,,,,,1,2,,,,,No,2185m²square meters,,Yes,335 kWh/m²kilowatt hour per square meters,D,20220427014356,840 kg CO₂/m²,60813 kWh/year,Fuel oil,Yes,"Make an offer starting from€ 180,000Make an offer starting from180000 €",€ 381381 €,No,Place Mc Auliffe 40 6600- Bastogne,http://www.bd-immo.be/fr/,2983 - 2383,Belgian Luxembourg,,,,45 mmeters,,,,,,,"Living area (residential, urban or rural)",,,,,Yes,,,,Yes,,No,,,,,,,,15247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10132762,After signing the deed,Zone Sud Province du Luxembourg,1850,To renovate,2,1,Isolated,,202m²square meters,26m²square meters,,Installed,10m²square meters,4,11m²square meters,11m²square meters,13m²square meters,13m²square meters,2,1,1,,,,66m²square meters,No,270m²square meters,Connected,No,442 kWh/m²kilowatt hour per square meters,F,20220530013923,111 kg CO₂/m²,82380 kWh/year,Fuel oil,,"€ 115,000115000 €",,No,Faubourg d'Arival 16 6760- Virton,https://honesty.be/,4957655,Belgian Luxembourg,10 m,,,10 mmeters,,,,,,,,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9946389,To be defined,,1950,To restore,4,1,,,196m²square meters,,,Semi equipped,,4,,,,,1,,2,,,,,No,1438m²square meters,,,457 kWh/m²kilowatt hour per square meters,F,Not specified,Not specified,Not specified,Fuel oil,Yes,"Make an offer starting from€ 197,000Make an offer starting from197000 €",€ 823823 €,No,Rue du Commerce 25 6890- Libin,http://www.immobiliere-mustang.be,220 - 1452,Belgian Luxembourg,,2,,,,,,,,,,,,,,Yes,,,,,,No,,,,,,,,,,,,,,Yes,South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10031827,After signing the deed,,1960,Good,2,1,,,,,,Semi equipped,,3,,,,,1,,2,,,,,No,194m²square meters,,Yes,360 kWh/m²kilowatt hour per square meters,E,20220630004440,890 kg CO₂/m²,40154 kWh/year,Fuel oil,Yes,"€ 200,000200000 €",€ 825825 €,No,Place Mc Auliffe 40 6600- Bastogne,http://www.bd-immo.be/fr/,3027 - 2410,Belgian Luxembourg,,,,,,,,,,,"Living area (residential, urban or rural)",,,,,Yes,,,,Yes,,No,,,,,,,,9945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9933916,After signing the deed,,1977,Good,4,2,"Living area (residential, urban or rural)",,,,,Installed,,4,,,,,1,,1,,,,,No,1453m²square meters,,Yes,374 kWh/m²kilowatt hour per square meters,E,20220518024799,93 kg CO₂/m²,74884 kWh/year,Fuel oil,Yes,"Make an offer starting from€ 250,000Make an offer starting from250000 €",€ 842842 €,No,Place Mc Auliffe 40 6600- Bastogne,http://www.bd-immo.be/fr/,3001 - 2394,Belgian Luxembourg,,,,,,,,,,Non flood zone,"Living area (residential, urban or rural)",,,,,Yes,,,,Yes,,No,,,,,,,,18537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10037219,After signing the deed,,1947,To restore,4,,"Living area (residential, urban or rural)",,,,,Not installed,,3,,,,,,1,1,,,,,No,2440m²square meters,,Yes,454 kWh/m²kilowatt hour per square meters,F,20220707015340,112 kg CO₂/m²,82854 kWh/year,Fuel oil,Yes,"€ 200,000200000 €",€ 633633 €,No,Place Mc Auliffe 40 6600- Bastogne,http://www.bd-immo.be/fr/,3028 - 2411,Belgian Luxembourg,,,,,,,,,,,"Living area (residential, urban or rural)",,,,,Yes,,,,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10017979,After signing the deed,,1850,Good,4,,Countryside,Link to the virtual visit,,,,Semi equipped,,7,,,,,1,,1,,,,,No,5820m²square meters,,Yes,435 kWh/m²kilowatt hour per square meters,F,20220118001071,Not specified,136539 kWh/year,Fuel oil,Yes,"Make an offer starting from€ 225,000Make an offer starting from225000 €",€ 745745 €,No,Place Mc Auliffe 40 6600- Bastogne,http://www.bd-immo.be/fr/,3026 - 2409,Belgian Luxembourg,,,,60 mmeters,,,,,,,"Living area (residential, urban or rural)",,,,,Yes,,,,Yes,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9752953,After signing the deed,,,Good,2,1,,,134m²square meters,,,Installed,,2,,,,,1,,1,,,,,No,456m²square meters,,,410 kWh/m²kilowatt hour per square meters,E,20131211016009,8 kg CO₂/m²,54881 kWh/year,Electric,,"€ 225,000225000 €",€ 272272 €,No,Avenue de Longwy 340 6700- Arlon,http://www.wimmobiliere.com,4961 - 361007748,Belgian Luxembourg,,,,,Yes,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Yes,North,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9972363,After signing the deed,,2009,Good,4,,"Living area (residential, urban or rural)",,,,,Semi equipped,,3,,,,,1,,2,,,,,No,1452m²square meters,,Yes,163 kWh/m²kilowatt hour per square meters,B,20220615019565,38 kg CO₂/m²,22049 kWh/year,Fuel oil,Yes,"€ 270,000270000 €",€ 641641 €,No,Place Mc Auliffe 40 6600- Bastogne,http://www.bd-immo.be/fr/,3010 - 2399,Belgian Luxembourg,,,,27 mmeters,,,Yes,,,,"Living area (residential, urban or rural)",,,,,Yes,,,,Yes,,No,,,,,,,,,,,,,,Yes,West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10131180,After signing the deed,,1935,To be done up,4,4,,,112m²square meters,,,Installed,,3,,,,,1,,2,,,,,No,550m²square meters,,,335 kWh/m²kilowatt hour per square meters,D,20220919024561,Not specified,Not specified,Gas,Yes,"Make an offer starting from€ 279,000Make an offer starting from279000 €",€ 386386 €,No,Rue du Commerce 25 6890- Libin,http://www.immobiliere-mustang.be,241 - 1473,Belgian Luxembourg,,,,,,,,,,,,,,,,Yes,,,,,,No,,,,,,,,,,,,,,Yes,South East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10066212,After signing the deed,,1980,Good,4,1,"Living area (residential, urban or rural)",,,,,Installed,,4,,,,,1,,2,,,,,No,1628m²square meters,,Yes,189 kWh/m²kilowatt hour per square meters,C,20220826005830,47 kg CO₂/m²,79197 kWh/year,Fuel oil,Yes,"Make an offer starting from€ 300,000Make an offer starting from300000 €",€ 892892 €,No,Place Mc Auliffe 40 6600- Bastogne,http://www.bd-immo.be/fr/,3035 - 2417,Belgian Luxembourg,,,,24 mmeters,,,,,,,"Living area (residential, urban or rural)",,,,,Yes,,,,Yes,,No,,,,,,,,19665,,,,,,Yes,South West,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10072696,After signing the deed,,1980,Good,4,1,,,,,,Semi equipped,,4,,,,,1,,1,,,,,No,2203m²square meters,,Yes,436 kWh/m²kilowatt hour per square meters,F,20220609016122,108 kg CO₂/m²,80309 kWh/year,Fuel oil,Yes,"Make an offer starting from€ 300,000Make an offer starting from300000 €",€ 867867 €,No,Place Mc Auliffe 40 6600- Bastogne,http://www.bd-immo.be/fr/,3040 - 2420,Belgian Luxembourg,,,,55 mmeters,,,,,,,"Living area (residential, urban or rural)",,,,,Yes,,,,Yes,,No,,,,,,,,19881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9906008,After signing the deed,,2000,To be done up,4,1,,,166m²square meters,30m²square meters,,Installed,,3,,,,,1,,2,,,,,No,1161m²square meters,,,179 kWh/m²kilowatt hour per square meters,C,20200528007694,45 kg CO₂/m²,29653 kWh/year,Fuel oil,Yes,"€ 300,000300000 €",€ 993993 €,No,Avenue de Longwy 340 6700- Arlon,http://www.wimmobiliere.com,5159 - 361006729,Belgian Luxembourg,,3,,,,,,,,,,,,,,Yes,,29m²square meters,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10023609,After signing the deed,,1915,To renovate,4,,,,233m²square meters,,,Semi equipped,,4,,,,,2,,2,,,,,No,7006m²square meters,,,461 kWh/m²kilowatt hour per square meters,F,Not specified,Not specified,Not specified,Fuel oil,,"€ 300,000300000 €",€ 361361 €,No,Rue du Commerce 25 6890- Libin,http://www.immobiliere-mustang.be,229 - 1461,Belgian Luxembourg,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Yes,East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
