,Available as of,Neighbourhood or locality,Construction year,Building condition,Number of frontages,Covered parking spaces,Outdoor parking spaces,Surroundings type,Virtual visit,Living area,Living room surface,Dining room,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bedroom 3 surface,Bedroom 4 surface,Bedroom 5 surface,Bathrooms,Toilets,Office,Basement surface,Furnished,Armored door,Surface of the plot,"Gas, water &amp; electricity",Terrace,Elevator,Secure access / alarm,Swimming pool,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,Heating type,Double glazing,Price,Cadastral income,Tenement building,Address,Website,External reference,Province,Available date,Street frontage width,Shower rooms,Office surface,Attic,Width of the lot on the street,Connection to sewer network,Garden surface,Terrace surface,Accessible for disabled people,Intercom,TV cable,Flood zone type,How many fireplaces?,Garden orientation,As built plan,Living room,Dressing room,Laundry room,Professional space,Basement,Land is facing street,Wooded land,Plot at rear,Flat land,Terrace orientation,Number of annexes,Caretaker,Air conditioning,Visio phone,Jacuzzi,Sauna,Internet,Heat pump,Photovoltaic solar panels,Thermic solar panels,Common water heater,Type of building,Possible priority purchase right,Proceedings for breach of planning regulations,Latest land use designation,Garden,Planning permission obtained,Subdivision permit,Total ground floor buildable,Attic surface,Obligation to build,Conformity certification for fuel tanks,Professional space surface,E-level (overall energy performance),Agent's name,Property name,Isolated,Extra information,Venue of the sale,Single session,Terms of visit,Starting price,Current monthly revenue,Monthly charges,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitant,Percentage rented,EPC description,Maximum duration of annuity
10151128,After signing the deed,,1950,To renovate,4,1,4,Countryside,,301m²square meters,36m²square meters,,Semi equipped,15m²square meters,4,24m²square meters,15m²square meters,10m²square meters,7m²square meters,,1,2,Yes,,No,,6370m²square meters,Yes,Yes,,,,829 kWh/m²kilowatt hour per square meters,F,2685801,Not specified,Not specified,Fuel oil,Yes,"€ 1,400,0001400000 €","€ 3,3913391 €",No,Alsembergsesteenweg 660 1653- Dworp,http://www.multimmo.be,7791 - 3686,Flemish Brabant,,,,,,,,,,,,,Non flood zone,1,,No,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10137903,After signing the deed,,1936,To renovate,2,1,1,Urban,,160m²square meters,16m²square meters,Yes,Semi equipped,5m²square meters,2,16m²square meters,9m²square meters,,,,1,2,,,No,,352m²square meters,Yes,,,,,471 kWh/m²kilowatt hour per square meters,E,2678304,Not specified,Not specified,Gas,Yes,"€ 249,000249000 €",€ 578578 €,No,Alsembergsesteenweg 660 1653- Dworp,http://www.multimmo.be,7757 - 3674,Flemish Brabant,,,,,,,,,,,,,Non flood zone,,,No,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9953284,After signing the deed,,1964,To be done up,3,1,2,,,156m²square meters,,,Semi equipped,8m²square meters,1,15m²square meters,,,,,1,1,,,No,,384m²square meters,,,,,,514 kWh/m²kilowatt hour per square meters,F,20220429-0002593929-RES-1,Not specified,Not specified,Fuel oil,Yes,"€ 267,000267000 €",€ 364364 €,No,Valkebeekstraat 24 1861- Wolvertem,http://www.vmv-vastgoed.be,455 - V22LON/057,Flemish Brabant,,,,,,,,,,,,,Non flood zone,,,No,,,,,,,,,,,,,,,,,,,,,,,,No,"Living area (residential, urban or rural)",,Yes,,,,,"Yes, conform",,,,,,,,,,,,,,,,,,,,,,,
10071118,After signing the deed,,1928,To be done up,2,,,,,170m²square meters,,,Installed,,4,,,,,,1,2,,,No,,210m²square meters,Yes,,,,,Not specified,Not specified,2639719,Not specified,Not specified,Gas,Yes,"€ 275,000275000 €",€ 915915 €,No,Alsembergsesteenweg 660 1653- Dworp,http://www.multimmo.be,7596 - 3480,Flemish Brabant,,5 m,,,,5 mmeters,,95m²square meters,,,,,Non flood zone,,South,No,,,,,,,,,,,,,,,,,,,,,,,Yes,No,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10078835,After signing the deed,,1954,To renovate,3,1,,,,200m²square meters,,,Semi equipped,19m²square meters,5,23m²square meters,16m²square meters,16m²square meters,13m²square meters,6m²square meters,1,1,,8m²square meters,No,,383m²square meters,,Yes,,,,607 kWh/m²kilowatt hour per square meters,F,20220822-0002659894-RES-1,Not specified,Not specified,Fuel oil,,"€ 279,000279000 €",€ 731731 €,No,Valkebeekstraat 24 1861- Wolvertem,http://www.vmv-vastgoed.be,523 - V22LON/100,Flemish Brabant,,,,,,,,,,,,,Non flood zone,,,No,,,,,,,,,,,,,,,,,,,,,,,No,No,"Living area (residential, urban or rural)",,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10078833,After signing the deed,,1961,Good,3,1,4,,,178m²square meters,,Yes,Semi equipped,6m²square meters,3,18m²square meters,15m²square meters,14m²square meters,,,1,2,,16m²square meters,No,,394m²square meters,,,,,,344 kWh/m²kilowatt hour per square meters,D,20220809-0002653054-RES-1,Not specified,Not specified,Gas,,"€ 295,000295000 €",€ 927927 €,No,Valkebeekstraat 24 1861- Wolvertem,http://www.vmv-vastgoed.be,495 - V22LON/081,Flemish Brabant,,,,,,,,,,,,,Non flood zone,,South,No,,,,,,,,,,,,,,,,,,,,,,,Yes,No,"Living area (residential, urban or rural)",Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10134578,After signing the deed,Ingendael,1962,Good,4,1,2,"Living area (residential, urban or rural)",,180m²square meters,21m²square meters,Yes,Installed,21m²square meters,3,16m²square meters,12m²square meters,13m²square meters,,,2,2,Yes,10m²square meters,No,,700m²square meters,Yes,,,,,451 kWh/m²kilowatt hour per square meters,E,20220728-0002647402,Not specified,Not specified,Gas,Yes,"€ 545,000545000 €","€ 1,8001800 €",,Avenue Paul de Lorraine 22 1410- Waterloo,,,Flemish Brabant,,12.5 m,,16m²square meters,,18 mmeters,Connected,530m²square meters,30m²square meters,,Yes,Yes,Non flood zone,1,North East,,,,Yes,,,Yes,,,,North East,,,,,,,,,,,,,,No,"Living area (residential, urban or rural)",,Yes,Yes,,,,,,,Immo TK,,,,,,,,,,,,,,,,,,,,
10120612,After signing the deed,,1918,Good,2,,,,Link to the virtual visit,275m²square meters,29m²square meters,,Hyper equipped,8m²square meters,4,,,,,,2,,,35m²square meters,No,No,60m²square meters,Yes,,No,No,No,311 kWh/m²kilowatt hour per square meters,D,2621196-RES-1,Not specified,Not specified,Gas,Yes,"€ 319,000319000 €",€ 857857 €,No,"Prinsenstraat, 24 1850- Grimbergen",http://www.era.be/immotoye,,Flemish Brabant,,6 m,,,,,Connected,,4m²square meters,No,,Yes,Non flood zone,,,,,,,,,,,,,,,,,,No,No,,No,No,No,No,,No,No,"Living area (residential, urban or rural)",,,No,,,,,,311,,,,,,,,,,,,,,,,,,,,,
10115940,After signing the deed,,1979,To be done up,2,,,,Link to the virtual visit,170m²square meters,19m²square meters,Yes,Hyper equipped,11m²square meters,2,,,,,,2,,,,No,No,153m²square meters,Yes,,No,No,No,188 kWh/m²kilowatt hour per square meters,B,2619302,Not specified,Not specified,Gas,Yes,"€ 340,000340000 €","€ 1,3311331 €",No,"Prinsenstraat, 24 1850- Grimbergen",http://www.era.be/immotoye,,Flemish Brabant,,7 m,,,,7 mmeters,Connected,,,No,,Yes,Non flood zone,,,,,,,,,,,,,,,,,,No,No,,No,No,No,No,,No,No,"Living area (residential, urban or rural)",,Yes,No,,,,,,188,,,,,,,,,,,,,,,,,,,,,
10136829,After signing the deed,,1984,,3,1,,Countryside,,115m²square meters,34m²square meters,,Hyper equipped,,3,,,,,,,1,Yes,,No,,205m²square meters,Yes,,,,,395 kWh/m²kilowatt hour per square meters,D,20191211-0002227409-RES-1,79 kg CO₂/m²,Not specified,Gas,Yes,"€ 369,000369000 €",€ 832832 €,No,Rue Alexandre Markelbach 78 1030- Schaarbeek,http://www.homeside.be,2120 - 1114,Flemish Brabant,,,1,4m²square meters,,,,100m²square meters,20m²square meters,,,,,,South,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10127673,After signing the deed,Bruxelles-Sud,1927,Good,2,,,Isolated,,,28m²square meters,,Hyper equipped,22m²square meters,3,13m²square meters,9m²square meters,,,,1,2,,,No,,231m²square meters,Yes,,No,,No,230 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,Gas,Yes,"€ 399,000399000 €",,No,Avenue des aubépines 32 1180- Uccle,,4945139,Flemish Brabant,,4.5 m,1,,Yes,4.5 mmeters,Connected,260m²square meters,15m²square meters,No,Yes,Yes,Non flood zone,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,120m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,
10137934,After signing the deed,,1929,,3,,,"Living area (residential, urban or rural)",,210m²square meters,38m²square meters,,Installed,,4,,,,,,,2,,,No,,108m²square meters,Yes,,,,,308 kWh/m²kilowatt hour per square meters,D,20220801-0002648832-RES-1,1000 kg CO₂/m²,Not specified,Gas,Yes,"€ 399,000399000 €",€ 795795 €,No,Rue Alexandre Markelbach 78 1030- Schaarbeek,http://www.homeside.be,2121 - 1115,Flemish Brabant,,,1,,,,,,26m²square meters,,,,,,,No,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9589549,After signing the deed,,1988,To be done up,3,4,,,,470m²square meters,,Yes,Semi equipped,18m²square meters,4,20m²square meters,20m²square meters,19m²square meters,19m²square meters,,2,2,,,No,,356m²square meters,,,,,,375 kWh/m²kilowatt hour per square meters,D,20210915-0002463550-RES-2,Not specified,Not specified,Gas,,"€ 385,000385000 €","€ 2,7242724 €",No,Valkebeekstraat 24 1861- Wolvertem,http://www.vmv-vastgoed.be,353 - V21LON/089k,Flemish Brabant,,,,,,,,,22m²square meters,,,,Non flood zone,,,No,,,,,Yes,,,,,,,,,,,,,,,,,,,No,"Living area (residential, urban or rural)",,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
10087790,After signing the deed,,1977,Good,2,,,Urban,Link to the virtual visit,156m²square meters,16m²square meters,,,21m²square meters,5,13m²square meters,14m²square meters,11m²square meters,13m²square meters,16m²square meters,1,1,,15m²square meters,No,,60m²square meters,Yes,,No,,No,210 kWh/m²kilowatt hour per square meters,C,202207050002635611,7703 kg CO₂/m²,Not specified,Gas,Yes,"Make an offer starting from€ 335,000Make an offer starting from335000 €",,No,200 Hendrik I Lei 1800- Vilvoorde,http://www.weinvest.be,4898062,Flemish Brabant,,9 m,,,,6 mmeters,Connected,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,"Living area (residential, urban or rural)",,,No,55m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,
10081694,After signing the deed,,1973,Good,4,2,,,,100m²square meters,41m²square meters,,Semi equipped,,3,12m²square meters,8m²square meters,8m²square meters,,,,1,,,No,,706m²square meters,,,,,,436 kWh/m²kilowatt hour per square meters,E,0002664421,Not specified,Not specified,Gas,Yes,"€ 399,000399000 €","€ 1,5461546 €",No,GEMEENTEPLEIN 71560- Hoeilaart,http://www.berthoutshoeilaart.be,1817177 - 1239240,Flemish Brabant,,,1,,,,,706m²square meters,30m²square meters,,,,Possible flood zone,,,No,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10077374,After signing the deed,,1952,Good,3,1,,,,269m²square meters,,,Semi equipped,,6,,,,,,1,2,,,No,,310m²square meters,,,,,,324 kWh/m²kilowatt hour per square meters,D,Certificaat-20220822-0002659424-RES-1.pdf,Not specified,Not specified,Fuel oil,Yes,"€ 425,000425000 €","€ 1,0261026 €",Yes,Mechelsesteenweg 382 3020- Herent,http://www.immolivit.be,1995636 - 2488,Flemish Brabant,,,1,,,,,,,,,,Non flood zone,,North,No,,,,,Yes,,,,,,,,,,,,,,,,,,No,No,"Living area (residential, urban or rural)",Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10077373,After signing the deed,,1952,Good,3,1,,,,269m²square meters,,,Semi equipped,,6,,,,,,1,2,,,No,,310m²square meters,,,,,,324 kWh/m²kilowatt hour per square meters,D,Certificaat-20220822-0002659424-RES-1.pdf,Not specified,Not specified,Fuel oil,Yes,"€ 425,000425000 €","€ 1,0261026 €",No,Mechelsesteenweg 382 3020- Herent,http://www.immolivit.be,1995619 - 2488,Flemish Brabant,,,1,,,,,,,,,,Non flood zone,,North,No,,,,,Yes,,,,,,,,,,,,,,,,,,No,No,"Living area (residential, urban or rural)",Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10094502,After signing the deed,,1900,Good,4,,2,,,184m²square meters,,Yes,Installed,19m²square meters,3,23m²square meters,10m²square meters,10m²square meters,,,1,2,,,No,,636m²square meters,,,,,,286 kWh/m²kilowatt hour per square meters,C,20220726-0002646377-RES-1,Not specified,Not specified,Gas,,"€ 449,000449000 €",€ 743743 €,No,Valkebeekstraat 24 1861- Wolvertem,http://www.vmv-vastgoed.be,539 - V22LON/077,Flemish Brabant,,,,,,,,,,,,,Non flood zone,,South,No,,,,,,,,,,,,,,,,,,,,,,,Yes,No,"Living area (residential, urban or rural)",Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10098937,After signing the deed,,1963,Good,3,4,4,,,177m²square meters,,,Installed,11m²square meters,3,22m²square meters,18m²square meters,16m²square meters,,,1,1,,9m²square meters,No,,822m²square meters,,Yes,,,,486 kWh/m²kilowatt hour per square meters,E,20220318-0002549015-RES-1,Not specified,Not specified,Fuel oil,Yes,"€ 449,000449000 €",€ 835835 €,No,Valkebeekstraat 24 1861- Wolvertem,http://www.vmv-vastgoed.be,542 - V22LON/066,Flemish Brabant,,,,,,,,,,,,,Non flood zone,,South East,No,,,,,,,,,,,,,,,,,,,,,,,No,No,Farming area,Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
10160738,After signing the deed,,1994,Good,4,1,2,,,210m²square meters,51m²square meters,,USA hyper equipped,14m²square meters,5,20m²square meters,16m²square meters,13m²square meters,13m²square meters,9m²square meters,2,3,Yes,,No,,1102m²square meters,Yes,,,Yes,,258 kWh/m²kilowatt hour per square meters,C,20220710-0002638524-RES-1,1000 kg CO₂/m²,Not specified,Gas,Yes,"€ 700,000700000 €","€ 3,7123712 €",No,Chaussée de Tervuren 149/3 1410- Waterloo,http://www.braxel.be,1215 - 1745,Flemish Brabant,,12 m,,9m²square meters,,18 mmeters,,650m²square meters,70m²square meters,Yes,,,,1,South,No,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10093294,To be defined,,,As new,3,1,2,"Living area (residential, urban or rural)",,168m²square meters,,Yes,USA installed,,4,15m²square meters,13m²square meters,9m²square meters,17m²square meters,,1,2,No,,No,No,352m²square meters,Yes,,No,No,No,163 kWh/m²kilowatt hour per square meters,B,Not specified,Not specified,Not specified,Gas,Yes,"€ 489,000489000 €",,No,,,,Flemish Brabant,,8 m,1,,Yes,11 mmeters,Connected,212m²square meters,30m²square meters,No,No,Yes,Non flood zone,,South East,No,Yes,No,Yes,No,,Yes,No,No,Yes,South East,,No,No,No,No,No,Yes,No,No,No,No,,,No,,,Yes,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,
10012816,Depending on the tenant,Omgeving Kraainem,1972,Good,3,1,1,Urban,,172m²square meters,,,Hyper equipped,14m²square meters,3,23m²square meters,19m²square meters,15m²square meters,,,1,2,,,No,,442m²square meters,Yes,Yes,No,,No,290 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,Fuel oil,Yes,"€ 649,000649000 €","€ 1,8761876 €",No,"Wezembeeklaan, 120 1950- Kraainem",http://www.keystones.be,4800266,Flemish Brabant,,,,,Yes,,Connected,,,No,,Yes,Non flood zone,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10130254,After signing the deed,,1975,To be done up,4,3,,,Link to the virtual visit,211m²square meters,40m²square meters,Yes,Installed,11m²square meters,2,15m²square meters,10m²square meters,,,,2,1,Yes,,No,,765m²square meters,,Yes,,,,858 kWh/m²kilowatt hour per square meters,F,20220831-0002665421-RES-1,Not specified,Not specified,Electric,Yes,"€ 690,000690000 €","€ 2,8952895 €",No,Alsembergsesteenweg 660 1653- Dworp,http://www.multimmo.be,7720 - 3665,Flemish Brabant,,,,,,,,,,,,,,,,No,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10065729,After signing the deed,,1974,Good,4,4,2,,,340m²square meters,46m²square meters,,Installed,13m²square meters,3,14m²square meters,13m²square meters,10m²square meters,,,1,2,Yes,,No,,778m²square meters,,Yes,,,,182 kWh/m²kilowatt hour per square meters,B,20210819-000243229-RES-2,Not specified,Not specified,Gas,Yes,"Make an offer starting from€ 690,000Make an offer starting from690000 €","€ 3,2123212 €",Yes,Brusselsesteenweg 651850- Grimbergen,http://www.berthouts.be/nl/,1817171 - VKG-2022-0,Flemish Brabant,,,,,,,,,,,,,Non flood zone,,,No,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10130263,After signing the deed,,1975,To be done up,4,3,,,Link to the virtual visit,211m²square meters,40m²square meters,Yes,Installed,11m²square meters,2,15m²square meters,10m²square meters,,,,2,1,Yes,,No,,765m²square meters,,Yes,,,,858 kWh/m²kilowatt hour per square meters,F,20220831-0002665421-RES-1,Not specified,Not specified,Electric,Yes,"€ 690,000690000 €","€ 2,8952895 €",No,Alsembergsesteenweg 660 1653- Dworp,http://www.multimmo.be,7582 - 3609,Flemish Brabant,,,,,,,,,,,,,,,,No,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10065728,After signing the deed,,1974,Good,4,4,2,,,190m²square meters,46m²square meters,,Installed,13m²square meters,3,14m²square meters,13m²square meters,10m²square meters,,,1,2,Yes,,No,,778m²square meters,,Yes,,,,182 kWh/m²kilowatt hour per square meters,B,20210819-000243229-RES-2,Not specified,Not specified,Gas,Yes,"Make an offer starting from€ 690,000Make an offer starting from690000 €","€ 3,2123212 €",No,Brusselsesteenweg 651850- Grimbergen,http://www.berthouts.be/nl/,1817170 - VKG-2022-0,Flemish Brabant,,,,,,,,,,,,,Non flood zone,,,No,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10130253,After signing the deed,,1975,To be done up,4,3,,,Link to the virtual visit,211m²square meters,40m²square meters,Yes,Installed,11m²square meters,2,15m²square meters,10m²square meters,,,,2,1,Yes,,No,,765m²square meters,,Yes,,,,858 kWh/m²kilowatt hour per square meters,F,20220831-0002665421-RES-1,Not specified,Not specified,Electric,Yes,"€ 690,000690000 €","€ 2,8952895 €",No,Alsembergsesteenweg 660 1653- Dworp,http://www.multimmo.be,7719 - 3664,Flemish Brabant,,,,,,,,,,,,,,,,No,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10105310,After signing the deed,,1971,Just renovated,4,3,,,Link to the virtual visit,357m²square meters,47m²square meters,,Installed,,4,,,,,,1,3,,,No,Yes,,Yes,,,Yes,,256 kWh/m²kilowatt hour per square meters,C,20220908-0002670914-RES-1,Not specified,Not specified,Gas,Yes,"€ 869,000869000 €","€ 1,8611861 €",No,Zuidlaan 2 9200- Dendermonde,http://www.immotwins.be,15775 - 114121385,Flemish Brabant,,,1,,,,,,,,,,Non flood zone,1,North East,No,,,,,Yes,,,,,,,,,,,,,,,,,,Yes,,"Living area (residential, urban or rural)",Yes,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
10103103,After signing the deed,,1973,To renovate,4,2,,,,380m²square meters,60m²square meters,,Installed,,7,,,,,,3,5,Yes,,No,,1337m²square meters,,,,,,214 kWh/m²kilowatt hour per square meters,C,0002561351,Not specified,Not specified,Gas,Yes,"€ 1,075,0001075000 €","€ 6,5496549 €",No,GEMEENTEPLEIN 71560- Hoeilaart,http://www.berthoutshoeilaart.be,1817169 - 1239236,Flemish Brabant,,,,,,,,1337m²square meters,40m²square meters,,,,Possible flood zone,,,No,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10077366,After signing the deed,,1919,Just renovated,4,2,,,,623m²square meters,74m²square meters,,Hyper equipped,,5,,,,,,3,6,Yes,,No,,11000m²square meters,,,,,,161 kWh/m²kilowatt hour per square meters,B,Not specified,Not specified,Not specified,Gas,Yes,"€ 1,795,0001795000 €","€ 5,9045904 €",Yes,Vismarkt 10 c 3000- Leuven,http://www.immo-time.be,3312 - 2992055,Flemish Brabant,,,,80m²square meters,,76.22 mmeters,,,150m²square meters,,,,Property partially or completely located in a circumscribed and recognized flood zone,1,South,No,,,,,Yes,,,,,,,,,,,,,,,,,,,,Natural area,Yes,,,,,,,,161,,,,,,,,,,,,,,,,,,,,,
9957850,After signing the deed,,1912,Good,4,5,3,"Living area (residential, urban or rural)",,598m²square meters,100m²square meters,,Hyper equipped,26m²square meters,5,12m²square meters,25m²square meters,33m²square meters,16m²square meters,16m²square meters,2,3,Yes,76m²square meters,No,,2836m²square meters,Yes,,No,Yes,Yes,435 kWh/m²kilowatt hour per square meters,E,2421345,Not specified,Not specified,Gas,Yes,"€ 1,485,0001485000 €","€ 3,0633063 €",No,Astridlaan 1 1700- Dilbeek,http://www.living-stone.be,4766058,Flemish Brabant,,,3,,,,Connected,,170m²square meters,No,,Yes,,2,,,,,,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,,,,25m²square meters,,,25m²square meters,,,,,,,,,,,,,,,,,,,,,,
10155851,After signing the deed,,2022,,4,1,2,"Living area (residential, urban or rural)",,360m²square meters,70m²square meters,,Hyper equipped,,6,23m²square meters,9m²square meters,8m²square meters,18m²square meters,9m²square meters,3,2,Yes,,No,,1707m²square meters,Yes,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,Yes,"€ 1,150,0001150000 €",,,"Ellestraat, 21C 3020- Herent",http://www.vpconstruct.be,,Flemish Brabant,,11 m,3,16m²square meters,Yes,20 mmeters,Connected,1450m²square meters,55m²square meters,,,Yes,Non flood zone,,South,,,Yes,Yes,,,Yes,,,,South,,,,Yes,,,,Yes,Yes,,,,No,No,,,Yes,Yes,,,,,,4,Van Humbeek,Patrick Van Humbeek,,,,,,,,,,,,,,,,,,,
10161842,After signing the deed,,2022,As new,2,,,"Living area (residential, urban or rural)",,227m²square meters,32m²square meters,,USA hyper equipped,10m²square meters,3,14m²square meters,12m²square meters,10m²square meters,,,1,2,Yes,,,,218m²square meters,,Yes,No,,No,Not specified,Not specified,Not specified,Not specified,Not specified,,Yes,"€ 625,000625000 €",,No,Kardinaal Mercierlaan 81 3001- Leuven,http://www.living-stone.be,4968429,Flemish Brabant,October 9 2022 - 12:00 AM,,,10m²square meters,,,,,,No,,,Non flood zone,,,,,,,,,,,,,,,,,Yes,,,,,,Yes,,,No,No,"Living area (residential, urban or rural)",,Yes,Yes,,10m²square meters,,,,1,,,,,,,,,,,,,,,,,,,,,
10134028,After signing the deed,,1930,To renovate,3,4,1,,,150m²square meters,30m²square meters,,Semi equipped,13m²square meters,3,18m²square meters,15m²square meters,13m²square meters,,,1,1,,,No,,640m²square meters,Yes,,,,,634 kWh/m²kilowatt hour per square meters,F,Certificaat-20220905-0002668190-RES-1.pdf,Not specified,Not specified,Gas,Yes,"€ 275,000275000 €",€ 634634 €,No,Meyskensstraat 222 1780- Wemmel,http://www.structura.be,1783484 - 2022/313/M,Flemish Brabant,,,,,,10 mmeters,,365m²square meters,86m²square meters,,,Yes,Non flood zone,1,,No,,,,,Yes,,,,,,,,,,,,,,,,,,No,,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10077364,After signing the deed,,1919,Just renovated,4,2,,,,623m²square meters,74m²square meters,,Hyper equipped,,5,,,,,,3,6,Yes,,No,,11000m²square meters,,,,,,161 kWh/m²kilowatt hour per square meters,B,Not specified,Not specified,Not specified,Gas,Yes,"€ 1,795,0001795000 €","€ 5,9045904 €",No,Vismarkt 10 c 3000- Leuven,http://www.immo-time.be,3311 - 2992055,Flemish Brabant,,,,80m²square meters,,76.22 mmeters,,,150m²square meters,,,,Property partially or completely located in a circumscribed and recognized flood zone,1,South,No,,,,,Yes,,,,,,,,,,,,,,,,,,,,Natural area,Yes,,,,,,,,161,,,,,,,,,,,,,,,,,,,,,
10164005,After signing the deed,,1993,As new,4,2,2,,Link to the virtual visit,324m²square meters,29m²square meters,Yes,Installed,21m²square meters,4,22m²square meters,24m²square meters,21m²square meters,9m²square meters,,3,,,,No,,1692m²square meters,No,,No,Yes,Yes,222 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,Gas,Yes,"€ 1,090,0001090000 €","€ 3,5463546 €",No,Avenue Baron Albert d'Huart 130 1950- Kraainem,http://www.latouretpetit.be,4970483,Flemish Brabant,,,,,,,,1400m²square meters,100m²square meters,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10147649,After signing the deed,,1996,Good,4,,,,Link to the virtual visit,290m²square meters,,Yes,,,3,,,,,,2,,Yes,,No,No,3447m²square meters,Yes,,No,Yes,Yes,317 kWh/m²kilowatt hour per square meters,D,20210831-0002453294,Not specified,Not specified,Fuel oil,Yes,"€ 1,100,0001100000 €","€ 2,8402840 €",No,"Prinsenstraat, 24 1850- Grimbergen",http://www.era.be/immotoye,,Flemish Brabant,,18 m,,,,28 mmeters,Connected,,,No,,Yes,Non flood zone,,,,,,,Yes,Yes,,,,,,,,,,No,No,,No,No,No,No,Villa,No,No,Farming area,,Yes,No,,,,,,317,,,,,,,,,,,,,,,,,,,,,
9782995,After signing the deed,,2000,As new,,1,3,,,140m²square meters,50m²square meters,,USA installed,,3,,,,,,1,,,,No,,500m²square meters,,,,,,300 kWh/m²kilowatt hour per square meters,C,Not specified,Not specified,Not specified,Gas,Yes,"€ 565,000565000 €","€ 1,4671467 €",No,"Place Communale , 10A 1630- Linkebeek",http://www.immolinkebeek.be,2214 - 2277,Flemish Brabant,,,,,,,,,18m²square meters,,,,,1,South East,No,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10091391,After signing the deed,,1979,Good,4,2,,,,224m²square meters,,,Semi equipped,,3,,,,,,1,2,,,No,,1474m²square meters,Yes,,,,,385 kWh/m²kilowatt hour per square meters,D,Not specified,Not specified,Not specified,Fuel oil,Yes,"€ 590,000590000 €","€ 1,5311531 €",No,Waversebaan 248 3050- Oud-Heverlee,http://www.torox.be,1976831 - 2324,Flemish Brabant,,12 m,,,,20 mmeters,,,,,,,Possible flood zone,,,No,,,,,,,,,,,,,,,,,,,,,,,No,,"Living area (residential, urban or rural)",,Yes,Yes,,,,"Yes, conform",,,,,,,,,,,,,,,,,,,,,,,
